 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.775947335	0.18779995612	0.013213478242	0.0108245372109	0.005391986213	0.0021374463725	0.000694425164345	0.000173746591355	0.00168146806651	0.00123437396284	0.000139156818418	0.000762127962885
j	0.680526418333	0.26968207204	0.0183459520807	0.015406079737	0.006267247171	0.0027331984575	0.000780493521448	0.000297280280452	0.00171784441217	0.00134302317095	0.000180718436139	0.00271972902096
i	0.570945856111	0.397466994013	0.0121523970269	0.0101770314457	0.003014808387	0.00152569055717	0.000348322302483	0.000225952909817	0.000610551659523	0.000559726659983	0.000102469054713	0.00287025036799
n	0.314835344037	0.663500431338	0.0117307393423	0.0051562676819	0.00127300129233	0.000583966813723	0.000145940099494	0.000145794902939	0.000233022118641	0.000215502866328	5.0553515571e-05	0.00212947828366
è	0.145233093346	0.819420293779	0.0285259771141	0.0034216519273	0.000767954457443	0.000275522966574	8.41154608313e-05	0.00012008655898	0.000108695796547	0.000104040123776	3.3620499457e-05	0.00190501052789
k	0.0780997884487	0.87174698126	0.0368024843714	0.00282180537577	0.000735630879148	0.000192230830858	0.000113417787944	0.000359438844327	6.5705310849e-05	7.50930229253e-05	4.62806960857e-05	0.0089411638093
a	0.0800003801496	0.66289373042	0.238988001457	0.00516575449192	0.000804676193049	0.000168394201953	0.000117727836648	0.000438093374442	4.8962279683e-05	6.07023638751e-05	4.97351647619e-05	0.0112638078191
t	0.0796374300499	0.467426633473	0.433667900486	0.00886538883064	0.00237105766435	0.000580860855651	0.000179722266216	0.00114565801781	6.5124140961e-05	6.5851537525e-05	3.15708229873e-05	0.00596275568903
è	0.0363221670166	0.339568925824	0.604351833495	0.0102763922769	0.00284046231478	0.000705982987884	0.000199996303239	0.0013796789667	7.02336335203e-05	6.65861024083e-05	2.53435744324e-05	0.00419239132891
l	0.0223831460055	0.141513209941	0.813959611165	0.0116736464256	0.00368427366493	0.00128986616529	0.00039126587558	0.00165002041633	6.43322710401e-05	7.35838740361e-05	2.42417595808e-05	0.00329281157554
i	0.0274473766685	0.0723645473137	0.852658537055	0.0349504784752	0.00557941188831	0.00163174788843	0.00046501444786	0.00174535301644	6.314232388e-05	7.6955504212e-05	2.39937657103e-05	0.00299339610018
n	0.0231093537895	0.0381127654379	0.833790335685	0.0921749128251	0.00665508116277	0.00144575809614	0.00030872477862	0.00137304924981	0.000135822401493	9.4034737604e-05	2.31960667534e-05	0.00277693594173
a	0.0136821634965	0.026981396046	0.722633701895	0.220688160942	0.00995988538759	0.00144860648205	0.000286878956207	0.0012766644166	0.000173415375498	0.000112250512535	2.50507753511e-05	0.00273181659724
p	0.0107905254988	0.012102521382	0.486189867298	0.471905903647	0.0147336817959	0.00207644337735	0.000187220315402	0.000529893488867	0.000177354180166	0.000105585120845	1.55440288837e-05	0.00118540843908
u	0.0068333686996	0.007399177294	0.242752145766	0.713143244549	0.0250944805986	0.00301648492578	0.000177611235134	0.000303853752956	0.000261772990055	0.000123914706948	1.50724479612e-05	0.00087881933636
l	0.0067604796332	0.0111552251313	0.135612891922	0.792123531516	0.0347326935329	0.00590390190859	0.000754166251711	0.00138020792432	0.000644540953352	0.000420473578983	0.00018593570132	0.0103259414455
i	0.00731428921107	0.0119359224771	0.0902362473073	0.704650260505	0.158396056844	0.00932235396953	0.00131378785057	0.00184390139477	0.000804228074451	0.000524985969661	0.00024542892844	0.0134125607052
z	0.00559201170369	0.0073156369257	0.0577476157691	0.686713153502	0.216205065615	0.00947692548984	0.00182196011686	0.00296050921826	0.000897171681484	0.000364451809887	0.00015245513748	0.0107530957917
z	0.0711447754012	0.00978308230857	0.0962333252564	0.529079989501	0.219340781872	0.0414179256633	0.00756722730562	0.00539898613942	0.00133749609383	0.0023004768133	0.00040907457916	0.0159868815972
è	0.0943118808671	0.00816900896952	0.0994279150855	0.2578081415	0.434927677291	0.0742436285544	0.0106828160019	0.00431419884647	0.00107892134794	0.00285867795777	0.000434311854387	0.0117427900224
s	0.0384056303557	0.00677608552317	0.0433788276952	0.3313801205	0.457247215764	0.0607454171848	0.0094346475673	0.00488304851549	0.00152315476598	0.00210178633926	0.00111659747946	0.0430074608308
s	0.0941789677852	0.00753306107439	0.0341367772317	0.309208760167	0.350832951921	0.0879673367283	0.0278569655224	0.0105086846718	0.00231733315533	0.00370853277975	0.00209308179315	0.0696575549436
i	0.108396570128	0.00397190575146	0.0280960497439	0.114877641389	0.425900023974	0.210418835576	0.0498149061741	0.0118493110573	0.00176444458511	0.00346790754992	0.00146219005438	0.0399801709812
o	0.0368438555493	0.00160262999715	0.0117052811146	0.0487434327963	0.424062541325	0.370423305192	0.0716869063914	0.0152603561858	0.0029188821617	0.00195008163997	0.000573094034793	0.0142296094271
s	0.0134174656564	0.00187246311905	0.00555769167153	0.0556677419321	0.345944403775	0.428131608397	0.0886153621305	0.0296554430619	0.0060106170539	0.00305190627999	0.000543683318264	0.021531619909
p	0.00932751105213	0.00193984143302	0.00517248865718	0.0526554753774	0.274708261258	0.471753856132	0.11199598071	0.0321059746873	0.00610576888463	0.00748620832666	0.000722210102755	0.026026407303
i	0.00745221321738	0.00104142489101	0.00442945571906	0.0258466401925	0.219793573753	0.511366065377	0.158516386903	0.0337831048958	0.00928014016154	0.0113360874422	0.000965043517585	0.016189877101
t	0.00559477227246	0.00231755968367	0.00323940963969	0.0358436937308	0.173770635918	0.440316121792	0.183762488968	0.0677676276319	0.0138673560538	0.0142426311474	0.00214941960586	0.0571283320337
i	0.00516083332415	0.00258258990789	0.0029070897799	0.0326680990769	0.100530253306	0.309470040597	0.310551869656	0.0946376322106	0.0433737200179	0.0293909513825	0.00251436583529	0.0662125988112
k	0.00307872677472	0.00154447658263	0.0021004339933	0.018264720859	0.0544158514353	0.198809113532	0.408309603219	0.17978702207	0.0565634883393	0.0331421627942	0.00169968791176	0.0422847510704
u	0.00251530195824	0.00123102057421	0.0016668125311	0.013126511053	0.0325429164784	0.137975251177	0.42613989774	0.216802392357	0.0908491977798	0.0408088222647	0.00201125423725	0.0343306403901
à	0.00175867075275	0.00062955875807	0.0012177424537	0.005294571421	0.0170821315261	0.073245488059	0.436677215913	0.235112539119	0.161528235927	0.0516473717549	0.00290068287908	0.0129058053634
i	0.00079984869425	0.000372590959357	0.000542965171233	0.00212087381033	0.0065898739087	0.0335341601863	0.334597211971	0.27533473304	0.250086135309	0.0806765482516	0.00833996749303	0.00700511832113
m	0.00114166550808	0.000866534239786	0.000458454033744	0.00175135460344	0.00477185256957	0.0303496225621	0.281980860657	0.299786634347	0.26315572177	0.0970743747505	0.010135315931	0.00852763510704
è	0.00131279081603	0.00105852257993	0.000503119631248	0.00151650365448	0.00402647918986	0.025789007254	0.226355138552	0.397053631449	0.24694213059	0.0746098482502	0.0121652934103	0.00866753990235
r	0.00367207825201	0.00196147029331	0.000433622160416	0.00127422850483	0.00248018239662	0.0160503494847	0.195804581184	0.430587063816	0.22669392353	0.0799745874167	0.0209808654701	0.0200870228341
i	0.00437377106067	0.00219262882444	0.000360752313472	0.00117440089494	0.00207934636554	0.0129613754949	0.177480752728	0.290540264605	0.180651107843	0.182771622472	0.104759727823	0.040654253278
n	0.00623002666356	0.00331103056815	0.000495983251157	0.00152818822498	0.00206294612185	0.00853957783163	0.103081263243	0.252110241535	0.177357865948	0.239306460824	0.144133572608	0.0618428857593
a	0.00692982252119	0.00376479224605	0.000725083857052	0.00164885407499	0.00215209144062	0.00669858614388	0.0696236987477	0.236409069845	0.192204395316	0.236595843608	0.182122274203	0.0611255465864
s	0.0056732461404	0.00405100147202	0.00100399184235	0.00130913325833	0.00256680334687	0.00526331858129	0.0489109859159	0.152020232615	0.216894641772	0.274633401203	0.225102234734	0.0625710588621
t	0.0088041990468	0.00468973689067	0.00155493128078	0.00118229130278	0.00248839393896	0.00478955619376	0.0541909606386	0.187860584205	0.158727058257	0.293541173734	0.161121428245	0.121049702954
a	0.0067887949356	0.00232858084022	0.00140855796026	0.000583787477593	0.00151482833632	0.00313588383125	0.0496428282129	0.142945966402	0.111163249086	0.289189267911	0.233521316082	0.157776917651
s	0.0086132235652	0.00490262975674	0.000988616486753	0.00107396268586	0.00194606531211	0.00379784871042	0.033372934071	0.0982135838007	0.106898351695	0.26044936597	0.312777555361	0.166965829217
ì	0.00936510372173	0.00580920707225	0.000887851362251	0.00128623289529	0.0019190154207	0.00363446317014	0.0236506490237	0.0870515636002	0.102692787232	0.234899675323	0.37088473512	0.157918686406
p	0.00471934810724	0.00253508184408	0.00061652984075	0.00068006020843	0.00120053872357	0.00219907585671	0.0156706556746	0.0598877968667	0.089320444744	0.190463991774	0.464132878373	0.168573572135
u	0.00310460756908	0.00143217625803	0.000461440553583	0.00048911951281	0.00111096914119	0.00208577005224	0.0134315315582	0.0432910169556	0.0666957959147	0.154271220591	0.460487852791	0.253138480712
l	0.00616992305636	0.00412647772934	0.000577453204528	0.000799660270937	0.00151947634706	0.00275198505075	0.0128547438527	0.0384794723185	0.0568567419716	0.145000166864	0.472152277597	0.258711613571
i	0.00717125605212	0.00502687539645	0.000731676451509	0.000850167090312	0.00165808631569	0.00277615711692	0.0128180172842	0.0370178111062	0.0552062099905	0.134467873621	0.462440435866	0.279835434524
t	0.00577477705071	0.00445381895215	0.00108285336717	0.000894730963437	0.00226913900523	0.00307352633897	0.0128547287614	0.0308174980354	0.0604932533302	0.126539529207	0.450873055289	0.300873094841
a	0.0053950027169	0.00436526905072	0.00127335855572	0.000957485704479	0.00249569816841	0.00307167131299	0.0112430897538	0.0285672990118	0.0633851664434	0.115870709736	0.474402845096	0.288972404947
</S>	0.00313144840845	0.00255078612536	0.00115276647786	0.00072244997724	0.00193289148421	0.00226341595649	0.0101266716269	0.0180113250059	0.0638115782217	0.103639839868	0.470560862548	0.322095952473
