 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.635608085	0.0847884235	0.01960867135	0.0281345055	0.127482990483	0.0169114631383	0.00851349284545	0.00813521686725	0.0018551581408	0.0689619837475
i	0.370354578333	0.3493483545	0.01934533975	0.0275925904333	0.128740011528	0.0169954207461	0.00855414257848	0.00819183366575	0.0018694215026	0.0690083257125
n	0.229625469444	0.6488636515	0.0100359288833	0.0111521060778	0.0555382185427	0.00646019388203	0.00369178815616	0.00293846679192	0.0006878408832	0.0310063517008
d	0.143246373148	0.6576046505	0.114687870628	0.0293238010259	0.0301652535142	0.00301978492734	0.00208069403539	0.00117920390064	0.000282028341067	0.0184103539803
è	0.102702907716	0.6798326035	0.163290785543	0.0348701399753	0.0104378047881	0.00118720534911	0.00075110466313	0.000445387942547	9.8582992589e-05	0.00638347886677
l	0.0738239439053	0.7653096545	0.097696217181	0.0204312992918	0.016704378546	0.00231449112304	0.00371046322238	0.00138100557985	0.00040728365643	0.0182212534156
a	0.0473572306351	0.578948178167	0.293819282394	0.0262066334306	0.021837469182	0.00280468714768	0.00472292353079	0.00170311394328	0.000512811685977	0.0220876997485
à	0.0323229932784	0.272943172056	0.376274397465	0.0227546284769	0.280866608727	0.00387096982256	0.00225116300026	0.00085313679776	0.000201915455826	0.0076610739595
l	0.0117446163928	0.107641508685	0.214446665822	0.014514039159	0.634709026242	0.00646288847419	0.00445757653342	0.00097232246592	0.000142055038609	0.00490935861983
l	0.0048377733976	0.041144080895	0.306108935274	0.150258571053	0.483181357547	0.00465313750473	0.00458255575281	0.00082241764864	0.00011601148287	0.00429519530661
e	0.0026673639992	0.0199305512983	0.333629988425	0.466580010351	0.169043789649	0.00369496244824	0.0017373359826	0.00048347353288	7.07960389567e-05	0.00216171231887
s	0.0021442418664	0.0214149687661	0.276371006142	0.536747466784	0.12410939155	0.00736304128275	0.00400575165087	0.00445566740096	0.000764586114319	0.0226238197563
è	0.0101354113221	0.0225353912554	0.238358665381	0.358890598928	0.10868062185	0.211190263094	0.0122300515503	0.00675377553365	0.00101647507144	0.0302087235854
t	0.0126660780074	0.0177804740851	0.13286215346	0.336675172976	0.106880518617	0.293805182698	0.0170389128501	0.0107784442446	0.00191233845715	0.0696007281951
t	0.00487992416913	0.0109541006617	0.09211899182	0.566723864325	0.100259649106	0.117630769233	0.01111316497	0.0112246193482	0.00224343645572	0.0828514632317
e	0.00249080195638	0.00713122352057	0.05545855694	0.569134598108	0.0347472403353	0.278913246411	0.0112954766767	0.00922276338273	0.00117833665524	0.0304277654106
k	0.00348516878546	0.0132219071735	0.0467410596467	0.270719286036	0.0378704011784	0.406403448804	0.0276778265589	0.0340249784609	0.0101990130851	0.149656965637
a	0.00415390162849	0.0125907087912	0.0373335898822	0.103983120745	0.0383054463395	0.505737139601	0.0500885931863	0.0466931918203	0.013114921695	0.187999425512
v	0.0026443499595	0.00600284166373	0.0135760723274	0.0377841161817	0.0171261997265	0.7294147132	0.0574549843954	0.0462526742734	0.006087029565	0.0836570154707
ò	0.00169637156983	0.00392633532124	0.00587870130913	0.0154221332606	0.0105323925755	0.745806871067	0.0721939981318	0.0848733627578	0.004878816855	0.0547909964902
e	0.00118762343661	0.00212973967375	0.00255870952971	0.00603398650353	0.00756779852517	0.573090657022	0.135153502711	0.220697004253	0.016123953285	0.0354570168301
n	0.0010517215922	0.00242292789125	0.0019084085699	0.00365150091784	0.0120388328417	0.339367552341	0.20928643757	0.336582351418	0.033986306095	0.0597039739434
ì	0.0025002409974	0.00359643303042	0.00254976715663	0.00349250097261	0.0109241441139	0.213614485447	0.279937452523	0.341856923806	0.064785390365	0.0767426683145
m	0.0032093495658	0.00397522454347	0.00329102641888	0.00443017855754	0.0058313847713	0.121969725482	0.240867807508	0.377811897935	0.157408545122	0.0812048714382
e	0.0020347012486	0.00304371243116	0.00273385251963	0.00404478907585	0.0035992147571	0.0651591808273	0.122404932503	0.327866405978	0.348335458374	0.120777780479
p	0.000926466242867	0.00165543286039	0.00137558061988	0.00227027031528	0.0021484116857	0.0369715262758	0.0596823768343	0.181806595326	0.553030206125	0.160133166826
r	0.00259426818096	0.00759398775346	0.0150432984733	0.00721176373843	0.00174010612857	0.0173956484253	0.0265324126114	0.105416298442	0.586777658708	0.229694598942
ò	0.00369472106032	0.00936606488449	0.0195425174244	0.00853250884614	0.00103190741952	0.0146670194751	0.0229757028705	0.0694983794807	0.504177842903	0.346513356314
n	0.00243608022011	0.0060139767615	0.00889757294147	0.00600166554871	0.00112073678317	0.0117415801584	0.0205609497902	0.0602916848269	0.589887514301	0.293048258771
t	0.00755433727337	0.0061606334205	0.0601906581805	0.0566827745162	0.00166160602772	0.0077826890528	0.0150637167634	0.052729884609	0.612443954767	0.179729756257
a	0.00899547702446	0.00386487872017	0.0754398348802	0.0714362398387	0.00132317226924	0.0115212556843	0.0184036659211	0.035765466203	0.414758711589	0.358491288752
</S>	0.00492353891223	0.00232634323008	0.0380962106701	0.0367097574194	0.00086198687462	0.0144340543421	0.0190733699606	0.0318270181015	0.314689070795	0.537058644376
