 	la	pasta	vuole	sale	</S>
i	0.954894305	0.00938860075	0.0160883207998	0.0044277061801	0.01520104398
p	0.788171361667	0.107788078583	0.0192767925999	0.0055137987267	0.0792499523267
à	0.595898780556	0.251187306194	0.0356955405333	0.0053771540089	0.111841217442
s	0.383577680185	0.474305238731	0.0635612781778	0.00746942610297	0.071086370814
t	0.164793257728	0.74404135291	0.0484531697259	0.00584536696766	0.036866848938
a	0.105006890243	0.844298967637	0.033404097242	0.00227166802255	0.0150183823127
t	0.067347832881	0.588904343879	0.325201040747	0.00430489077418	0.0142419021042
è	0.0484530670937	0.22905294396	0.622339466916	0.0768998259247	0.0232546877014
l	0.0411149951779	0.0884348359867	0.730370555639	0.104292677975	0.0357869115671
i	0.0231515685393	0.0355531919956	0.560644128546	0.339251081992	0.0414000015224
à	0.0194346857464	0.0167463941985	0.208064151849	0.720279607331	0.0354751425075
l	0.00926318681547	0.00724508946617	0.10089853295	0.84790218911	0.0346910145025
a	0.00482591493849	0.00436069512206	0.0571273313167	0.712104673037	0.221581413168
</S>	0.00466070246924	0.00421910371103	0.0337067911583	0.552433771518	0.404979656584
