 	non	mi	aspetti	che	non	vengo	</S>
m	0.600939435	0.0343461035	0.34373088775	0.001724354028	0.0015850238815	0.00843022655542	0.009244020585
ì	0.460855185	0.1546321465	0.350031663917	0.00244329520933	0.0026988229605	0.00928652451847	0.0200523875283
m	0.425627011667	0.2618773155	0.278941132639	0.00275495710311	0.00261691932017	0.00610123470616	0.0220814276761
e	0.232206954889	0.450695855167	0.293888084213	0.00546856853437	0.00157580718339	0.00418665217705	0.0119780578087
m	0.085992134963	0.453236316722	0.441257708071	0.00978559717812	0.00166555240446	0.00208665120068	0.0059760263529
ì	0.055387267321	0.390506103907	0.483238056024	0.0622410840594	0.00299278973482	0.00142106453689	0.00421365635097
n	0.0455333614403	0.380286761302	0.473942138675	0.0889289030198	0.00484243674494	0.0021315435823	0.00433486101699
e	0.0331783171468	0.201270823767	0.437666200558	0.30907378934	0.0116672902483	0.00255877564743	0.00458478587233
k	0.0279497257823	0.135995271256	0.358729887853	0.422570246447	0.0223558837494	0.0170090563358	0.0153899508241
a	0.0147669823274	0.0912688584187	0.330794192284	0.379750848816	0.130767777916	0.0278828637786	0.0247685019414
e	0.0109941721091	0.0555741348062	0.116683670761	0.356859819605	0.350153709305	0.0691027419262	0.0406317479805
n	0.00605840810303	0.0347283142687	0.045188675587	0.173578277868	0.395955969768	0.287434643975	0.0570557126602
è	0.015257780101	0.0410947754229	0.0184667421957	0.0813515506227	0.326399323256	0.473633214658	0.0437965818867
r	0.0175804336337	0.0383275467076	0.0076998537319	0.0424021319409	0.227711198419	0.627675304886	0.0386035242956
k	0.0264234588112	0.161390521803	0.0177350009106	0.034379118047	0.097767943473	0.529611332962	0.132692650765
u	0.0294039939537	0.201576579401	0.0198033945302	0.031119290549	0.048039734491	0.279360368987	0.390696640255
m	0.0107183641346	0.0777900969337	0.0320497104034	0.0165937707163	0.030450765497	0.244778116329	0.587619180085
e	0.00524836044487	0.0378242705446	0.0361096113345	0.0117326355388	0.0233687951657	0.167957608776	0.717758710028
</S>	0.00406836012243	0.0219618651223	0.0181795624672	0.0066141532194	0.0146795915828	0.113974609388	0.820521830014
