 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.8527789	0.125245835	0.0107723235	0.0025124805	0.00286021164	0.0029251951475	0.000214619623	0.002690429425
n	0.7348662	0.214117521667	0.0187461271667	0.00394200316667	0.00390846871333	0.00426620394917	0.000255211174333	0.0198982689417
k	0.439295744333	0.416417740556	0.105171382389	0.00737137172222	0.00327158723778	0.00396825548306	0.000197890598111	0.0243060345472
ò	0.287088569111	0.545181563519	0.146024605463	0.00755172440741	0.00220497503593	0.00259955401435	0.000147146412704	0.0092018700824
r	0.311663109704	0.542765791173	0.0885575381543	0.0123332013025	0.012345977302	0.00586292902478	0.000751515244235	0.0257199423608
a	0.211394786568	0.413224497058	0.302188077718	0.0189423734342	0.015797373224	0.00689524188159	0.000942387888078	0.0306152670836
s	0.131580778856	0.312360052353	0.415770935906	0.0359037761447	0.0331368775313	0.0123572785005	0.00107357033603	0.0578167053245
t	0.0837652102853	0.419665110784	0.333674948635	0.0402111967149	0.0392859675438	0.0149419003668	0.00115485650534	0.0673007829082
e	0.0374135107618	0.342667405261	0.542494489545	0.0327326652383	0.0144029834813	0.0064680526556	0.000440006328447	0.0233808849027
m	0.0231258935873	0.150313937754	0.608714276515	0.0833399867461	0.0365264220938	0.0336975585519	0.00227983104282	0.0620021011009
a	0.0174938095291	0.074125451918	0.519919652172	0.214910632249	0.0503503330313	0.045389701184	0.00291527741761	0.074895168467
r	0.0133144095097	0.039300262306	0.440319210724	0.318581494083	0.0829281083438	0.048569636728	0.0015200566092	0.055466849589
è	0.0135819475032	0.027368056102	0.302421856908	0.401493518028	0.143317249448	0.061520354576	0.00109252751973	0.0492045246297
o	0.00921978896773	0.0158954171007	0.181337871303	0.393517352676	0.193042606483	0.179196270525	0.00166469848991	0.0261260189766
c	0.00661002145591	0.00807092143357	0.0815986637677	0.268893914225	0.217223112161	0.248710116842	0.00483185189664	0.164061390992
e	0.00760545681864	0.0107930288112	0.0620292702559	0.185419346408	0.25279128072	0.270172998947	0.00751526529888	0.203673334331
e	0.00630398400621	0.0103708109371	0.044766060752	0.110809679136	0.24629544024	0.469006166316	0.029964119433	0.0824837134437
n	0.00577241096874	0.0056391436457	0.0208807892507	0.0589126850453	0.18966710008	0.579724222105	0.0585769031443	0.0808267158146
ì	0.00916035522291	0.0162321465486	0.0256176110836	0.0507055550151	0.17578102336	0.514138717368	0.112045494381	0.0963190819382
n	0.00934477374097	0.0193150140829	0.0245304600945	0.0442759506717	0.123067668787	0.400346465789	0.261745094794	0.117374553979
e	0.00496152239699	0.00822812692763	0.0108571158648	0.0264405332239	0.0599655905957	0.28279803193	0.401159494931	0.205589581326
p	0.00199490745233	0.00365180502921	0.00561123630827	0.0121608537413	0.0258713325319	0.153822084977	0.56016750831	0.236720273775
r	0.00111991725411	0.00449971272974	0.00527305968942	0.0137006429138	0.0119545921773	0.0789086879923	0.66723921277	0.217304144592
ò	0.00179049501804	0.00600226690991	0.00646409156314	0.0156565568046	0.0097585560591	0.0591540299974	0.518547080923	0.382626888197
n	0.00219778487268	0.00417477806997	0.00500404802105	0.0116298297682	0.0085443765197	0.0471019253325	0.532279293641	0.389067936066
t	0.00564420182423	0.0102221131233	0.00894836184035	0.0124760675894	0.0081638103399	0.0365507357775	0.731189831214	0.186804884022
o	0.00629900301474	0.0115731977078	0.00940443864678	0.00971734369647	0.00823822087997	0.0291897515925	0.569211827071	0.356366226674
</S>	0.00324572011737	0.0060907023539	0.00543012287339	0.00692769409823	0.00789341158999	0.0353439342963	0.355306438536	0.579761963337
