 	il	morto	si	piange	</S>
o	0.91449609	0.02658358848	0.012812467053	0.00303946873411	0.04306836668
a	0.87394433	0.04621709816	0.0150600974843	0.00337043231137	0.06140804956
p	0.743765966667	0.16416872272	0.0219499262948	0.00354534767046	0.06657004052
e	0.674568928889	0.24464695424	0.0250445214316	0.00341686987682	0.05232269064
t	0.497776752963	0.44003758808	0.0189692088105	0.00903782011227	0.0341785740133
a	0.264209084321	0.566666992693	0.126851039603	0.0150590340374	0.0272137801378
m	0.181464043274	0.570076354231	0.169409033201	0.0510250943458	0.0280254271793
m	0.0972201029247	0.64086136141	0.0862314004003	0.0788947927819	0.0967923407264
è	0.151278830975	0.458483827137	0.217446869467	0.051280434094	0.121510058575
n	0.135813870558	0.412785949046	0.254643677156	0.113294459865	0.0834620431917
o	0.176306750419	0.356444877015	0.194576139719	0.197179669955	0.0754925397306
i	0.198920623473	0.136430964005	0.208059939906	0.324452539985	0.13213592991
k	0.0795865841577	0.0554415166683	0.124456641302	0.589307803328	0.15120745997
l	0.0331299540526	0.0267331978894	0.055421773934	0.522562071109	0.362152986657
è	0.0288501723509	0.0157357749631	0.0445825101447	0.32959296037	0.581238578886
e	0.0237449448503	0.0087417353877	0.0448244473816	0.36150147679	0.561187392962
t	0.00912037071677	0.00626662432923	0.0250092447939	0.53385039893	0.425753347654
e	0.0110766989389	0.00488720067641	0.0166746062646	0.484749512977	0.482611965885
</S>	0.0169008629694	0.0029972844882	0.0136471026323	0.280404351488	0.686050382942
