 	hai	già	mangiato	</S>
è	0.84184918	0.01533900565	0.044681804467	0.0981300125
c	0.68876854	0.05575944855	0.0485863971557	0.206885624167
h	0.700209026667	0.07837390385	0.0219891163852	0.199427951389
i	0.550717865556	0.34456386895	0.0111652738951	0.0935529831297
g	0.214455247852	0.697115522983	0.0249709233984	0.0634583037099
i	0.091762706284	0.799608374328	0.0444635984661	0.06416528057
à	0.0526126590947	0.646361341443	0.231231196822	0.0697947448567
f	0.0260311343982	0.316526316148	0.592539448941	0.0649030869522
a	0.0128922374994	0.138790669383	0.72605756298	0.122259542317
m	0.00796453093313	0.0812860647943	0.660446034327	0.250303380772
è	0.00629870841104	0.0373932619314	0.703877044776	0.252431010257
n	0.00608251383701	0.0186207609771	0.763868881592	0.211427856752
a	0.00446955874567	0.0160244679924	0.558843800531	0.420662178917
</S>	0.00494768452284	0.0162835604962	0.358810160265	0.619958614458
