 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.499805383	0.4853482565	0.001690490465	0.006227268287	0.003902454825	0.00038665113485	0.002639458122
p	0.192417597333	0.7897769855	0.00197980172167	0.006423732079	0.00393987937167	0.00049482803495	0.00496716504067
e	0.0751852714443	0.912266641833	0.00440724310722	0.00245706450967	0.00137268073856	0.000275047559183	0.00403608392022
r	0.0328086754814	0.944088807278	0.0147496940357	0.00194496423656	0.00058241039752	0.000546843577261	0.00527863204674
i	0.0489374854938	0.667877922426	0.272290681345	0.00387598964552	0.000366576679173	0.00064278324742	0.00600853111558
k	0.0558495578313	0.482990614142	0.439222753782	0.0107261535485	0.000673142306391	0.000767526137473	0.00977018913853
u	0.0323486846104	0.387028888381	0.550967831261	0.0170016621828	0.000816930548797	0.000810573907824	0.0110253890795
l	0.0218181307368	0.255247569794	0.68239003042	0.0257567670609	0.00154917416293	0.000504145031275	0.0127342263932
ò	0.0175873234456	0.208162659598	0.68687725014	0.0718269143536	0.00185229252764	0.000422986355092	0.0132706541311
s	0.0160986379152	0.105132339533	0.739850570047	0.0948743414512	0.00234391034921	0.00103235626303	0.040667880377
o	0.0103771232717	0.0722098928443	0.554097190016	0.30445780715	0.00748097498307	0.00122440393434	0.050152599159
n	0.0084433705239	0.0875690239481	0.355242663339	0.49828895905	0.0144957323277	0.00112680305811	0.0348334534197
a	0.0070608463413	0.090124900116	0.229339006113	0.620878033017	0.0218302317759	0.00110836526937	0.0296586202732
n	0.00627415521377	0.040945584172	0.102550253704	0.799584634339	0.0278201312586	0.00106264750646	0.0217625425577
a	0.00719745490459	0.0246088563907	0.055397358568	0.841257761446	0.0500248250862	0.00111111490215	0.0204025589859
t	0.00628316503486	0.0113932261302	0.0365949781893	0.823733003815	0.0917852416954	0.00098725613405	0.029223085462
è	0.00784736607829	0.0076223865434	0.0289037443964	0.687214941272	0.229744540565	0.00400042984468	0.034666579154
t	0.00908740469276	0.00493129268113	0.0197435201321	0.520872473757	0.346832256855	0.0124429979482	0.0860900380513
s	0.0247823302309	0.00468948069371	0.022557299044	0.323622469919	0.409962152285	0.0625937606494	0.151792492684
i	0.0297314513103	0.00412808096457	0.031178346348	0.18150391864	0.480020004095	0.0910926012165	0.182345607561
a	0.0119369813368	0.00383276138819	0.028561290116	0.154793551213	0.573667941365	0.0572620560722	0.16994544252
t	0.0063754944456	0.0049740139294	0.0226521230387	0.127805775404	0.597119213788	0.0640543866907	0.17701901084
s	0.0173354924819	0.00520839417647	0.0197581506796	0.087590598468	0.393288501263	0.126692105564	0.350126766947
è	0.021206218494	0.00330126337549	0.0123245805599	0.046029872156	0.186512627088	0.299483631855	0.431141805649
n	0.014707159498	0.0075379389085	0.0125450851866	0.044669239052	0.174949129029	0.374132637285	0.37145880855
ì	0.0131015595993	0.00889422310283	0.0120307249955	0.0393554720173	0.165392350343	0.436169029095	0.325056626183
t	0.00805712179977	0.00375968983428	0.00580655193183	0.0214953586724	0.0948185241143	0.611731333032	0.254331382061
t	0.00488379423326	0.00197820507143	0.00342982371061	0.0128367864908	0.0622917107048	0.765751297677	0.148828363687
a	0.00299761231109	0.000843232030477	0.00292268650354	0.0154802404303	0.0389852809016	0.621242282559	0.317528644229
</S>	0.00204074030554	0.000608659335239	0.00344571205177	0.0231053492151	0.0414324674508	0.37604513628	0.553321887115
