 	sul	muro	vuole	uno	specchio	</S>
s	0.962847885	0.03349149783	0.000117814513275	0.000430713339415	4.4357741694e-05	0.0030678289116
t	0.962625308333	0.0337115726667	0.000118304893958	0.000431023274638	4.4546516948e-05	0.0030693436621
o	0.911300369444	0.0864603009456	0.000671128454186	0.000368246053046	4.21394720327e-05	0.00115786309893
t	0.618684303148	0.352672033649	0.00724620518473	0.00340487935102	0.00132118081401	0.0166713992196
ì	0.364241381049	0.58334584455	0.0240654037282	0.00476063225034	0.00175303025467	0.0218336850565
c	0.374463777016	0.52992239485	0.0421241542427	0.0191554905501	0.00183154996822	0.0325025836688
h	0.610007855672	0.29587347875	0.0329483835509	0.0234001494434	0.00182838267957	0.0359417392829
o	0.681845365224	0.245326093383	0.0490937976536	0.0104304650745	0.00094035211669	0.0123639195543
t	0.374509579408	0.234076763461	0.346565071218	0.00996796135817	0.0080642602389	0.0268163395848
è	0.138150905136	0.13270948682	0.659246907073	0.0228409817861	0.0112162480796	0.0358354511949
l	0.067385711712	0.111656177273	0.762108202358	0.0238163140954	0.0064232424932	0.028610367065
i	0.221093006237	0.168226580758	0.565717884119	0.0134411035318	0.00532877073107	0.0261926725217
o	0.264972262079	0.235443860253	0.225506991373	0.233955056511	0.0169881633437	0.0231336543406
j	0.091923561893	0.162264476751	0.099450860791	0.498491218837	0.0943635317812	0.0535063647802
e	0.0372993804977	0.0990293522503	0.0475032429303	0.512735692946	0.134962223927	0.168470124927
l	0.0190450161659	0.0757533574168	0.0635249566434	0.371366717649	0.113614691309	0.356695278309
ì	0.0083726450553	0.0435121941389	0.0646379722145	0.17444455635	0.0835128187697	0.625519839436
</S>	0.00490629602765	0.0277430445694	0.0351433111073	0.088419153875	0.0498933018848	0.793894919718
