 	qui	dentro	vuole	un	tappeto	</S>
e	0.9675926	0.00913506215	0.0054936774467	0.0150122062231	0.0002681712563	0.00249827540085
t	0.878392266667	0.05115295905	0.00917800448223	0.018408884741	0.000639502585433	0.0422283876336
t	0.743581135556	0.185121729683	0.00690310902741	0.00982515303033	0.000602766557811	0.0539661038279
ù	0.587323158519	0.383764846561	0.00549974254247	0.00436419852678	0.00023275417427	0.0188153014926
m	0.345125965506	0.60199453552	0.0139923735142	0.00442612744226	0.000893542683757	0.0335674394309
è	0.148994821169	0.78126692184	0.0261454741714	0.00461520724742	0.00110421333059	0.0378733083836
s	0.0777979803897	0.821590350613	0.0723982380571	0.00472820198247	0.000765114912863	0.0227201197012
a	0.10107039013	0.700160750204	0.137109416019	0.0428705976608	0.000750487764288	0.0180383898337
t	0.0988165062433	0.447030323401	0.373645318673	0.0588790325536	0.000782029614763	0.0208468002112
è	0.0367980796144	0.202124074467	0.667573286224	0.0709420108512	0.000825946981588	0.0217365905371
l	0.0174793462048	0.129631964822	0.732028562075	0.0777083112837	0.00196581930386	0.0411859553124
i	0.0110450597349	0.103941779941	0.481585520358	0.349963091428	0.00547748130129	0.0479870304375
è	0.00725228834497	0.041987557147	0.193584873119	0.725310083809	0.0122743327671	0.0195908441458
n	0.00359789311499	0.0226171712157	0.127923364373	0.783828947936	0.0267266012557	0.0353060167153
a	0.00193744477166	0.0161886934052	0.0807437144577	0.733778249312	0.124350960419	0.0430009362384
t	0.00151790982389	0.0156747894684	0.0557630678192	0.610258749771	0.263565686806	0.0532198094128
a	0.0016366958413	0.0153610037228	0.0464939722731	0.410338313257	0.465195415602	0.0609746108043
p	0.00125933718043	0.00741298107427	0.0187612280577	0.224694294419	0.698627305201	0.0492448389348
p	0.00077706194681	0.00756268495809	0.00921640275257	0.105570875806	0.785738301734	0.0911346706449
è	0.000854532968937	0.00726933831936	0.00648504668419	0.0708030429353	0.690190283911	0.224397773548
t	0.00113155795631	0.00688858177312	0.0306330288947	0.115557717645	0.59128956797	0.254499571183
o	0.0014345175521	0.00693407935771	0.0399726572982	0.147958105882	0.430211712657	0.373488937061
</S>	0.00154786742605	0.00478283432886	0.0244754051491	0.142653147941	0.268587306328	0.55795343353
