 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.4584551195	0.0923327925	0.426341624	0.01290088238	0.0024626929	0.002131799485	0.003126787063	0.00086535378	0.00050382329	5.9455794e-05	4.678778177e-05	0.0004135929535	0.0003592728595
n	0.163202957167	0.0841809425	0.720522991333	0.0167543067933	0.00444268236667	0.002564045295	0.00355036125433	0.00092406333	0.00052301237	7.21230313333e-05	5.046013809e-05	0.0004529034145	0.00275910651983
ì	0.0570139116557	0.0594352881667	0.854591663778	0.0106635509644	0.00523436745556	0.00166716889833	0.00218266761811	0.000707747896667	0.00034917043	0.000112971767111	2.82363801967e-05	0.0007787503015	0.00723448540661
c	0.0666280088186	0.145157193389	0.613091984593	0.0065580383548	0.0675155221519	0.0169646577328	0.0068479241727	0.0424145599489	0.0255800061767	0.00100520332904	7.27010933989e-05	0.0008726733505	0.0072915206022
h	0.11258342294	0.20382239113	0.365510658198	0.00914119978493	0.166421340717	0.0266765559109	0.00803725682423	0.0581912704496	0.0423149693922	0.00185243074301	0.000105227904466	0.0013322467335	0.00401101163407
a	0.0832921213133	0.11573777871	0.274393135066	0.067923024595	0.382778813572	0.0234401029703	0.00334213087474	0.0217124721499	0.0226125494807	0.001288221241	6.39414571553e-05	0.00146269280383	0.00195303807336
n	0.0332650954378	0.0500933232367	0.106215544355	0.118750509865	0.596335021191	0.0678243653234	0.00653039879158	0.00861800981663	0.00927453971023	0.00175433217367	5.00284947184e-05	0.00054411232061	0.00074473744312
d	0.0654569064793	0.0249345017456	0.044823014385	0.0872032072883	0.617947590397	0.0990861884411	0.00950469626386	0.0143909348389	0.0322870941034	0.00255585052456	7.05998569061e-05	0.000399134433537	0.00134029067104
ì	0.0731256612598	0.0139315275819	0.015555080095	0.0762694480961	0.651546496799	0.106850576147	0.00577332760462	0.015247797213	0.0383122968245	0.00157521072652	5.26270941687e-05	0.000302403839079	0.00145756580635
s	0.0294504205199	0.0092357065273	0.0123738367317	0.0690744693654	0.721969878933	0.122375043382	0.00575168005154	0.00713107233767	0.0160184943982	0.00500916932717	9.75960945896e-05	0.000307314320926	0.00120532585145
