 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.80552275	0.12848979405	0.012956444645	0.023140535282	0.0030858709005	0.0035444724296	0.00229896511514	0.00125767663799	0.0152523639028	0.00013055047018	0.00432057711273
m	0.52454968	0.385965198017	0.020716032215	0.0349440007607	0.00357269196683	0.00411672840987	0.00247703631838	0.00136401781266	0.0154640096009	0.000233594026727	0.00659699070424
à	0.260960886667	0.673590486006	0.0186892057383	0.0307510882536	0.00184340768894	0.00213960384996	0.00102123836413	0.000567628890553	0.00544000459363	0.000182610791576	0.00481380726808
k	0.146519205556	0.683421548669	0.0374662472461	0.0541745427512	0.00245280942965	0.00370985172999	0.00166505276604	0.000637228983184	0.00239469492454	0.00433798098986	0.0632207897894
i	0.103618038519	0.52593948289	0.165165282415	0.105735180917	0.00346254060988	0.00413428825	0.00186573295001	0.000654360962761	0.00131307080551	0.00572158803785	0.0823903686585
n	0.0748492028397	0.453627180963	0.233679647472	0.171746360306	0.00900875166996	0.00878577809	0.002779141778	0.000825489689287	0.00109304766584	0.00324116638718	0.0403641702815
a	0.0552098242799	0.322853417988	0.260973025824	0.283417820102	0.0317456372233	0.0115755078633	0.00311782067267	0.000884247190429	0.00106201436861	0.00241587953873	0.0267447872938
e	0.0432575680933	0.153125698996	0.260221625275	0.458111106701	0.0558616890744	0.0132514754544	0.00337024513756	0.000489342974143	0.00116441206954	0.000839665672577	0.0103071976646
k	0.0273063253644	0.116423444999	0.173929035092	0.485744522234	0.126000863025	0.0352613038181	0.0108012632125	0.00132093000805	0.00215271342318	0.00115299554086	0.0199066352549
l	0.0305640161215	0.0847917626663	0.106244568697	0.287420050745	0.242666934342	0.197327967939	0.0146046537375	0.00165838623602	0.00384561410773	0.00180723634695	0.0290688397516
à	0.0342592397072	0.0422150728888	0.067797079899	0.171814256915	0.380385411447	0.269385779313	0.0102408945792	0.000843540538673	0.00381077080258	0.00119568949898	0.0180522785839
