 	sto	ancora	cucinando	</S>
s	0.830561565	0.0470244435	0.0711591786835	0.05125477352
t	0.828941768333	0.0469125491	0.0728495294278	0.0512961183
e	0.691621569444	0.2565633843	0.0274888428093	0.0243261892267
a	0.317041135815	0.651126094767	0.0139159717364	0.0179168104089
n	0.110342471938	0.838042878256	0.0209227472455	0.0306919131363
k	0.111889237979	0.620378186085	0.224695528082	0.0430370430454
ò	0.283759179326	0.387595532028	0.294445194361	0.0342001076818
r	0.273410050109	0.569752534009	0.13120801312	0.0256294418939
a	0.131117923703	0.544023888003	0.27960908104	0.045249155298
m	0.0808672537343	0.425036126001	0.415270867013	0.0788257750993
a	0.0377697104114	0.365962856667	0.481696182338	0.114571265033
r	0.0219263615371	0.210576546889	0.620605960779	0.146891125011
è	0.011356765579	0.13329928713	0.73850617026	0.116837750337
o	0.007564141093	0.0544524205433	0.775627140087	0.162356292112
n	0.003015950851	0.0269209673478	0.800395960029	0.169667139037
t	0.016790169537	0.0694781429493	0.800115046676	0.113616648012
a	0.0215264642123	0.0824244407831	0.553867462225	0.342181632671
</S>	0.0111518671562	0.0437215400915	0.392019281113	0.553107316336
