 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.860947065	0.04870345	0.02265695565	0.02229273895	0.020031009465	0.0171801806605	0.001214529125	0.00271210032275	0.000836901748215	0.003425095087
n	0.687003021667	0.126390043333	0.05304044255	0.0332635759833	0.0282265538217	0.0231903748868	0.00132242614167	0.00298872657425	0.000880514122738	0.0436943291623
è	0.464217227222	0.306360107778	0.0759465241833	0.0455281903278	0.0328870652739	0.0150025850956	0.000815966347223	0.00167550299142	0.000361384427579	0.0572054441541
g	0.278656009074	0.343720535926	0.167538161394	0.0569659667759	0.0413054360913	0.0193787418319	0.000910281149074	0.00207813423047	0.000493324089193	0.0889534191514
r	0.139519056358	0.202885005309	0.294133253798	0.137703232259	0.0847372563638	0.0243010762773	0.00235456488302	0.00444521631016	0.0013457330964	0.108575605717
a	0.069220477786	0.113661638436	0.339697711266	0.31759175742	0.0914231371213	0.0129254231691	0.00245330081234	0.00412939067105	0.0012849821928	0.0476122001523
t	0.039595712262	0.0777148744787	0.363420863755	0.375771752473	0.0662191173738	0.0299845807997	0.00130217472211	0.00245344262468	0.00126230632493	0.0422752322974
s	0.0252433740873	0.0440170747262	0.284371801252	0.477795894158	0.0760793524579	0.0359699663666	0.010973632174	0.00289890947489	0.00132236656498	0.0413277039991
a	0.0180144891624	0.0198308151421	0.133118312417	0.707636074719	0.0776848658193	0.0126816123089	0.0137635734067	0.00204782182496	0.000517303641327	0.0147051419664
m	0.0100769963875	0.0213722070474	0.065781174139	0.70916325824	0.107222283606	0.0327515901896	0.00713271991757	0.00459679084165	0.00467600787678	0.0372269247221
à	0.00711138232917	0.0191786642158	0.0381244298797	0.590651719413	0.242242924535	0.0415628752299	0.00496053393252	0.00543743188722	0.00606305257826	0.0446669569607
i	0.00412278719639	0.00865122587193	0.0145281143932	0.402748283138	0.494636441512	0.0516097735766	0.00225268553751	0.00387643500241	0.00220653129875	0.0153677126736
è	0.0043416288188	0.00796085389064	0.00665909789773	0.197136844379	0.694046423837	0.0706019031922	0.00521711087917	0.0061048791008	0.00105326512958	0.0068779696912
n	0.00462608840627	0.00836685916355	0.00432456699924	0.109499189126	0.645220254612	0.198470029731	0.00799866819306	0.0085416275336	0.00562590158653	0.00732680839707
a	0.00280167006876	0.00721600292118	0.00266958823308	0.0570536107087	0.505986144871	0.345904143244	0.0335318329644	0.0301210390112	0.00753726829551	0.00717869623236
g	0.00244087905625	0.00877496230706	0.00247498664436	0.0307937895696	0.33843552829	0.473043181081	0.0674563009881	0.0509416143371	0.00958112753184	0.0160576361775
r	0.00302895331875	0.0176902474357	0.00320132548145	0.0200414088565	0.15852542443	0.421921983694	0.177619881996	0.0567306194457	0.0163123041773	0.124927880726
à	0.00411491817292	0.0185010198119	0.00353592776048	0.0152145434855	0.07885700481	0.306196494565	0.247701697332	0.161709856482	0.0142377930591	0.149930770909
m	0.00498594022431	0.018741769604	0.00409346022016	0.00813867519517	0.0357476396033	0.384078221522	0.186185235777	0.186965882161	0.094411023353	0.0766522009697
m	0.00556733974144	0.018293208968	0.00390747467339	0.00490162799839	0.0164934856678	0.274527629507	0.397503391926	0.082011207387	0.135265073118	0.0615295983232
a	0.00416402351381	0.00761565078933	0.0023755550578	0.0044676513328	0.0141787613559	0.100761768502	0.474824070642	0.268454332462	0.0687205530393	0.0544376274411
s	0.0030009134046	0.0135849262964	0.00285147591927	0.00518016381093	0.014780434352	0.0721999691673	0.262575313547	0.345656292821	0.130450574346	0.149719929147
o	0.00365110383487	0.0167807335655	0.00357261137309	0.00488322840364	0.0108838353507	0.0602571907224	0.154965489849	0.39986641294	0.177234544782	0.167904829716
n	0.00394560551162	0.0210880476552	0.00370366809103	0.00469934980121	0.0103197367836	0.0376525879075	0.072364359283	0.450412387647	0.284563668261	0.111250556572
a	0.00509288697054	0.0239390882184	0.00447213449701	0.00521861993374	0.0101112922612	0.0279257489692	0.0388694390943	0.414210925882	0.362464146087	0.107695698857
d	0.00495323032351	0.0197609274061	0.00381491466567	0.00493578837791	0.0094904454204	0.0169998401564	0.0233857020314	0.391721628627	0.408018355362	0.116919156286
e	0.00429220530784	0.018651561802	0.00324252088856	0.00503713209264	0.00963921614013	0.0113664548855	0.0168718476771	0.311223749542	0.449140351787	0.170534942095
r	0.00389878683595	0.0161970516007	0.00295239279619	0.00435057343088	0.00795158188004	0.00767355509517	0.011866330559	0.250151265847	0.548077913929	0.146880496365
f	0.011895136012	0.0424876278669	0.00854283693206	0.010230599977	0.00732604712668	0.00665111216506	0.0352159181863	0.127047974616	0.599998364643	0.150604327788
ò	0.0153450348373	0.0459140948223	0.0107440438774	0.0124250954257	0.00738651734223	0.00658277038835	0.0445778793954	0.110727318205	0.482372861548	0.263924375929
m	0.0076770665791	0.0245452384741	0.00565973739247	0.0053539747419	0.00396084084741	0.00651399012945	0.0185260362318	0.0779148910683	0.605891647183	0.243956621976
m	0.0095415236597	0.0183369903914	0.00589798333082	0.00495297808063	0.0027027597158	0.00487317894315	0.0378754185106	0.0443714770228	0.735949749061	0.135497967325
u	0.00922744908657	0.0085525795638	0.00507028856027	0.00460179686021	0.0026190820386	0.00291570671438	0.0447631957369	0.0384604973409	0.509351250354	0.374438152442
</S>	0.00494162234328	0.0048365895819	0.00272428045513	0.0026608801801	0.0023502822193	0.00253626260719	0.0246505122185	0.0367610786705	0.274570426177	0.643968076221
