 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.47364024	0.51600403	0.002963051675	0.001455503002	0.003737274115	0.00037537026	0.00092062968435	0.00035093549247	0.0003298736917	0.000223061766
t	0.169885711567	0.817586123333	0.004495179125	0.00158891966733	0.003824863195	0.000448647243333	0.00093327830645	0.00035371935049	0.0003329045089	0.000550621022
e	0.0576970416557	0.934074487778	0.00463491780833	0.00074970660911	0.001519113105	0.000241154381778	0.000331897468817	0.000121449162797	0.000114924476067	0.000515358015433
l	0.0210649709852	0.953827729259	0.0169068483694	0.0030801486897	0.00275353301833	0.000325343537926	0.000561438044606	5.8123687899e-05	5.62023091223e-05	0.00136574221324
ì	0.0227799078617	0.91256407642	0.0507864337898	0.00506749239657	0.00560356583944	0.000440876809309	0.000811482014869	5.3848476633e-05	5.17379120408e-05	0.00184063897108
s	0.0244760596872	0.851851558807	0.0883563092633	0.00885722629886	0.00679809351315	0.0013299115331	0.00180072233829	0.000137666905544	0.000132113844014	0.0162603781237
i	0.0112562598624	0.565257659602	0.380396637754	0.012668553433	0.00567512187105	0.0016140189177	0.0019601815561	0.000149256867915	0.000144051292771	0.0208782534639
n	0.0052065625208	0.252400236534	0.712980195918	0.0123929434777	0.00422407215702	0.00288723071257	0.00101976419537	0.000124493602038	6.55736736903e-05	0.0086989180773
a	0.0069751531736	0.138839778845	0.809442308639	0.0299165314926	0.00585371571901	0.00338058213752	0.000740672998457	0.000122522503013	4.39811335634e-05	0.00468473755577
z	0.00713293112453	0.069431974615	0.874321446213	0.0347429508309	0.006565454573	0.00397908944584	0.000777764799486	0.000134690266671	3.64083988545e-05	0.00287730638192
ì	0.0103421297748	0.041591696205	0.891099215404	0.040050137277	0.00781150252433	0.00521119298195	0.00129186579983	0.000192535272224	4.20762996182e-05	0.00236768303397
s	0.0114157915249	0.021680637735	0.907057905135	0.042211046759	0.00751840750811	0.00419336399398	0.00113090984328	0.000217840724075	8.38887432061e-05	0.00449018358466
i	0.00537513147497	0.0155195175783	0.719872428378	0.187795966586	0.0524600651694	0.0126707486647	0.00082156435776	0.000238081868025	0.000119056604402	0.00512742042155
n	0.00426712072499	0.0238617415261	0.608522369459	0.244511208862	0.0707658503898	0.0383016655549	0.00226251138592	0.000836674116008	0.000201984104801	0.00646888853385
a	0.00548357110833	0.024464034842	0.483806225486	0.213079859621	0.20554738213	0.0556285598516	0.00358851192864	0.001162805372	0.000273459248267	0.00696560647795
m	0.00656555826944	0.017673849614	0.314209134162	0.220590203207	0.263643747377	0.145040167951	0.0105449524429	0.00226591945733	0.000947737642756	0.018518773126
i	0.00509502558981	0.015732423538	0.252626171387	0.123153137736	0.253892005792	0.30320704265	0.0191348961476	0.00322952598578	0.00149818741425	0.0224316129753
n	0.00398313612994	0.0121253225127	0.110857679129	0.0767912292453	0.250552645264	0.494375734217	0.0321036607159	0.00366315382859	0.00150521213808	0.0140422529251
ì	0.00451817197665	0.0104412967042	0.059356530243	0.0581889917484	0.122149021755	0.677833348072	0.0469689719053	0.00762686860953	0.00134938572603	0.0115674483417
s	0.00673714659222	0.00728351476807	0.0378313519477	0.0480464445828	0.0823755692517	0.719344286024	0.0469278023018	0.00924624610318	0.00633236818868	0.0358752548139
e	0.00581939311407	0.00539192472269	0.0296551768492	0.0296131327276	0.0662897270839	0.740858548675	0.0566231907673	0.0113485779344	0.00968709356289	0.0447132097046
l	0.00281376328802	0.0033184881409	0.0145018634831	0.0127741010092	0.0433445511946	0.823561349558	0.0519009515891	0.0112919379781	0.0060825567543	0.0304104190015
i	0.00201055689601	0.00267364833697	0.0094076477277	0.00721456870307	0.0322751272315	0.764366196519	0.116912335196	0.032911672326	0.00673635865143	0.0254918579005
p	0.00114709114534	0.00154313123566	0.0052208588759	0.00441821423436	0.0274711870772	0.75390857884	0.143322071732	0.0420405397753	0.00727655221714	0.0136517728668
a	0.00077212586178	0.00134039654522	0.00447458689197	0.00314846407812	0.0184227650257	0.739441392947	0.157018897244	0.0515629805918	0.0104825120724	0.0133359016223
r	0.00182825638726	0.00273304528174	0.00621637316399	0.00335048515937	0.0157463065419	0.660342097649	0.184563842415	0.0601811615306	0.0128556145575	0.0521827935408
ò	0.00236435432909	0.00292236177058	0.005350676778	0.00271096718646	0.0079035520473	0.478740555883	0.212597304138	0.214114340177	0.0111806573858	0.0621151586803
n	0.0059097483097	0.00270739886686	0.00419556498267	0.00282761359549	0.00727585801577	0.259824935294	0.311941834713	0.308863340059	0.0355124541286	0.0609411920601
g	0.0967952474366	0.00432161718895	0.00869399766089	0.0059476455985	0.00677060043859	0.207522021765	0.239105303904	0.191519356686	0.0587081733762	0.180615975687
h	0.124730996579	0.00722709596298	0.0208159042203	0.00642858636617	0.0039784854462	0.235807983922	0.106164348968	0.130879692229	0.0702455084587	0.293721338562
ì	0.0491915069597	0.00647450685433	0.0201082628734	0.00494973262206	0.00362360204873	0.208518203307	0.104134298323	0.203257244076	0.128602041486	0.271140602854
z	0.0244556303199	0.00413297631811	0.00939098052447	0.00430347427402	0.00430687171624	0.124662149769	0.166924136108	0.269256038025	0.175652283829	0.216915467618
i	0.0122314639066	0.00339813283937	0.00585458480816	0.00331498405801	0.00499054490541	0.094513515923	0.151170282036	0.199315472675	0.345622187943	0.179588825873
n	0.0115170087689	0.00662468267979	0.0102051644694	0.00447128291934	0.0077048463018	0.0646316013077	0.0917087473453	0.177997410892	0.439216552648	0.185922711958
a	0.0107385045896	0.0077474088766	0.0117562541565	0.00482093577311	0.00906757943393	0.0526678959026	0.0662141301151	0.170697680297	0.494956340883	0.171333263986
f	0.0102602901965	0.0083055399422	0.0118253167188	0.00504877289104	0.00958786797798	0.0411058741009	0.0541226730384	0.152767586766	0.541796013628	0.165180057995
