 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.93899205	0.01551091075	0.00748243075	0.02341669707	0.0062494108365	0.00270065861235	0.0011578963316	0.00085872952	0.0036311925057
g	0.850377173333	0.0778040669167	0.01195657125	0.0300914910233	0.00755349227883	0.00333172447078	0.00135968541053	0.000956816	0.0165689508352
e	0.618808414444	0.309614902306	0.0175963064167	0.0243290483411	0.00449804102628	0.00218832085693	0.000706377300177	0.00043812487	0.0218204309451
n	0.371901814815	0.514629950769	0.0458855278056	0.0350340401137	0.00568262794209	0.00239491641898	0.000502059196726	0.000494888533333	0.0234741566484
i	0.311881481605	0.492590176923	0.128003532602	0.0379733900379	0.00579897774736	0.00211895813299	0.000417143644242	0.000507550694444	0.0207087883161
t	0.237976335535	0.497199682308	0.179690330867	0.044059925346	0.00711638268245	0.00243491950433	0.000357201493414	0.000495615834815	0.0306696012054
ò	0.120344986845	0.437699227436	0.314174106956	0.081729831782	0.00866294109415	0.00256024491811	0.000340401297805	0.000482093182605	0.0340061511418
r	0.084107523615	0.319250602479	0.404001858985	0.106910773927	0.0176158302314	0.0064187778227	0.000582593265935	0.00273502101187	0.0583769831206
u	0.082258469205	0.21990461616	0.353816576328	0.237487647976	0.0276411624105	0.00823711467423	0.000679868805312	0.00348981267296	0.0664846791935
e	0.0601675311683	0.08749109972	0.276298385443	0.494206159325	0.0465727074702	0.0107436176247	0.000583917885104	0.00121422260999	0.0227223173178
n	0.0262289958228	0.04487900224	0.181359165148	0.600549463108	0.104427835823	0.0215858132082	0.0014002400617	0.00064917215333	0.0189202732059
è	0.0345812842743	0.04103752408	0.160389608383	0.527916644369	0.170954765274	0.0379707130694	0.00601146152057	0.000646465874443	0.0204914917353
n	0.0359744834248	0.0315725300267	0.113980268794	0.387706171456	0.309051508425	0.0629803346898	0.0107042425069	0.00891577021481	0.0391146465784
u	0.0169510260416	0.0142098941422	0.0501554012647	0.223197087152	0.417295302808	0.21393465323	0.00985326916897	0.0115282067583	0.0428751273928
s	0.0086995932472	0.0076206106474	0.0244650560882	0.122163405717	0.412456800936	0.327981161077	0.028646757723	0.0117625896061	0.0562040163309
a	0.00571480941573	0.00548809678247	0.0150614910961	0.0713802865723	0.310368983645	0.474393307026	0.0447374475743	0.0120561957454	0.0607994034436
l	0.00481359813858	0.00435968746082	0.0089525410987	0.0392782761908	0.181360206215	0.587964869009	0.0918217475248	0.0161450244585	0.0653041038145
l	0.0123510323795	0.00628505725361	0.0067677230329	0.0229309081636	0.129937203738	0.44055138967	0.178409855842	0.0435969104862	0.159169957938
i	0.0159378893932	0.00647643211787	0.00496863967763	0.0205167894879	0.0978610379127	0.38630891989	0.264009678614	0.0438063701621	0.160114237313
m	0.0083131439644	0.00387056607262	0.00443273259254	0.020893602496	0.0696880559709	0.353042039963	0.358770886205	0.032400472054	0.148588497104
o	0.0086580875548	0.00426161992421	0.00580863156418	0.025681676832	0.059188388657	0.309917123321	0.390766922068	0.0502307426847	0.145486843701
n	0.00966989251827	0.00517194120807	0.00778072932139	0.0288606986107	0.0510630055523	0.29652782444	0.378000837356	0.0751456175616	0.147779469234
ì	0.0119078108394	0.00728201640269	0.0108315395738	0.0209208485369	0.0333174501841	0.226041254813	0.407264309119	0.137082899187	0.145351859745
s	0.0126790917798	0.00692494346756	0.0100788059579	0.015517922279	0.024999592728	0.165573921604	0.438073136373	0.203526393062	0.122626183248
o	0.0076066976266	0.00354273772252	0.0055304603193	0.0110248018597	0.0202018249093	0.119906033868	0.320187313791	0.298233531021	0.213766594416
m	0.00600325840887	0.00275506967417	0.00432339520643	0.0097166024199	0.0170569793031	0.096740977956	0.187909849597	0.37849396034	0.296999918139
e	0.00576288770296	0.00289016922472	0.00410466426881	0.0083954942733	0.0124575714344	0.074887111652	0.125010651199	0.471251903447	0.29523955938
m	0.00732266313432	0.00356152330824	0.00474893125627	0.00910349042443	0.0103269968115	0.0523758162173	0.0582169010663	0.561267201149	0.29307647646
a	0.00823612571144	0.00413389196941	0.00501310008542	0.00887409114148	0.00843941393717	0.0372227497391	0.0305509446888	0.574401933716	0.323127742153
i	0.00787521257048	0.0063693330898	0.00504343619514	0.00942093604716	0.00820224431239	0.0352955395797	0.0143699583629	0.525973934572	0.387449390718
</S>	0.00784281778524	0.0083295810449	0.00498485809757	0.0101500145236	0.0087789371562	0.0396126477898	0.00872890688145	0.464981102286	0.446591110359
