 	deve	essere	bianco	</S>
è	0.9248693	0.00600414415	0.0208014248	0.04832511615
n	0.8302545	0.01781258005	0.0225361554333	0.129396788717
a	0.604250186667	0.259875206017	0.0097231135111	0.126151541572
è	0.409683942222	0.477851362006	0.0513860203704	0.0610787148573
n	0.287030545741	0.472208064002	0.109105503457	0.131655897286
e	0.182054000247	0.545454138001	0.110961706486	0.161530165762
à	0.122087417749	0.421802004667	0.350837007495	0.105273588587
s	0.0517405669163	0.174138177556	0.613209369165	0.160911886196
p	0.0301892756388	0.0793196441853	0.720956723055	0.169534343399
r	0.0247656608796	0.0310419767284	0.865206887685	0.0789854942997
o	0.0211537759599	0.0237259149095	0.628999292562	0.326121043267
</S>	0.0213321129799	0.0294485499547	0.343539421281	0.605679921634
