 	non	ha	che	li	aspettiamo	</S>
e	0.9231998	0.051258863	0.007741877	0.00102393281	0.00272974965115	0.014045828675
n	0.683041873333	0.172804169333	0.0177908923333	0.00165493573667	0.0133282594171	0.111379907558
è	0.348981316111	0.442298589778	0.0448194141111	0.00315578457889	0.016343199239	0.144401682519
n	0.155177658037	0.415354932259	0.067077910037	0.00703252809296	0.226034471846	0.129322467506
a	0.0617282363457	0.197262393086	0.221080995346	0.101002044031	0.298341408282	0.120584893835
t	0.0264384693486	0.118108671029	0.269614475115	0.159659101344	0.348855387094	0.077323865945
u	0.0134136460162	0.065571988343	0.144966975038	0.311124213781	0.392444637365	0.0724785339817
s	0.00882696138207	0.0454145140143	0.0853772236793	0.348598511927	0.446724754122	0.0650580599939
m	0.00861495483736	0.0169845766381	0.0483467565598	0.377748457976	0.472693246041	0.0756120233313
ì	0.0118494646125	0.0126879386127	0.0475579621866	0.492318432659	0.264092973347	0.171493237777
n	0.00789671967083	0.0141036828709	0.0502035750622	0.48923144422	0.223989331116	0.214575240592
o	0.0261678050236	0.030923419957	0.0731134113541	0.40308324274	0.207959720372	0.258752368197
m	0.0319024756212	0.0347256054523	0.0686505897847	0.199697562247	0.266877953457	0.398145782732
e	0.0186543774871	0.0242948112841	0.0363304872616	0.0984921404157	0.257247117819	0.564981067577
</S>	0.0211233212436	0.0284021566421	0.0271316286308	0.0563294697078	0.183012938909	0.684000503788
