 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.916546135	0.04600207385	0.0132786130675	0.0047726209433	0.00755204111205	0.0062662995389	0.0029001190316	0.00026845707198	0.000124938668735	0.00228873572989
ì	0.688097745	0.230062174617	0.0398124233558	0.00841463881443	0.0171094135373	0.010348187513	0.0030335395372	0.000281050613993	0.000153456776245	0.0026873814433
s	0.499925168333	0.414680881539	0.0481863964519	0.00731827803814	0.0163362296124	0.007965209471	0.0013865661624	0.000155656484664	0.000124129935415	0.00392147301443
o	0.341918386778	0.590477430513	0.049795697484	0.00333717412938	0.00655411690913	0.00309146978817	0.000704456249733	0.000101271563925	8.57863634283e-05	0.00393421520729
n	0.131710472259	0.802625443504	0.0581302714947	0.00178610739313	0.00267799757471	0.00127464572722	0.000361419488844	4.63639180117e-05	3.71782467661e-05	0.00135012458325
t	0.123208170086	0.799385401168	0.0675724061649	0.00367809496438	0.00344444265824	0.00143315794241	0.000385406862948	3.41476703372e-05	0.000198412266255	0.000660365806083
a	0.131597033362	0.657325680389	0.200889215388	0.00444798258813	0.00349844651941	0.00129141591414	0.000295009870983	1.76837238124e-05	0.000244133212785	0.000393381226028
e	0.0643363997207	0.402257605463	0.524316901796	0.00579609946271	0.00201324180647	0.000774469154713	0.000139758813661	7.5289049708e-06	0.000151644548295	0.000206338286009
k	0.0245005741736	0.174950143821	0.773107507265	0.0172220168209	0.00521987606882	0.00190488410157	0.00032821341122	2.56155649903e-05	0.000509094469432	0.00223208231534
i	0.0138608500579	0.086060294607	0.828768325755	0.0550007482736	0.0101221890229	0.00231721413386	0.00040868837374	3.17246301301e-05	0.000564407466477	0.00286554694645
a	0.0083352044193	0.036564944869	0.705571441918	0.224661627758	0.0193317420076	0.00363840901129	0.000257364101247	1.64360588434e-05	0.000402304318826	0.00122050354348
t	0.00491025433977	0.026122728623	0.494950933973	0.427062642586	0.0312574133359	0.0072496084371	0.000943450273749	4.31824412811e-05	0.000731205226275	0.00672857523449
è	0.00381749564659	0.0196412610743	0.284407354658	0.607641814195	0.0678353724453	0.00650037681237	0.00112681514458	5.13844607604e-05	0.000635189603758	0.00834292900483
r	0.00443979394886	0.00994573089143	0.123471228219	0.774088671398	0.0743502954818	0.00456946147079	0.00101733956819	0.000137368852587	0.000365725742919	0.00761434559494
a	0.00426153931629	0.00656301429714	0.0705221674063	0.700254670466	0.200027326494	0.00910990635693	0.00145164085606	0.000169666440862	0.00027815225864	0.00736185530318
m	0.00361123330543	0.00662997043238	0.0407771264688	0.617734546822	0.296086388831	0.018591652119	0.00522282281869	0.000162359690287	0.000239317757213	0.0109445815393
u	0.00329114058181	0.00644586186413	0.0262479814896	0.495093422274	0.39520073961	0.053761463373	0.00738814573956	0.000179531916762	0.000242894695738	0.0121488472464
i	0.00156132330727	0.00332429857471	0.0113527448299	0.232303190091	0.526124863203	0.207926714458	0.0114352770465	0.000141678218921	0.00148065896858	0.00434927326213
n	0.00174282516909	0.00530236709157	0.0096000299433	0.117156389364	0.477711554401	0.340274601486	0.0181014776822	0.000371354846307	0.0101425764895	0.0195968148674
ì	0.00348897742303	0.00685067436386	0.00974439184777	0.0785831531213	0.3993656648	0.413374653829	0.0472144128941	0.00139662059544	0.0130241108965	0.0269573091558
c	0.032282845941	0.0250322531213	0.0263366851493	0.0554513650404	0.2991951716	0.43390676461	0.0953121059647	0.00210419599848	0.00617392409883	0.0242047005853
h	0.0959459219803	0.0318276950404	0.0308345669831	0.10284404568	0.260589393867	0.32052180487	0.120064508655	0.00455387293283	0.00519753976628	0.0276206841951
a	0.0884867177934	0.0136919137468	0.0126836695944	0.116143660893	0.221387151289	0.34202581829	0.177710936218	0.00704179364428	0.00456515777543	0.0162632227317
p	0.0324098760645	0.0085992123156	0.0090443293648	0.0592746349643	0.130778991763	0.41881763943	0.298795125406	0.00723534461476	0.00188467607848	0.0331602149106
à	0.0138488573548	0.00690341013853	0.00713033748827	0.0238458408881	0.063904617921	0.399197966477	0.398390061802	0.0159701886049	0.00322160189283	0.0675871683035
r	0.0074110594516	0.0101882747462	0.00931038969609	0.017682222196	0.0385915509737	0.464713295492	0.344186103934	0.0339227592016	0.00435050173094	0.0696438644345
o	0.0049734362172	0.0111356374821	0.0104541198654	0.021567859732	0.0349905673246	0.411779125164	0.320809134645	0.137491821401	0.00247694680365	0.0443213754782
n	0.0062933124724	0.00878490972737	0.0072385779218	0.0147441536773	0.0252400514415	0.249678695055	0.488564814882	0.1681061638	0.00113162368122	0.0302177474927
t	0.0320949461575	0.00963782074246	0.0067570336406	0.0157111936591	0.0131881264805	0.162139156352	0.573454218294	0.155501577933	0.00136522628041	0.0301507314976
a	0.0366242117425	0.00592661391415	0.00562340001353	0.0268043072197	0.0120738998268	0.098242356784	0.459119382765	0.335276059311	0.00135212201347	0.0189576664992
s	0.0160585082708	0.00741614113805	0.00680201480451	0.0211223807066	0.0107963535089	0.075070683928	0.368488370922	0.356495443104	0.00374038159116	0.134009719166
t	0.0296855020903	0.0133986187127	0.00810259403484	0.0115710318689	0.0050936186363	0.0488187903093	0.417234906974	0.289122867701	0.00450507514705	0.172466967055
i	0.0308538011834	0.0114712621376	0.00730700621161	0.0125746169563	0.00876973044543	0.0678337841031	0.368961645658	0.4051193959	0.00227458813235	0.084834139685
n	0.0153494348811	0.0113374386125	0.00836483717054	0.00954763931877	0.0104423126818	0.079128114701	0.233641558553	0.495523698633	0.0158300405108	0.120834913228
a	0.0111781028937	0.0121092695375	0.00945240405685	0.00815531560626	0.00907645942727	0.059387371567	0.155394439518	0.588995432878	0.0209464441703	0.125304761076
