 	non	aveva	dove	aveva	per	stare	</S>
e	0.841419275	0.14803251635	0.0037220846	0.00173385345	0.00176000675164	0.0005898080565	0.0027424600575
n	0.524797909667	0.419430472117	0.0259634480667	0.00612118481667	0.00204066856055	0.000690299162167	0.0209560489192
ì	0.191929673889	0.730173024039	0.0420173453556	0.00725165360556	0.00120809121018	0.000535680930722	0.0268845687731
c	0.157115917296	0.56979412668	0.184184871119	0.00384227813519	0.00153242171673	0.00126955931024	0.0822607920577
h	0.156865072432	0.230675724227	0.50379332704	0.00515759331173	0.00158838470558	0.00174885890341	0.100171020319
e	0.0670779552107	0.110534271942	0.776805569013	0.00900316443724	0.000843004115193	0.00104413666447	0.0346919329063
p	0.0247772248036	0.042076835514	0.901848599671	0.0128663148124	0.0018039765184	0.00162982545149	0.0149972841354
u	0.0214919109345	0.0209876055047	0.74208567989	0.128371683604	0.0580038088395	0.00599013028383	0.0230692290451
ì	0.0207322857448	0.0129099221682	0.381716107297	0.286909291201	0.255497259613	0.00877727176128	0.0334578963484
c	0.0152396800149	0.0163695007227	0.150987465432	0.277959213734	0.285772936538	0.0267476352538	0.226923584449
h	0.0311200883383	0.0170389514076	0.094112624144	0.229711121245	0.169705182179	0.0968616417513	0.361450381483
e	0.0307228350128	0.00823605513587	0.0645897672147	0.168247240415	0.317684247393	0.143314573917	0.267205280494
n	0.0113133768376	0.0136327358786	0.0403472692382	0.077651705805	0.363505599131	0.270108181306	0.223441126831
a	0.00921532254587	0.0151318467929	0.0286810574794	0.0367723959683	0.27021986971	0.467072960435	0.17290649561
s	0.00787897953196	0.0086197387643	0.0123821547931	0.0166826276894	0.211697487903	0.587248053478	0.15549089187
t	0.013615216194	0.00648771062143	0.00739663836437	0.00982868131313	0.129267867301	0.494831111159	0.33857273729
a	0.0155843276747	0.00284777564048	0.00421456698812	0.00561356108771	0.1143988071	0.39286338372	0.46447757243
t	0.00537370319823	0.00247698541349	0.00268215009604	0.00476808862924	0.0775951437	0.541021957907	0.366081974143
ì	0.00247166876274	0.00283011477116	0.00227118219868	0.00370783624308	0.0406079012333	0.583895202636	0.364216114714
</S>	0.00220408338137	0.00284475313558	0.00215469219934	0.00385584962154	0.0367450056166	0.524255261318	0.427940407357
