 	forse	stanno	ancora	svegli	</S>
f	0.9935345	0.00216044282	0.0013392308632	0.00128014208698	0.00168560451615
ò	0.988348333333	0.00512526544	0.00197906512107	0.00133784853899	0.00320951627205
r	0.970941111111	0.00842532431333	0.00269259974036	0.001561248223	0.016379774424
s	0.86740317037	0.108343949104	0.00330581408012	0.00157938720933	0.0193676534247
i	0.56297182679	0.427005686368	0.00277383019337	0.000529381047777	0.0067192490249
s	0.248425915597	0.721982478789	0.0209179010645	0.00134720959226	0.00732648627497
t	0.115842660866	0.841903326263	0.0329188213548	0.00162931713509	0.00770589732499
è	0.069071407622	0.904125462088	0.0228210524516	0.000557000477363	0.003425156675
o	0.0427190945407	0.724346414029	0.207042563484	0.0146952307871	0.011196755225
n	0.0250117095136	0.423711444676	0.436609654495	0.0372751515957	0.077392055075
e	0.0311998348379	0.228174794892	0.614603704832	0.0310878464986	0.0949338333583
a	0.0284550072793	0.093524725964	0.705422521611	0.123159482466	0.0494382794528
n	0.0122271706264	0.0365047893213	0.674999040537	0.205130504155	0.0711385164843
k	0.0998638067421	0.0616854127738	0.581889853512	0.122798968052	0.133761975495
ò	0.150396668914	0.0886103709246	0.582054441171	0.0506196393507	0.128318879498
r	0.075208022238	0.0612547123082	0.736608797057	0.0595300231169	0.067398427166
a	0.0466730910127	0.0476520961027	0.780618719019	0.0628359423723	0.0622201320553
a	0.0354361659042	0.0329122482342	0.52429492334	0.323101965457	0.0842546920184
t	0.0123798417681	0.0118825953114	0.18629491678	0.722941675152	0.0665009920061
s	0.0122367774894	0.0115126024705	0.0939525459267	0.600675518384	0.281622600669
ù	0.0164446771631	0.0136933624902	0.0645881726422	0.537094012795	0.36817977589
n	0.0115845449544	0.0137026891634	0.0574839265474	0.743180794265	0.17404800763
n	0.0291230112181	0.0299796217211	0.179087395516	0.639913454755	0.121896512543
i	0.034678115006	0.0300248764737	0.196681830172	0.493816618252	0.244798584181
t	0.014886486602	0.0190409130579	0.091676053724	0.607049029417	0.267347556727
i	0.00788173580067	0.0149960699193	0.056048792908	0.501123740472	0.419949704242
</S>	0.00513447280033	0.00828040930965	0.035327070954	0.266872681236	0.684385402121
