 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.881679585	0.0902224254	0.0042693276125	0.00369487124	0.0038033038358	0.00290869280105	0.000668589811255	0.0127532434162
i	0.703488485	0.267962588467	0.00437550280417	0.00382782405333	0.00390562848527	0.00292696150535	0.000676332692085	0.0128366998787
n	0.429655501667	0.547904279489	0.00349637200139	0.00271569612444	0.00216025936842	0.00105094796345	0.000306769499028	0.0127101786996
a	0.243083420556	0.736676226496	0.00318698166713	0.00230039049148	0.00152625528281	0.000419178295817	0.000177577907143	0.0126299665832
d	0.151016539185	0.830502175499	0.00571186908904	0.00233952361383	0.0014493076876	0.000196270293272	0.000104780913181	0.00867951387773
r	0.317714165395	0.6410432385	0.023049556363	0.00370284377128	0.00419936866253	0.000624297774424	9.46543210603e-05	0.00957185329258
e	0.493299128465	0.4623780095	0.0287336624543	0.00379456732376	0.00485466762084	0.000778885518141	5.42689986868e-05	0.00610680336419
f	0.306671382822	0.594716663167	0.0489127738181	0.0156041966079	0.0111036072736	0.00088699519938	0.000362034024562	0.0217423773881
f	0.423000660941	0.449453747722	0.0619133822727	0.0191131433693	0.0141104765245	0.00122960146646	0.000503917801521	0.0306750874627
ì	0.568895970314	0.216960272574	0.165148635091	0.0192064889564	0.0128751546082	0.00100161360215	0.000238223680507	0.0156736594876
m	0.318884076771	0.178879437525	0.317477918364	0.0435888663188	0.0388403875361	0.00179409811405	0.0056597914135	0.0948754731625
m	0.286005408924	0.124955440508	0.326858782788	0.0489037651063	0.0610106278454	0.00687070990468	0.00812428553783	0.137271011054
u	0.301421846308	0.065008225836	0.482601480929	0.0329081513688	0.0426102522818	0.00847610066823	0.00339926322361	0.0635747022513
a	0.137903001969	0.026412560612	0.71517556031	0.0636691904563	0.0279876084273	0.00529656138941	0.00126570653554	0.0222898263838
n	0.0475503358563	0.0118062535373	0.782272640103	0.106531456819	0.0323115194758	0.00401633019647	0.000807566581847	0.0147039155279
k	0.0984838172854	0.0163890191791	0.590124860034	0.0980803309397	0.0774910331586	0.0405705619988	0.00377278744728	0.0750876115093
ò	0.120082192428	0.0163942390597	0.409692396678	0.18510691898	0.117505654386	0.0577632959996	0.00452481409376	0.0889304690364
r	0.047646895876	0.0079095260199	0.512278125559	0.21961355766	0.0973821947953	0.0364519819999	0.00871047430925	0.0700071832121
a	0.023635468692	0.00479568910663	0.422705256853	0.168784690553	0.232999884932	0.0731224686666	0.0106751204364	0.0632813571707
e	0.0141859118307	0.00217674926888	0.178511251284	0.159683086851	0.387737004977	0.224012069556	0.0083567804788	0.0253370991569
n	0.00640143134357	0.00248450915629	0.0743355987613	0.11812754095	0.379503398326	0.380777476519	0.0132088314929	0.0251611760523
ì	0.00580634474786	0.00355178551876	0.0343166114538	0.0754596729833	0.277777646109	0.566581795506	0.012927860631	0.0235782316841
r	0.00776019974929	0.00294988173959	0.0169844796846	0.0438481043278	0.22521472537	0.554325015169	0.098700943677	0.050216616228
t	0.0150166329164	0.00152816234653	0.0153049782282	0.0270753959759	0.196182065123	0.34408353839	0.236054427892	0.164754818743
e	0.0146846414388	0.000912253982177	0.0129696647427	0.0139848378586	0.106764425041	0.224499619463	0.377873142631	0.248311452914
e	0.00667101794627	0.00175015352739	0.00779948514757	0.0102336992862	0.0674786376803	0.184234546488	0.499465247544	0.222367274305
t	0.00500872098209	0.00310013824246	0.00485925108252	0.0062435556954	0.0386680065601	0.177121925496	0.592331482515	0.172666981435
t	0.0061932846607	0.00259583536415	0.00315311369417	0.0034573705818	0.0189324300867	0.105433872499	0.602454060838	0.257780070478
ù	0.00561361522023	0.00134319467138	0.00212955073139	0.0022003055106	0.0115846625956	0.0522919181663	0.636945770279	0.287890986826
</S>	0.00392571511012	0.00100708473569	0.00176919631569	0.0024790126053	0.0116800602978	0.0404611190832	0.72583481014	0.212842973413
