 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.467607285	0.488415625	0.01637757965	0.00539351315	0.0034111675	0.00439301731	0.005794666827	0.001303163247	0.0016514072695	0.001680257756	0.0011855262532	0.00016691324245	0.0017502911439	0.0008695668455
n	0.173229746333	0.751131308333	0.02477137555	0.00371378771667	0.00582305633333	0.01353477677	0.0100126112757	0.00178016728233	0.0019939465565	0.001979441652	0.00141912336773	0.000190877887483	0.0019286124813	0.0084911442485
è	0.0673100397777	0.815164669444	0.0582561655167	0.00367083267222	0.00482184837778	0.0172505622567	0.0126577670919	0.00279077342744	0.00213900231883	0.00169077395067	0.00116869800591	0.000175799835828	0.000882585803767	0.0120205230828
r	0.0326722804259	0.787722133148	0.0727182708389	0.00252842062407	0.00492232939259	0.0298147090856	0.0154020116973	0.00344484420915	0.00244986640628	0.00217039438356	0.00194351416864	0.000292647665276	0.00437008267792	0.0395485290276
t	0.0177715824086	0.534939469383	0.234993582613	0.100789829741	0.00914906813086	0.0308365741285	0.0114891453758	0.00205256531972	0.00163348065209	0.00165861287785	0.00178509723288	0.000248825639759	0.00547460248564	0.0471775551082
i	0.00879089776953	0.229277161461	0.537682174204	0.179086743247	0.00929756771029	0.0110393097095	0.0041765773786	0.000841400409907	0.000837696857363	0.000632004660617	0.000654621054293	8.92896245863e-05	0.00182922019388	0.0157653060584
s	0.00509198012318	0.115216465154	0.724815504735	0.119718987082	0.0095195115701	0.00535493560317	0.00321806276953	0.0027785171233	0.00218895704245	0.00142256820487	0.0025146619181	0.000369622888195	0.000982875303627	0.00680730210947
e	0.00443137327439	0.0687813863847	0.740750098245	0.132278815027	0.01916294319	0.0137250303344	0.00427603045651	0.0037892156411	0.00278100813082	0.00173333309829	0.0032228919827	0.000470102069398	0.000727167306209	0.00387059330316
s	0.0042633772248	0.0443914817949	0.685379282748	0.164924321676	0.0250484163967	0.0384282301115	0.0139460678188	0.00711181248037	0.00330444192694	0.0020687864961	0.00432835790423	0.000369666896466	0.00048233250707	0.00595346220105
e	0.00468339520827	0.0316681415983	0.505126824249	0.248448350559	0.0665710107989	0.0842316600372	0.0294376526063	0.0109819078268	0.00418363510898	0.0022961811787	0.00482040863474	0.000345025239489	0.000439964699023	0.00676587534368
t	0.00455413156942	0.0242312685328	0.274075898083	0.338265590186	0.0878166335996	0.179954190012	0.0455304542021	0.0213010772756	0.00560857040299	0.0032399861729	0.00619659521158	0.00041128136383	0.000456008879674	0.00835834139123
t	0.00297340036647	0.0126614124443	0.156902307028	0.531629290062	0.0478627035332	0.163794754937	0.0372427960674	0.0216927772919	0.005562842201	0.0035852181443	0.00649784030719	0.000430283946943	0.000401886045225	0.00876252449708
à	0.00227386676549	0.0057314767481	0.073896424676	0.571708066687	0.246995763511	0.055794766779	0.0187998020225	0.012486930964	0.00464783170033	0.0018071394681	0.00240725693906	0.000173071581981	0.000166527847075	0.00311113340569
a	0.00189084171516	0.00338128236937	0.0335025978587	0.272933422229	0.318862725504	0.047976085793	0.102880319341	0.194841927321	0.0180516374668	0.00222823738937	0.00187038574635	0.00013330679466	0.000143132059025	0.00130414527523
n	0.00276460563172	0.00267556157646	0.0134804673529	0.0951306140763	0.121437519501	0.0673298652643	0.187004676447	0.45685549244	0.0323977638223	0.00536941512979	0.00868443608212	0.00055562634822	0.000798185133008	0.00551577735841
d	0.0226760068772	0.0145573875255	0.031362875551	0.0880937546921	0.0580704865003	0.0456588082881	0.126530404149	0.39415465748	0.126864596607	0.0345388820433	0.0211964440274	0.00370988091607	0.0110029602443	0.0215828661195
e	0.0274915210991	0.0177141401418	0.0363950759503	0.0857898777307	0.0346983318334	0.0160403295294	0.117180096716	0.341822395827	0.218631575536	0.0442039186811	0.0186008400425	0.00438895278202	0.0138733545881	0.0231696181398
m	0.0112477825064	0.0082592048806	0.0209676334168	0.0330701257436	0.0164224828778	0.0123583360765	0.121197038572	0.472878131942	0.176300985179	0.0259518235604	0.0125632627142	0.00489543073734	0.0281031873694	0.0557846344799
i	0.0060452262688	0.0049490942602	0.0152439551256	0.0139961834812	0.0081430603926	0.0105378843988	0.058476630524	0.390216680647	0.33625405506	0.0400773685201	0.0118001904714	0.00554813077911	0.0330440512898	0.0656675665733
n	0.0031565151896	0.00249801492007	0.00622483132853	0.00559661402707	0.0047388937642	0.00665697717293	0.0363115811747	0.395673796882	0.426093771687	0.0460854175067	0.0114400077238	0.00447936202637	0.0156057879299	0.0354385006044
d	0.0142178460632	0.00526023537336	0.0178328254095	0.0137357519757	0.00607013938807	0.00538214311764	0.0202370237582	0.372854716961	0.434897310562	0.0487258871689	0.0130938300746	0.00497660877546	0.0127231999766	0.0299925442015
è	0.0172776527211	0.00580269359112	0.0211629155698	0.0161027364252	0.00667887956269	0.00190211637921	0.0109141189527	0.195788036987	0.590267413521	0.090021755723	0.0115201705249	0.00480970745849	0.00852241362553	0.0192294277338
l	0.0094113302737	0.00453699533037	0.0120625079566	0.00650420417507	0.00368340858756	0.00411405623974	0.00952220031757	0.194578882329	0.486974504507	0.0925830119077	0.0117834958416	0.0105444094862	0.0755193828418	0.0781816382446
a	0.0068812661579	0.00410849409679	0.00888619557887	0.00314373323169	0.00234884209585	0.00482411002591	0.00585409647252	0.149352296776	0.406093258169	0.167280913969	0.0296979559472	0.0184653538287	0.0989122694139	0.0941512500815
p	0.00278627253597	0.00192349591893	0.00356594478629	0.00185475371723	0.00164217281195	0.00245252625464	0.00401333619084	0.0820785549253	0.46700985939	0.21440968799	0.0387862006491	0.0272538446096	0.047499084938	0.104724294027
l	0.00269621736199	0.00467038053964	0.0105021089288	0.00312910563908	0.00116361598398	0.00191753433155	0.00318763325028	0.0667560129751	0.435517666463	0.140526585997	0.0250244335497	0.0344815855365	0.0595232349793	0.210903891342
è	0.002719714854	0.00535545937988	0.0125401026429	0.00289115412303	0.00155349106133	0.000955701407183	0.00173157583676	0.0333352889584	0.352159402154	0.178496061999	0.0881164358499	0.0737280958455	0.0664800103264	0.179937504447
o	0.001302626018	0.00213266823663	0.00450167836763	0.00116970973768	0.00171102155378	0.00297907698573	0.00203290397892	0.0158532709528	0.256664074051	0.218079350666	0.154390388617	0.159450158615	0.0657078387755	0.114025262149
k	0.00241798143933	0.00190722305554	0.00311651394254	0.00105861156589	0.00169894978459	0.00754809566191	0.00395234069297	0.0136698993176	0.16495208135	0.162764393555	0.128532586206	0.207495839538	0.168094162925	0.132791370716
a	0.00342187371311	0.00255013091851	0.00316374321418	0.00131342998863	0.0040238395282	0.0077821572873	0.00780423713099	0.0121924207725	0.131778797117	0.142382044518	0.143122448735	0.197828456513	0.223045070975	0.119591390239
e	0.00220646367104	0.00290526230617	0.00256409040473	0.00190283566288	0.00527536167607	0.0164700564958	0.0109988607103	0.0133249362575	0.119461355706	0.129966753506	0.148379066245	0.187645175504	0.174954143658	0.18394566008
