 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
f	0.82383755	0.1034151725	0.0062950825	0.02354984	0.00638388742	0.0059886719335	0.00051593536413	0.0300138754938
è	0.755891363333	0.1637573175	0.0064511135	0.0275461976667	0.00801564907333	0.00609796031783	0.00052390765871	0.0317165124313
o	0.564080824444	0.394217825833	0.0058262495	0.0157183035556	0.00445962013111	0.00218632748261	0.000190142504903	0.0133207117438
p	0.254735923148	0.705238985278	0.0105423025	0.0131341608519	0.0018478399837	0.000892803017537	8.00357149677e-05	0.0135279169146
p	0.104300935049	0.849263895093	0.0144055285	0.0142056226173	0.00413671009457	0.000770863959179	3.90633711559e-05	0.0128773352049
ò	0.091462550683	0.753187931698	0.0801150035	0.0635648208724	0.00534466793152	0.00065176688306	1.72722949853e-05	0.00565597613497
r	0.0839414848943	0.433220620566	0.369939337833	0.0905125922908	0.00332280041051	0.000849598757687	0.00104375446876	0.0171698368783
k	0.0802626229648	0.202142310189	0.608958762611	0.0684211894303	0.0073308140035	0.0096344702859	0.00141055794092	0.0218392946261
e	0.0900842033216	0.140720685396	0.59892437087	0.13267117981	0.0154558983345	0.012353128962	0.000497586796873	0.00929294222203
t	0.0444636344405	0.106348061799	0.603594206957	0.208500769937	0.0157179319448	0.00602492352067	0.00142314513086	0.0139272940873
e	0.0290866281468	0.0650715152663	0.463931672319	0.309966593312	0.108661090482	0.00589081264022	0.00178277107695	0.0156089062624
e	0.0238441603823	0.0364192927554	0.203120300106	0.426528331104	0.298206936827	0.00486319144674	0.00071650204565	0.00630128698747
t	0.0096047064941	0.0207973222518	0.0834307123687	0.544154977035	0.324695978942	0.00320110414891	0.00040569186855	0.0137094923292
r	0.0097722048647	0.0192714277506	0.0625181804562	0.497271212345	0.302834432981	0.0387940266163	0.00107438682285	0.0684640991097
ò	0.0141394486216	0.0150615863835	0.0482662854854	0.264259527448	0.516521010994	0.0623758108721	0.00128499127428	0.0780913489699
o	0.0102954214072	0.00721733612783	0.0197741450618	0.120273798483	0.740466823665	0.0681286839574	0.00129708669143	0.0325467579233
p	0.0039965530024	0.00532889857594	0.0085081157206	0.0612390278277	0.785401697888	0.0979352363191	0.00314862456381	0.0344419183078
ò	0.0040003639008	0.00556389152531	0.00555509027353	0.0418796966092	0.617511082629	0.28158617544	0.0072026298546	0.0367011397693
s	0.0042081541336	0.0059049661751	0.0112648856578	0.0268883862031	0.338465315876	0.430459165147	0.129389868285	0.0534192802564
s	0.00238982514453	0.00510623715837	0.0169868985526	0.014071345601	0.152138320292	0.579428838382	0.173165701762	0.0567128367521
a	0.00163385224818	0.00278808875279	0.0119188161175	0.00761156973367	0.0837814800973	0.700211856127	0.0948925975873	0.097161745584
t	0.00117958456273	0.00514544885093	0.00705228630583	0.00745656357789	0.0595373686991	0.480865722042	0.278938257196	0.159824771861
è	0.00391887863424	0.00672172441698	0.00651006996861	0.00647553932596	0.0340630798997	0.246861454014	0.541681069065	0.153768213954
l	0.00465138807475	0.00400304720566	0.00482165858954	0.00406045434199	0.0219154046999	0.132436118005	0.710896406355	0.117215568651
o	0.00252817642158	0.00231764982522	0.00318665532985	0.00271470938066	0.0172992519666	0.073007469335	0.564063098785	0.334883006884
</S>	0.00262293001079	0.00156524264761	0.00262550376492	0.00270791644033	0.0203443869833	0.0623718446675	0.324120544393	0.583641633442
