 	ho	rotto	una	bottiglia	</S>
è	0.58588213	0.280944967215	0.03694340793	0.011479334432	0.084750144415
g	0.30327393	0.500373689072	0.04225511431	0.011685134944	0.142412134805
l	0.165999792333	0.626393209691	0.0888274531033	0.00792382478133	0.110855767268
a	0.187178046444	0.57047526323	0.190789171034	0.00827244206044	0.0432851158227
s	0.182912162148	0.62595895441	0.164673224678	0.00517242175348	0.0212832390076
a	0.0867850040493	0.535565980137	0.356325732559	0.00770891818449	0.0136143614025
m	0.0562043815164	0.449136752046	0.454181994186	0.0122196860615	0.0282572095342
i	0.0284164586721	0.415626488682	0.500856081395	0.0217708846872	0.0333301042781
a	0.0164599255574	0.156544740894	0.775558627132	0.0390873308957	0.0123493921927
b	0.0125546475191	0.103561071965	0.767012632377	0.0834119046319	0.0334597737309
u	0.020774339173	0.089984951655	0.635573777459	0.208626124877	0.045040815577
t	0.0204922211577	0.0729217865517	0.447951602486	0.370221981626	0.088412412859
t	0.0270904271526	0.0653613921839	0.262239034162	0.516056797209	0.129252364286
ì	0.0312755763842	0.049119006728	0.241342678054	0.473357792403	0.204904938095
g	0.0166702624614	0.0350600682427	0.196125079351	0.534597384134	0.217547158698
l	0.123348338154	0.0446076260809	0.160867113117	0.552215341378	0.118961545566
i	0.158961407485	0.051477392027	0.212312134372	0.268853952793	0.308395095189
a	0.0571918269283	0.030195358009	0.179954124791	0.162489566598	0.57016911173
</S>	0.0318308079641	0.0236748850045	0.140444237395	0.179994803299	0.624055275865
