 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.9374033	0.0497638955	0.00243436477	0.002453431054	0.00040250026335	0.007542523735
c	0.638420773333	0.3367672005	0.00708689202333	0.00328604335133	0.000479359961117	0.013959720245
h	0.246351777111	0.7293482835	0.0104198093411	0.00233405671711	0.000258325653706	0.0112877342383
e	0.091884892037	0.895654261167	0.00717237084703	0.0011993162707	0.000107325785035	0.00398182316343
p	0.0342348774457	0.955366200389	0.00801641934901	0.000851675788567	4.05884884783e-05	0.00149024952181
o	0.0222055599152	0.902878546796	0.069313039783	0.00429515732952	3.00062258261e-05	0.00127771194727
l	0.0207161069717	0.865204382265	0.103559628594	0.00620458714317	5.28512752754e-05	0.00426253371576
e	0.0141357493239	0.607986564088	0.346528504865	0.0262639810811	9.57755384251e-05	0.00498952113859
m	0.0159339407746	0.377488351363	0.555205534955	0.0384852353604	0.000132826286142	0.0127541494462
ì	0.0231979769249	0.292004975788	0.611053444985	0.0574625767868	0.000315452468714	0.0159655971487
s	0.0219355883083	0.133379040596	0.763469514995	0.0680660905956	0.000447265139571	0.0127025177162
o	0.0131060904361	0.0799863258653	0.620820131665	0.273663468532	0.000940504696524	0.0114834885054
n	0.0300950001454	0.0839814442884	0.471896857222	0.386774216177	0.00164769793217	0.0256047767685
t	0.0355646799151	0.0884403857628	0.523989672407	0.299932888726	0.00786018641072	0.0442121685895
a	0.0142483839384	0.0409737255876	0.414217207469	0.474980652909	0.0173976294702	0.0381823911965
ò	0.0082868166128	0.0183773047292	0.19597871849	0.718484297636	0.0268222414901	0.0320506030655
l	0.0811452617376	0.0112733481097	0.0920935021633	0.649720785879	0.0832556871634	0.0825113970218
i	0.106401911913	0.0088863282699	0.0556012800544	0.46367976196	0.201979562388	0.163451155674
t	0.0644686703043	0.0075432963233	0.0370051220181	0.371236210653	0.227334697463	0.292412028558
i	0.0508504127681	0.00714250977443	0.0315024723394	0.272040080218	0.254128082488	0.384336486186
n	0.0791390785894	0.0107330875915	0.0286523021131	0.179752059073	0.279926654163	0.421796845395
a	0.0916314301965	0.0119325932972	0.025966089371	0.107372608691	0.330444518054	0.432652778465
d	0.0658885107322	0.00836931986573	0.0210456627903	0.0802297295637	0.348314246018	0.476152552822
d	0.0707038782441	0.00986805795524	0.0348458475968	0.0559706598546	0.388199342006	0.440412254274
o	0.0453309264147	0.00707935091841	0.0322605135323	0.0526831566182	0.380345374002	0.482300734758
m	0.0360253288049	0.00770023390614	0.0335405378441	0.0495550028727	0.337968981334	0.535209944919
à	0.0332600954016	0.00773204650205	0.032658398948	0.0328775822909	0.307102750445	0.586369114973
d	0.0336305449339	0.00615990470068	0.0258035909827	0.027726398097	0.281728616815	0.624950938324
a	0.0332676851113	0.00561300315023	0.0239481894609	0.0298245360323	0.274006722272	0.633339862775
</S>	0.0185041152557	0.00314185145012	0.0138155874304	0.0298425280162	0.178928896136	0.755767006387
