 	voglio	che	Maria	venga	domani	</S>
i	0.978741025	0.019480452	0.0014574652	5.6519238e-05	1.0244769e-05	0.000254254255
t	0.892779591667	0.0492886633333	0.0454415061667	0.000660373369333	6.59170273333e-05	0.011763939825
è	0.693650130556	0.221549647778	0.0679682033889	0.000989001566444	8.65211514444e-05	0.0157565208083
l	0.617930463519	0.281421539259	0.0837238757963	0.00125575476548	0.000142271162815	0.0155261281361
o	0.442750275506	0.421400203086	0.118172313265	0.00236798872183	0.000156202794272	0.0151530170167
i	0.157829815669	0.460275019362	0.342965919088	0.0334025382406	0.000100438458091	0.00542620904357
M	0.0673117470563	0.296598998121	0.588446763029	0.0448956691802	8.51455063637e-05	0.00266162031452
a	0.0562191580188	0.436760239374	0.461347504343	0.0441849361601	7.41170757879e-05	0.00141398992151
r	0.0791503026729	0.422767693125	0.412089871448	0.0850071220534	0.000192176318596	0.000792782390503
ì	0.272995127558	0.309162561042	0.341239935483	0.0756290300178	0.000361772132865	0.000611555260168
a	0.302261340186	0.239738896347	0.147512620161	0.288801862673	0.015705910711	0.00597936805006
n	0.104415438162	0.191930578116	0.13107645672	0.508167767558	0.0479314435703	0.01647831735
a	0.078712735154	0.431766779372	0.102952888907	0.323113222686	0.0448910038568	0.0185633677833
r	0.0685523794847	0.464648999791	0.059561590969	0.148995066062	0.231635457286	0.0266064815944
t	0.271981032262	0.25900548993	0.0396495949897	0.0911833274207	0.297590429095	0.0405901191981
i	0.341030841221	0.20972977331	0.0357381949966	0.0454933652069	0.122746083698	0.245261728399
à	0.11627302994	0.149618704437	0.0371711689989	0.0573485774023	0.167288925233	0.4722995428
v	0.0395994110333	0.0742070731457	0.020316453133	0.0528373891341	0.458720908411	0.354318744267
v	0.0244063479978	0.239917342715	0.0383754158443	0.0278793847114	0.463672097804	0.205749421422
r	0.0510454129993	0.542936780905	0.0723757272814	0.0162409277371	0.174365502268	0.143035672141
i	0.0505606226664	0.467338286968	0.0586796617605	0.00906770041237	0.0622131692893	0.352140559047
</S>	0.0276247868332	0.278628033484	0.0357873698802	0.00763935520619	0.0314856254447	0.618834799523
