 	qualcuno	al	telefono	vuole	sapere	dell'	Anna	</S>
k	0.561140435	0.205495085	0.1808021425	0.0111104363785	0.007386761978	0.01923596339	0.00067710882942	0.014152146855
a	0.584753768333	0.180039665	0.182695009333	0.0111138973095	0.00739318813467	0.01917997971	0.000678974624807	0.0141455912283
n	0.770373889444	0.138337658333	0.0694463409443	0.0042143992865	0.00261761913356	0.00652394265	0.000237549951602	0.00824865485277
è	0.766042219815	0.190171692778	0.0321845429814	0.00194015970217	0.00102806988452	0.002292226152	8.85904705673e-05	0.00625254706759
n	0.759676613272	0.202508873259	0.0174632476605	0.00123721030739	0.000437271948173	0.000825457709333	0.000108614761889	0.0177427209725
a	0.564143220091	0.386667666753	0.0259296238868	0.00100747155913	0.000230355129724	0.000332278350111	0.00011515574413	0.0215742419108
s	0.329343795697	0.593553912251	0.0531207792956	0.00381174600971	0.000478129496908	0.00021631405037	0.000115004371543	0.0193603218903
t	0.235541148899	0.694706994084	0.0453058306319	0.00487495490324	0.000576044918969	0.000249034053457	0.000115199701681	0.0186307855568
o	0.086019866633	0.793008531361	0.111069957744	0.00301575490108	0.000227754869656	0.000263963511152	3.8960935417e-05	0.00635521391893
t	0.0891264255443	0.58535082712	0.289158325915	0.0155029915004	0.00149629516655	0.000403477737051	0.000204574158829	0.018757074113
e	0.0851255817481	0.30091467704	0.566334361972	0.0222476425001	0.00192899604352	0.000376697487684	0.000261723634943	0.022810337491
l	0.035059577816	0.129624909013	0.783708850657	0.0383660708334	0.00119338943584	0.000297481764561	0.000134787500314	0.0116149719503
è	0.018375017272	0.0609373650043	0.843262350219	0.0677270069445	0.00141615571195	0.00026671858152	9.1203671838e-05	0.00792420760677
f	0.017348396424	0.0287448130014	0.772774850073	0.157422442315	0.00195688703732	0.00021193150384	0.00172617687901	0.0198145094923
o	0.0175707546413	0.0308702156671	0.558497966691	0.357114730772	0.00919215534577	0.00059257211128	0.002274587984	0.0238870116641
n	0.0103630087138	0.029960295889	0.426611888897	0.503679310257	0.0133926741153	0.00075548911376	0.00113302338567	0.0141043190547
o	0.00768707847127	0.017255208963	0.291811570299	0.646606936752	0.0228586147051	0.00214938891459	0.000775309935223	0.0108559128516
t	0.00471652849042	0.0105199930877	0.1585586141	0.785945878917	0.0292003419017	0.00258300185486	0.00108750248507	0.0073881681172
è	0.00354426126347	0.00541326272923	0.101060448033	0.721971259639	0.159028243301	0.00142114900162	0.00122140617502	0.0063400276524
l	0.00358470292116	0.00336884600974	0.049935464011	0.695122803213	0.2206633211	0.00121936312054	0.00983279833834	0.0162727504975
i	0.00267532607372	0.00319709750325	0.0358682566703	0.563290117738	0.2675633337	0.0946072779935	0.0127357281661	0.0200628813992
n	0.00453569295791	0.00336072113442	0.0328564748901	0.348270425913	0.436607131233	0.126597170931	0.0269038981087	0.0208684706997
a	0.00571967675264	0.00246922887814	0.02668929663	0.245362531971	0.460788523744	0.205848258577	0.0320859371029	0.0210365471666
t	0.00400826618421	0.00215016435938	0.02176840521	0.147850050657	0.525538137915	0.236094360192	0.040194985101	0.0223956693222
s	0.00659329489474	0.00251298205313	0.01800584617	0.0994982568857	0.522460995972	0.130228984064	0.0430185461337	0.177681113107
è	0.00674112743158	0.00229490795104	0.00761203515667	0.0517692739619	0.488284015324	0.206130594688	0.0164251397112	0.220742918702
r	0.00377437394386	0.00179259965035	0.0126338457189	0.0336368469873	0.579059455108	0.191964972229	0.0759604448037	0.101177482567
i	0.00268539974795	0.00179679558345	0.0147841852396	0.0238665414958	0.422414314369	0.38024855141	0.0955100501346	0.0586941968557
à	0.00153909283598	0.00137342622782	0.00647401987987	0.0119725634986	0.169046372456	0.718828437137	0.0536148785782	0.0371512686186
t	0.00129261543199	0.000923129609273	0.00379516425996	0.0057700997662	0.0825836498187	0.570743782379	0.301314042859	0.0335775518729
t	0.00377867281066	0.00399598526976	0.00303462515332	0.00804048002207	0.0556402439396	0.38200961746	0.368006723286	0.175493657291
i	0.00425999780355	0.00513744324325	0.00264277368444	0.0112896508407	0.0394081796465	0.37294236582	0.170598216762	0.39372137243
n	0.00308769026785	0.00259925756775	0.00446421662815	0.0079243752469	0.0223607372155	0.234379568607	0.390938788921	0.334245387477
A	0.00449366555595	0.00231023475592	0.00526089387605	0.00600842554897	0.0257262580718	0.174498329536	0.52923576964	0.252466485826
n	0.00387841645198	0.00166999563197	0.00365388885868	0.00533330140299	0.0243489972239	0.150542496679	0.59786987988	0.212703078609
n	0.0100677087507	0.00996000402399	0.00295863661956	0.0164420496877	0.0220668569413	0.112412172393	0.558153616627	0.26793899287
a	0.0118668533269	0.012699613528	0.00218792220652	0.0216841965626	0.0222195621804	0.123581012464	0.264318912209	0.541441940957
</S>	0.00619107227845	0.006529227544	0.00153023395326	0.0135308282813	0.0148987358902	0.103606308732	0.181458856104	0.672254720479
