 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.879836065	0.0571704871	0.0033718998	0.0063510289285	0.00904012462545	0.0409225103817	0.0001799093948	0.0031279791825
à	0.752139878333	0.148309682367	0.0198052469333	0.0139276713095	0.0149991335418	0.0460953224606	0.000280662218267	0.0044424197275
b	0.570621172778	0.225781080789	0.0416447933111	0.0158910864365	0.0160349436806	0.0308283008202	0.000554425939422	0.0986442240092
b	0.354474114259	0.22761077693	0.244756161104	0.0121903181455	0.0108264659935	0.0207768245301	0.000554587581474	0.12881077112
e	0.191863548086	0.391536845643	0.354150293701	0.00802451648183	0.0040425633645	0.0071488825267	0.000195777031758	0.0430375956593
t	0.0921840060287	0.517275131881	0.358500171234	0.0103053369273	0.00230437298817	0.0025831150689	0.000205730046853	0.0166421530558
o	0.0622324053429	0.346125757294	0.561747757078	0.0184341059758	0.00223020149606	0.0011493138563	0.000211917680284	0.0078685798186
u	0.0504258472143	0.167975289098	0.701171932359	0.0619414069919	0.0127208015654	0.00285160381877	7.72496887613e-05	0.00283596006287
k	0.0206192687381	0.0827558070327	0.761768657453	0.101405080664	0.0247026871885	0.00585911060626	3.79433355871e-05	0.00285146251096
o	0.0262795248127	0.0455193170109	0.607955325818	0.259826871888	0.0473163803962	0.00951369603542	4.01479638624e-05	0.00354871613699
r	0.0283157015042	0.0370066510036	0.432345758606	0.397812427296	0.0686385747987	0.0161834753451	0.000235895231287	0.019461505179
a	0.0167049234014	0.0284194563345	0.304523528202	0.460452012432	0.145066922933	0.020173051115	0.000315926990429	0.0243441758263
s	0.0127676546005	0.0244946227782	0.135226993067	0.590365517477	0.185932692644	0.023137277705	0.00048411737681	0.0275911170421
ì	0.00848535176683	0.0219173517261	0.071651890789	0.544390189159	0.297235482548	0.026727469235	0.000532416745603	0.0290597973474
u	0.00568104684228	0.00964177787537	0.0259471274297	0.353127613053	0.545988794183	0.0459764984117	0.000454591668534	0.0131825197825
è	0.00341547670076	0.00512621962512	0.0099209918099	0.190277334351	0.706277931394	0.0713201094706	0.00154178815618	0.0121201509275
n	0.00297433673359	0.00598828670837	0.00463198023663	0.10715073645	0.758769860465	0.0918369931569	0.00714715881873	0.0215006506425
a	0.00228259824453	0.00636441056946	0.00266167484554	0.0718077104833	0.730359303488	0.150564871052	0.0133733126062	0.0225860967142
n	0.00549582918151	0.0317927495232	0.00278309744851	0.0561249024944	0.601613311163	0.169604487017	0.0469447478687	0.0856408594047
e	0.00822586329384	0.0412504123744	0.00294369791617	0.0421971341648	0.445662560388	0.281188749006	0.0673096126229	0.111221974135
à	0.00981576866461	0.0213618033248	0.00427016063872	0.0252053090549	0.301123836796	0.352553723002	0.158087570874	0.127581815712
s	0.0094034718882	0.0210539711083	0.00425834490624	0.0175009173516	0.153693560599	0.215613011001	0.425200990291	0.153275708571
p	0.00796420796273	0.0216854263694	0.00358721499541	0.0099714475172	0.069065174933	0.096856042317	0.678584896764	0.112285559524
r	0.0142528543209	0.0249588747898	0.00963526266514	0.00926324523907	0.026752459711	0.0331390053223	0.797437665588	0.084560576508
o	0.0137887416736	0.0206574529299	0.0106584250217	0.0129600780797	0.0318073309037	0.0451087143408	0.614323855196	0.250695352169
</S>	0.0082012411868	0.011310258465	0.00685490971085	0.0142987705399	0.0470288944519	0.0727754521704	0.401054327598	0.438476126085
