 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.5067463035	0.176724928	0.31222497035	0.00044499563015	0.00090056872325	0.00154281808041	0.00013615416188	0.0012792783207
ò	0.2299967435	0.413261469333	0.34732184345	0.000960145043383	0.00263223810775	0.00228459789347	0.000169993580627	0.0033729868069
t	0.218306921167	0.535287076444	0.20683164115	0.00164007668113	0.00544449520258	0.00168035596449	0.000322476603542	0.030486958269
t	0.468964893722	0.360425215481	0.125855997383	0.00142960560371	0.00472302451086	0.000769445938163	0.000346129903181	0.037485683443
i	0.470768635574	0.46396587516	0.050091435461	0.000557384726737	0.00165005895562	0.000289954769621	0.00012237343216	0.0125543200913
ì	0.166705447891	0.78514427172	0.0427109011537	0.000387368911079	0.00070122666054	0.000107465867774	4.12885028533e-05	0.00420211796843
r	0.105561300997	0.73578951724	0.113067733718	0.0106865179904	0.00775161505351	0.000391451193591	0.000646247647318	0.0261057056705
t	0.214761453666	0.558880482413	0.161889554573	0.0147291911635	0.0111636219178	0.00162475506453	0.00114466818244	0.0358063250902
e	0.206699827222	0.474079877471	0.291749991524	0.00574859120117	0.00494160782827	0.00170500935984	0.000679183022847	0.0143959168567
o	0.0739794381073	0.29847157349	0.616491783841	0.00340252771372	0.00190290719842	0.000649104541613	0.000227496306816	0.00487514792023
G	0.0255081411358	0.129937302163	0.83885658128	0.00265611081457	0.000918057072807	0.000326445883871	8.54573824387e-05	0.00171184049808
i	0.0528562557786	0.260223364054	0.68458689376	0.00108053514819	0.000359463605602	0.00018763395129	4.25537514796e-05	0.00066325872936
o	0.0619319380595	0.295225758018	0.640235211253	0.00188928978273	0.000210638396534	0.00017578200043	1.99116736932e-05	0.000311472519787
v	0.0217870814532	0.133768418339	0.831953117084	0.0110313650276	0.000447910965511	0.000532990080143	9.83294709773e-06	0.000469272336596
à	0.0252608144511	0.0797781437797	0.602688501028	0.281352573009	0.00311346450184	0.00518466686005	7.56532960326e-05	0.00254616877887
n	0.0416950201504	0.0459563392599	0.245630919009	0.609172904336	0.0160530001673	0.00849806812002	0.00176549949868	0.031228225993
n	0.261157550717	0.02230616842	0.10874547967	0.465184546779	0.0196253825891	0.00692227270667	0.0268412088329	0.0892173566643
i	0.366456590239	0.09985170214	0.136740923223	0.22366577426	0.016864244063	0.0193522084022	0.0339464969776	0.103122045555
e	0.17058975708	0.125157080713	0.169534254408	0.37944065142	0.0448376553543	0.0397912608007	0.0118863214425	0.058763027185
A	0.0581360183267	0.047740756471	0.0850787769693	0.617127910473	0.101490178451	0.0641088189336	0.00429484223083	0.022022705395
n	0.0208593770422	0.018960095757	0.0317879525898	0.714326150158	0.136809372817	0.0630655469779	0.00269171874361	0.011499786465
n	0.0468905076474	0.0131729442857	0.0148217699633	0.539248186719	0.095944142939	0.0352205366593	0.0411007725812	0.213601135822
a	0.0649849655491	0.0167886847619	0.0150275386544	0.218530726573	0.114887309646	0.213231997886	0.0549531745271	0.301595613941
g	0.0339744475164	0.0149097405873	0.0295566105515	0.187927063191	0.189628883215	0.339997665962	0.0327299761757	0.171275626647
i	0.0201504811721	0.0142187338624	0.0391154101838	0.17305723973	0.182215291072	0.417659855321	0.0253444299252	0.128238558882
à	0.0138834140574	0.0114526150541	0.0258069179279	0.0630686372433	0.163381417024	0.632335405107	0.0145930271751	0.075478586294
ì	0.00532010883247	0.00509374151803	0.00991624834263	0.0246109097478	0.150916775675	0.726292968369	0.013508541725	0.0643407387647
c	0.0162523500908	0.0102222145727	0.0149054572809	0.0125879525826	0.195897481892	0.63825280279	0.0158075229083	0.0960742495882
h	0.0691840906969	0.0117980030909	0.0158417004803	0.00990290072753	0.172971970964	0.362091555597	0.148929569303	0.209280256529
e	0.0729596151656	0.00489332746363	0.00599252751343	0.00569304032251	0.0661580533213	0.257560706532	0.207580136434	0.379162632176
p	0.0273200479885	0.00488947202121	0.00695626580448	0.00255331745417	0.0313990767738	0.236044208844	0.141970862145	0.548866734059
l	0.0220520963295	0.00599653780707	0.00815229970149	0.00175392268472	0.0155362690246	0.109905874948	0.188701547382	0.647901411353
ò	0.0189566081765	0.00389275900236	0.00419059769716	0.00110708188157	0.00626063796487	0.0864289136493	0.359939719127	0.519223670451
s	0.0113262574588	0.0105717529341	0.00590198092905	0.000963374913857	0.00996543251162	0.0948987065498	0.505544419709	0.360828103484
o	0.00899661948627	0.0128810114447	0.00651621735968	0.000932252917952	0.0112117142039	0.0766087865166	0.52615930657	0.356694114495
n	0.0122362694954	0.0133866876149	0.00931367616989	0.000883236952651	0.00745923443463	0.0611745011722	0.502171868857	0.393374518165
t	0.0315218134985	0.0133654792383	0.0102414268766	0.00107181421755	0.00604842477821	0.0391824005574	0.570824772952	0.327743886055
a	0.0309045841662	0.00505567037943	0.0038727557122	0.00078717059585	0.00240372652607	0.0320359483525	0.530191107651	0.394749062018
</S>	0.0166755365831	0.00312628258972	0.0024497522561	0.000636958832925	0.00164797321304	0.0425336161762	0.390612703825	0.542317181009
