 	voglio	che	Maria	viene	domani	</S>
t	0.80446703	0.040483216	0.13103331045	0.0014466440955	0.001696176129	0.020873604535
è	0.74295271	0.094813927	0.136878905817	0.00159743907183	0.00175840087633	0.0219985922783
l	0.812252683333	0.0957331563333	0.077825610939	0.000844980353943	0.00085338129211	0.0124901585261
o	0.575709632778	0.345760106111	0.0693659309797	0.000501075317981	0.00048603023367	0.00817724196103
e	0.204223135926	0.43856376337	0.34794063766	0.00574095468266	0.00019698992419	0.00333457890601
M	0.0949373669753	0.31648209579	0.578577222553	0.00749653507422	0.000113895186063	0.00239292943534
a	0.0852958239918	0.440176665263	0.468721517518	0.00419828120474	0.000100565930021	0.00150714807645
r	0.0882571546639	0.364417650088	0.542064455839	0.00441370706825	0.000180467400007	0.000666519113483
ì	0.272392031555	0.262442778363	0.45291359528	0.0114096936894	0.000375867476669	0.000466026687828
a	0.306426236518	0.205236354788	0.29820936176	0.179916191896	0.00489409884556	0.00531782138928
n	0.107051458506	0.128498746929	0.333444187253	0.376208547299	0.0398489069485	0.0149482044631
a	0.0877497631687	0.337122135643	0.214896426751	0.2864511641	0.0572651956495	0.0165153561544
r	0.0795888430562	0.384899643881	0.11095696125	0.184688816367	0.219072031883	0.0207937203848
t	0.287362446352	0.19957543996	0.0683952529833	0.147064840122	0.268220581294	0.0293814054616
i	0.359108109784	0.170570526653	0.0523337488944	0.080248661374	0.133701965765	0.204036971821
à	0.123775974761	0.124497562218	0.0530466732981	0.130466270458	0.214866179922	0.353347357274
v	0.0418871936203	0.0542352814727	0.027373641766	0.129239833819	0.518098493307	0.229165556758
v	0.0208482434068	0.163142001224	0.039267330922	0.0623834229397	0.535588374436	0.178770613253
r	0.0403613518023	0.447656880408	0.0675999136407	0.0405964326466	0.238147845812	0.165637560418
i	0.0420712879341	0.422839555469	0.0544524138802	0.0217343152155	0.0917393375373	0.367163052806
</S>	0.023997024967	0.246149470734	0.0360042509401	0.0155302886077	0.0468948856687	0.631424026403
