 	avete	fatto	già	le	verdure	</S>
i	0.91284675	0.0146674701	0.007325786801	0.001792538157	0.0423818306757	0.0209856659533
k	0.712031763333	0.1582109997	0.0144141949337	0.00277435245233	0.0449540602252	0.0676146296511
à	0.533070011111	0.3464489499	0.0246995219779	0.00268121865078	0.0199182854084	0.0731819995504
m	0.39866425037	0.4354579733	0.0561105356593	0.00444819965026	0.0114875711361	0.0938314495168
a	0.215163220123	0.4881780811	0.18805356522	0.00548620955009	0.00632182894137	0.0967970727489
t	0.106344612041	0.497918317033	0.341290155073	0.00885571818336	0.00245037007646	0.0431408331596
o	0.061969259347	0.348741605678	0.532368031691	0.0303737617278	0.00116599832882	0.0253813250199
g	0.0432993286157	0.187630465226	0.657920023897	0.0851665519093	0.00618690187961	0.0197966729733
i	0.0406500833719	0.128372436742	0.574146854632	0.22170771397	0.0083794720932	0.0267434276578
à	0.0393534397906	0.0602054592473	0.395598138211	0.458697291323	0.0232171444977	0.0229285708859
t	0.0207334409302	0.0394724174158	0.296696219404	0.503768363774	0.102793140499	0.0365364552953
a	0.0156161046434	0.0344670159719	0.250657506468	0.492524374591	0.1135712255	0.0931637584318
l	0.0127359053811	0.036406417824	0.151737387156	0.50014318153	0.102319163833	0.196657916144
à	0.0167558152937	0.0375968712747	0.0850394277187	0.358763047177	0.248648867944	0.253195948715
c	0.0435633684312	0.0466340510916	0.0755385062396	0.248978599059	0.246807921648	0.338477539572
h	0.0523857508104	0.0494953093639	0.0773595720799	0.21028745302	0.229396666216	0.381075253191
a	0.0284579093268	0.022552401188	0.0418478180266	0.16364438934	0.216614520405	0.526882991064
n	0.0188549621656	0.0975973594627	0.0529064716755	0.101454121447	0.081747939135	0.647439153688
a	0.0177925140552	0.123284766588	0.0574654935585	0.0712977998157	0.042078789045	0.688080627896
</S>	0.0125856950276	0.063382838444	0.0334926637793	0.0529065589079	0.0330494175225	0.804582843948
