 	hai	già	mangiato	</S>
ì	0.85296348	0.01664472865	0.037274749967	0.0931170525
s	0.62881028	0.0493423148833	0.127235171656	0.194612224167
e	0.3217074585	0.377688668294	0.133014286519	0.167589596722
g	0.115736184333	0.641608322765	0.14080246814	0.101853054241
i	0.0514096017777	0.698101727588	0.157325810713	0.0931628830803
à	0.0320175769259	0.572099159196	0.328715614904	0.0671676626934
f	0.0169311086753	0.238297084732	0.690376371635	0.0543954348978
a	0.0105386249251	0.117565826577	0.712611647212	0.159283888966
m	0.00804969362837	0.0804464315257	0.637436689071	0.274067162989
è	0.00773417069612	0.0362488553752	0.719379246357	0.236637750996
n	0.00799893646537	0.0193314001584	0.770862162119	0.201807533665
a	0.00540088288846	0.0181688688861	0.580936550706	0.395493707888
</S>	0.00588300144423	0.019482593443	0.385431200353	0.589203218944
