 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.4803932875	0.493355255	0.01588157995	0.00172782855	0.003285532045	0.0017521208115	0.0023869660155	4.34448985e-05	0.001174005512
n	0.1829978925	0.762991838333	0.0307219719833	0.00554158858333	0.004098757415	0.0019174498705	0.0025626231385	4.59000161667e-05	0.009121983504
è	0.0722403361667	0.799829519444	0.0732280096611	0.0338883858611	0.00565312887167	0.00152262049017	0.00141629904617	4.95718520556e-05	0.0121721489347
r	0.0347642757222	0.770717059815	0.0901447832204	0.059781905287	0.00630503395722	0.00161142203006	0.00111560956206	0.000133414360685	0.0354265404116
k	0.0178115109074	0.588617866605	0.290978344407	0.053720803429	0.00462805348574	0.00129671747669	0.000754423650687	0.000160692820228	0.0420316140989
e	0.00787365860247	0.289165479868	0.636428114802	0.0471088754763	0.00407231539525	0.00083852184223	0.000383627533562	7.59928141427e-05	0.014053413548
s	0.00424899790082	0.130492320289	0.714121038267	0.138171221159	0.00610637853175	0.00125222763074	0.000332618077854	0.000101138225448	0.005174072536
e	0.00346112320027	0.0658180660963	0.614932679422	0.28562011372	0.0256994938439	0.00175377311025	0.000375222042618	0.000113451785816	0.00222608394533
k	0.00297101166676	0.0326635283654	0.462069293141	0.463015664573	0.035300401948	0.00168343733675	0.000339144354206	6.07856316053e-05	0.00189671338178
u	0.00295250598892	0.0186482816218	0.269899557714	0.573826154858	0.128971496983	0.00324402061225	0.000542190908069	4.93238052018e-05	0.00186644110059
à	0.00229885547297	0.0109426126073	0.125744682238	0.629906284953	0.224604138994	0.00481808920408	0.000647599989356	3.53869347339e-05	0.0010023417502
i	0.00097341736099	0.00446705251243	0.048040995546	0.593004954984	0.333203569665	0.0182356674014	0.00122847311645	3.7655829578e-05	0.000808258560067
s	0.000883593446997	0.00201463361414	0.020488213982	0.491181068328	0.436822316555	0.0425258524671	0.00193772733882	7.5205780526e-05	0.00407140765336
à	0.00153114961567	0.00241212623805	0.0125456834273	0.362409287776	0.445622498852	0.163410844156	0.00560245821294	0.000138958880175	0.00632697621779
m	0.00285145673856	0.00323548107935	0.0115235482424	0.244542890925	0.446286676284	0.257593891385	0.00904446307098	0.00227674277339	0.0226448740726
b	0.0135105732462	0.00560294702645	0.0299538887475	0.220961533642	0.331044188761	0.315701913795	0.0198434520237	0.0300875946578	0.0332939303575
a	0.0154869422554	0.00538518004215	0.0315109803825	0.126517344714	0.16656007192	0.464910591265	0.131830788341	0.0387393963193	0.0190587049192
s	0.0080461515918	0.00695683354738	0.0246295835942	0.074142811738	0.09163446964	0.560379593755	0.16789023078	0.0419056185398	0.0244147161064
u	0.00560940333727	0.00743267150913	0.0216893635581	0.054361720046	0.06048192988	0.443563267918	0.338678164927	0.0430713187466	0.0251121892688
v	0.00229892745242	0.00311112332971	0.00857093387937	0.023567649482	0.03499984096	0.395175089306	0.466267268309	0.0247344074822	0.0412747903229
o	0.00116867481747	0.00168552863657	0.00421290229312	0.0132997953273	0.02533866232	0.365063196435	0.519456069436	0.0221872098274	0.0475879688743
r	0.00265212607249	0.00231667273886	0.00465056376437	0.0109750196091	0.02167949044	0.259343208812	0.571201896479	0.0402543989425	0.0869266017248
à	0.00351738179083	0.00288430247962	0.00513421955479	0.0103507730364	0.0186358325467	0.202820126271	0.566934318826	0.0782105499808	0.111512497242
z	0.00319345716361	0.00245503559321	0.00448314138493	0.00614374804547	0.0129961579156	0.12622447209	0.523275296275	0.226178074994	0.095050632414
o	0.00284632484454	0.00206086773107	0.00416366552831	0.00519622161516	0.0158132413052	0.100518340697	0.387691322092	0.346254124998	0.135455884138
o	0.00145030487151	0.00147916691036	0.00312731644277	0.00387600583839	0.0163345224351	0.071122865899	0.345097164031	0.417464524999	0.140048108046
t	0.00103762712384	0.00160344623679	0.00353239048092	0.00399297284613	0.014231112645	0.053548337633	0.242797754677	0.570606141666	0.108650214682
s	0.00254355294128	0.00389486501226	0.00660653672697	0.00294895444871	0.008881078315	0.033053063211	0.137444813559	0.686207397222	0.118419740227
o	0.00315322054709	0.00452523343742	0.00711404820899	0.00158337815957	0.00615488237167	0.024704080737	0.13593031652	0.577930259074	0.238904576742
m	0.00186076024903	0.00266956237914	0.00431439996966	0.00126164626319	0.00549749375722	0.0218271640123	0.133470854507	0.583354289691	0.245743862247
ì	0.00143699984968	0.00188329549305	0.00302838135655	0.0010054630544	0.00328057121907	0.0126720561041	0.0657529448357	0.528781309897	0.382159037416
</S>	0.00122750182484	0.00125778059652	0.00195403582828	0.0007643749272	0.00262152710954	0.0119271630521	0.0580605489179	0.315568509948	0.606618618708
