 	le	melanzane	vogliono	girate	</S>
e	0.94450998	0.01911234717	0.0099317185715	0.00194019561751	0.024505863589
m	0.87319218	0.04671344139	0.0121287386905	0.00211350500584	0.0658522071963
a	0.84959456	0.0796253837967	0.0063857321135	0.00089839513528	0.0634959651988
r	0.624687393333	0.292406974599	0.00774418542117	0.00057632721176	0.0745851311996
a	0.365138347778	0.546773331533	0.00918440024039	0.000528666350587	0.0783752377232
n	0.244773064593	0.613971797178	0.0270756005135	0.000802738996862	0.113376793231
g	0.411245573531	0.424952382393	0.0328196764712	0.00212962786562	0.128852798744
i	0.741789271177	0.193673637464	0.0146195674571	0.00215070795521	0.0477668943813
à	0.557097825059	0.397650472488	0.0218323954857	0.00121119165174	0.0222081509271
n	0.21177220592	0.474832100829	0.268055122495	0.00371164345058	0.0416289239757
e	0.193868378207	0.241453270276	0.501814937498	0.0145073621502	0.0483560339919
e	0.186430207602	0.118862990759	0.617954062499	0.0474465140501	0.029306211664
t	0.064466778734	0.0562289849197	0.778543754166	0.0633598926834	0.0374005775547
è	0.0354383059113	0.0346036399732	0.638176838055	0.253455602228	0.0383256005182
l	0.0250313398371	0.0220201269911	0.565635009352	0.331963190743	0.0553503235061
u	0.0179526661457	0.0149293383304	0.465950343117	0.410973653581	0.090193984502
n	0.0164589168819	0.0123469201101	0.232724701039	0.60791301786	0.130556421501
v	0.0114179941273	0.00779590757003	0.14548204068	0.42540906762	0.409894987167
o	0.0105662267091	0.00486109239001	0.0593891588933	0.312769450873	0.612414075722
t	0.00849653323637	0.00631524513	0.0775625679644	0.455721970291	0.451903691907
i	0.0160461270788	0.00981105771	0.0850662436548	0.40214776343	0.486928830636
m	0.0196024076929	0.0106194252367	0.0437259242183	0.359395741143	0.566656543545
m	0.0157239255643	0.00734929874557	0.0301759567394	0.340797437048	0.605953414515
è	0.0113636108548	0.00368217991519	0.0170611945798	0.164060096683	0.803832924838
n	0.0180793482849	0.00826255030506	0.0190127705266	0.281496746561	0.673148588279
e	0.0211180754283	0.010129109135	0.0199784653089	0.319743791187	0.629030576093
</S>	0.0125653167141	0.0058232846175	0.0109642903545	0.168767029093	0.801880118047
