 	non	mi	aspetti	che	non	vengo	</S>
m	0.600939435	0.0343461035	0.34373088775	0.001724354028	0.0015850238815	0.00843022655542	0.009244020585
ì	0.460855185	0.1546321465	0.350031663917	0.00244329520933	0.0026988229605	0.00928652451847	0.0200523875283
m	0.425627011667	0.2618773155	0.278941132639	0.00275495710311	0.00261691932017	0.00610123470616	0.0220814276761
e	0.232206954889	0.450695855167	0.293888084213	0.00546856853437	0.00157580718339	0.00418665217705	0.0119780578087
m	0.085992134963	0.453236316722	0.441257708071	0.00978559717812	0.00166555240446	0.00208665120068	0.0059760263529
ì	0.055387267321	0.390506103907	0.483238056024	0.0622410840594	0.00299278973482	0.00142106453689	0.00421365635097
n	0.0455333614403	0.380286761302	0.473942138675	0.0889289030198	0.00484243674494	0.0021315435823	0.00433486101699
i	0.0316676684801	0.201647073767	0.437994333892	0.309933722673	0.011571667915	0.0025510499941	0.00463446880566
k	0.0259644237934	0.136906121256	0.353427012297	0.426134837558	0.0230551686383	0.0186472971314	0.0158651304019
a	0.0138695755645	0.091165238752	0.323325081766	0.381636542519	0.134176960879	0.0303212517105	0.025505365134
e	0.0104607870215	0.0549514729173	0.114239390589	0.355959997506	0.352970720293	0.0701651739035	0.041252503378
n	0.00589805630717	0.0347173466391	0.0444291891963	0.173457721169	0.395302816764	0.288637857968	0.0575570524593
è	0.0152501349024	0.040857296213	0.0182577308521	0.081076504723	0.325643395588	0.474886432656	0.0440285411531
r	0.0176375127108	0.0380598477377	0.0076902121707	0.0421187407743	0.228022216196	0.627474870885	0.0389966337177
k	0.0272833569803	0.162423358246	0.0178272848236	0.0344865071248	0.0980899630653	0.529146141628	0.130743395573
o	0.0304953895601	0.203010860849	0.0198833466412	0.0314016104416	0.0483829840218	0.251316875209	0.415508931858
m	0.01096129932	0.0773667600497	0.0279000605804	0.0155994775472	0.0285545696739	0.21046719507	0.629150630619
e	0.00523778467333	0.0370385753499	0.0305264400868	0.0102249882824	0.020510628558	0.163720863023	0.732740696873
</S>	0.00405434133667	0.0219265481749	0.0153799798834	0.0058412187912	0.013220224279	0.117925458512	0.821652198436
