 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a	0.452069632	0.106373515	0.4254429655	0.00594300058	0.00227564455	0.00307285074	0.002359918839	0.000901477225	0.000671221225	9.60751383e-05	2.98436168e-05	0.00021352634005	0.000550316985
n	0.161449731333	0.092995315	0.715762205167	0.01304339286	0.00401313898333	0.00478683191333	0.002725792613	0.000977655041667	0.000698263348333	0.0001081390621	3.70288056e-05	0.000227768922683	0.00317471292833
ì	0.056601689711	0.0633734176667	0.847085185056	0.01603247462	0.00415769479444	0.00475841640444	0.00172250313767	0.000768138547222	0.000418627949444	0.0001688120267	3.01063618667e-05	0.000124807881561	0.00475812264278
c	0.0696162565037	0.151487761889	0.604320050352	0.02558245454	0.0327660405981	0.0198255715681	0.00769520537922	0.0501140828491	0.0263357345431	0.00119888071223	0.00218680262729	0.000326629885187	0.00854456121426
h	0.113888025501	0.208127119296	0.349355415451	0.0761791975133	0.0734767285327	0.032057037856	0.00968878845974	0.0710577329497	0.0511640438477	0.00190589223741	0.0030805139991	0.000415312308396	0.00960423267142
e	0.0796707072337	0.110555204299	0.256155558817	0.389679222504	0.0693121461776	0.0221182442853	0.00391564541991	0.0285620538132	0.0333772539342	0.00112695583347	0.0012128837857	0.000198217629799	0.00411595180714
n	0.0289153947112	0.0406738029663	0.0913442652723	0.628629554168	0.125302642059	0.0513109544284	0.00745822573997	0.0107989099344	0.0119961643631	0.00071671616549	0.0005038937579	9.7820076933e-05	0.00225169678571
d	0.0712819051371	0.0197371313221	0.0352020206241	0.488715264723	0.204243560686	0.0811759201428	0.01277893058	0.0268585944781	0.0536642941877	0.00125655545516	0.0028198583193	0.000198960538978	0.0020670119619
i	0.0840387368257	0.011688304574	0.0127066576747	0.509124348241	0.206485440229	0.0628170233809	0.00912670026	0.0311863068794	0.0667360121646	0.00112972282839	0.00349997968977	0.000207551805659	0.00125323528063
s	0.0291164489552	0.00538339239133	0.00687789275823	0.607457762747	0.22947044341	0.068727933127	0.0100873574867	0.0124774994131	0.0232463882902	0.00232132718613	0.00162371787992	0.00042179940122	0.00278808565354
ò	0.0110624954517	0.00331538536378	0.00474576251274	0.405173296916	0.402982771137	0.134138479709	0.0160627898289	0.00635751720437	0.00874258581273	0.00270198163471	0.000995584556307	0.00049327281174	0.00322812201885
n	0.00517681851723	0.00268761162126	0.00577641216425	0.251779008305	0.524895167046	0.170887733236	0.0234372466096	0.00315348283479	0.00329365895358	0.00147926321757	0.000475324081769	0.000299421971913	0.00665887237395
t	0.0120195119724	0.00224617770709	0.00632216398808	0.190420896102	0.457157622349	0.130121157745	0.0277625675365	0.0309686473783	0.129115140418	0.00221988357252	0.00267265712726	0.000557900447304	0.00841568729132
a	0.0134346494841	0.0013544255357	0.00235028304703	0.0728531675007	0.43664429745	0.209353529248	0.0387835438455	0.0452696617928	0.170779970073	0.00193719789084	0.00327676603442	0.000515707414268	0.00344681319044
o	0.00474532202137	0.000796387018567	0.00177015533334	0.0280025121669	0.413648022483	0.404631953083	0.0640366266152	0.0220534871643	0.0570256003697	0.00076609033028	0.00110666109414	0.000180898378923	0.00123631094015
a	0.00188112180712	0.000807631546189	0.00319327781111	0.0136696039223	0.308398680828	0.525316794361	0.112971105538	0.0130036357881	0.0190539778452	0.000574808543427	0.00037706301738	7.71750319743e-05	0.000675164463383
t	0.00123532056904	0.00122886214873	0.00702779343704	0.0119914306408	0.216066283609	0.495030331454	0.237350945179	0.015577732096	0.00672239209173	0.00169909454781	0.00023513765446	0.000263938207325	0.00557077735446
r	0.00900498738968	0.00775862851624	0.00834011101235	0.0120139605469	0.150180321203	0.320587291818	0.272864688393	0.131490906365	0.0391425861972	0.0072489311826	0.00320115963815	0.00546583700244	0.0327006414515
e	0.0115425765299	0.00985355327208	0.00448469267078	0.0071480784823	0.085302325401	0.181201626606	0.339687509464	0.252997335455	0.0509581983991	0.0088019731942	0.00420071292605	0.00700816309081	0.0368133041838
f	0.00546456477663	0.00454023999069	0.00347101335693	0.0054118472941	0.0480390051337	0.123906860202	0.492995826488	0.225836618485	0.0229866067997	0.00924887219807	0.00460262635535	0.00909322512027	0.0444027217613
f	0.0112958911255	0.00613090646356	0.00338368200231	0.00826123859803	0.0458499953779	0.074233197734	0.363389268829	0.362620026162	0.0514134065999	0.00966405119936	0.00603552101845	0.00985921724009	0.0478635907204
ò	0.0131252721418	0.00657287665452	0.0014393149341	0.00689608156601	0.0339696787926	0.0449042282447	0.39218764961	0.408017702054	0.0603702708666	0.00790316119979	0.00390053303948	0.0034492330567	0.0172639615168
m	0.00935795181393	0.00474248721817	0.0168613503614	0.00417131808867	0.0164641195975	0.0361159924149	0.569515103203	0.215376795685	0.0269022716222	0.0181797370666	0.00478064381316	0.0389221921289	0.0386099896489
m	0.0268253192713	0.0109673655727	0.0223653485205	0.00385065212956	0.0104081573658	0.0245439932716	0.388666101068	0.227922780228	0.0967703732074	0.0275772926889	0.0218750789377	0.0624816413763	0.075745865883
u	0.0290357577138	0.0115896447909	0.00787628286017	0.00262763940985	0.0078721182886	0.0188655005572	0.186302530356	0.272406453409	0.183124257736	0.153414366896	0.0342828053126	0.0331651392921	0.059437513961
o	0.0100163298313	0.00437503168363	0.00312956957339	0.00187762113662	0.0073854790962	0.0213879381857	0.112864624785	0.166991763803	0.166226485912	0.407585182299	0.0485596211042	0.0168404749307	0.0327599243203
n	0.00501547341377	0.00251447331454	0.0051444128578	0.00266080807887	0.00620210803207	0.0170399830619	0.0682555849283	0.0692754812677	0.100547969637	0.555648327433	0.0823670523681	0.0378148453102	0.0475135204401
ì	0.00475388320459	0.00349265103818	0.0061955615526	0.00377536252629	0.00546806591069	0.0115696670206	0.0444403283094	0.0313885774226	0.0603491775457	0.581139275811	0.150056507456	0.0504533511034	0.0469176226467
c	0.0091903039682	0.0117667453461	0.0227406717842	0.0095514928421	0.0146053012036	0.0211023660069	0.0310525161031	0.0143061802409	0.0444380358486	0.49184292527	0.156302129152	0.0734680263678	0.0996333367156
h	0.0136874036561	0.0129870443254	0.0274331289681	0.0101609697854	0.0160677021112	0.0222034058256	0.022756921801	0.0102103995136	0.260599945283	0.279225572757	0.135068716384	0.0727328801226	0.116865942905
a	0.0093801743287	0.0049917312518	0.0093552797627	0.00384009353313	0.0065864370804	0.0100315252652	0.0117793157003	0.0097993539712	0.341545030761	0.263370468586	0.184314398795	0.0349087727075	0.110097421635
p	0.00376186251957	0.0026221741506	0.00730981565423	0.00268545341104	0.00456622389347	0.00721094225507	0.0082060984001	0.00563897352373	0.126487025487	0.311682342862	0.148863585932	0.0410291389025	0.329936340545
à	0.00209905860652	0.0025264749502	0.00778710245141	0.00325627493701	0.00409694716449	0.00544305191836	0.0046056480667	0.00338175364124	0.048752904729	0.286270037621	0.161227064977	0.114874429634	0.355679223515
r	0.00274800513551	0.00319098791673	0.00997128905047	0.00483613631234	0.00326920208816	0.00410028803945	0.00341497022223	0.00275386578041	0.026901784243	0.40282106254	0.224919268326	0.150370846545	0.160702276505
o	0.00286760011184	0.00270941213891	0.00941127101682	0.00429372998411	0.00215548106272	0.00304878207982	0.00486826884074	0.00283215919347	0.017469919081	0.342460658513	0.183983211442	0.292283532182	0.131615994168
n	0.00368887487061	0.00377161617964	0.0218726143389	0.00479297320804	0.00322906135424	0.00428777919327	0.00561170241358	0.00281331486449	0.0104344220937	0.228139723838	0.150814505814	0.400054800727	0.160488634723
t	0.00918191552354	0.00385971162655	0.0260071442596	0.00469515556935	0.00331466035141	0.00370258981776	0.00310408543786	0.00307617465483	0.0447547860979	0.182015977279	0.346513205271	0.248941656909	0.120832966908
a	0.00897763540785	0.00186383004218	0.0088456101332	0.00191054335645	0.00215688541714	0.00311259852592	0.00458684964595	0.00388279361828	0.0570396500326	0.0783030504263	0.381105031757	0.23008780897	0.218127730969
m	0.00505709370262	0.00346180064739	0.0208836049444	0.00307642065215	0.00275714220571	0.00416736314197	0.00500625874865	0.00264825355943	0.0210406008775	0.0534423378088	0.155722584919	0.32920981299	0.393526743656
e	0.00384351030087	0.00440127454913	0.0253316692815	0.00386620461738	0.00313860806857	0.00421793218066	0.00300355471622	0.00150679790648	0.00849993782583	0.0385817409363	0.0697477026397	0.439026757663	0.394834324552
m	0.00260037106696	0.00362672581638	0.0194020393938	0.00358636507246	0.00353395292286	0.00507989139355	0.00259663750541	0.00127247346883	0.00419754092194	0.0261036276454	0.0376862818799	0.596059719221	0.294254381517
e	0.00209024195565	0.00319104667213	0.0173753266646	0.00336726535749	0.00368271077429	0.00535114179785	0.00229037713514	0.00113554952294	0.00264375972065	0.0207931470485	0.0247725576266	0.63229938974	0.281007517172
a	0.00115210758522	0.00214586839071	0.00959710042153	0.0035431394525	0.0062440471581	0.00740544659928	0.00213442044505	0.00164437327431	0.00267436780688	0.0166184801828	0.0171564625422	0.572835713247	0.356848492391
</S>	0.00083091364261	0.00185311964535	0.00972510221076	0.00454079772625	0.00915762107905	0.0100048657996	0.00197380687252	0.00208258133716	0.00260524910344	0.0179180070914	0.0144428572711	0.552403256623	0.372461816196
