 	mi	si	gonfiò	il	dito	</S>
m	0.591282725	0.0232933095	0.335296818	0.0095491380247	0.002696176163	0.037881845767
u	0.300337993333	0.0687771951667	0.579709506	0.0098770250749	0.00278426708767	0.0385140458223
b	0.155087559444	0.0892847217222	0.723682712	0.0054116386583	0.00112617377589	0.0254072131741
r	0.134128469815	0.0519931175741	0.788132247333	0.00411446915277	0.000512356845297	0.0211193135914
i	0.127666508272	0.058393372858	0.799493702444	0.00504769175092	0.000254068015099	0.00914463063047
s	0.065012841924	0.058696682286	0.854429220815	0.00784679958364	0.000790153298366	0.0132243141102
t	0.0349356791413	0.0254158139953	0.913303930272	0.0101481315279	0.00111133929946	0.0150851185701
ì	0.0273735735471	0.0178957818984	0.844142086757	0.093190428176	0.00105346943315	0.0163446837234
o	0.0142351260824	0.0160843142995	0.545014217252	0.405303442725	0.00245205311105	0.0169108650745
d	0.0077352575608	0.0106257007665	0.252871210751	0.689507847575	0.00470596707035	0.0345539955248
à	0.00880489898693	0.00924865192217	0.120427863084	0.812923435858	0.00927960815678	0.0393155289749
t	0.00884840252898	0.00944655130739	0.0466810548613	0.735818358619	0.158264503719	0.0409411484583
t	0.0854010507097	0.00942944276913	0.0553694626204	0.54910187954	0.23550497324	0.0651931944861
i	0.11032331857	0.00759661958971	0.0726129995401	0.43630597318	0.25290927308	0.120251818162
l	0.0389740159567	0.0060182695299	0.0560634118467	0.259215184393	0.50031264436	0.139416484387
o	0.0235025040856	0.0116178961766	0.0358614239489	0.183376574798	0.52058706812	0.225054529796
</S>	0.0261694580428	0.0173897675883	0.0236498419744	0.211452187399	0.37909109906	0.342247634898
