 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.860249075	0.09168512755	0.039604461345	0.0037373194172	0.00090900586	0.000678081105715	0.00020756306978	0.00292938201528
m	0.617854025	0.21483599585	0.152893930448	0.00433478283907	0.00109353507667	0.000749288625238	0.00021718635226	0.00802124300509
à	0.344883108333	0.45539075195	0.188559313483	0.00223867867969	0.00056945427389	0.000327702180413	8.39372538533e-05	0.00794705754836
n	0.219621606111	0.569106787317	0.137334574494	0.00226657792656	0.00047045175963	0.00101024284214	0.000267350742051	0.0699224100628
a	0.147819433037	0.627623279106	0.129971658165	0.00219754274885	0.000424418578543	0.00123236697828	0.000327427595784	0.0904038672116
m	0.0751520553457	0.712553626369	0.164496866055	0.00478223635628	0.000791713508181	0.00083533302366	0.000285453727028	0.0411027385945
u	0.0621429717819	0.596141042123	0.306792795352	0.00817947211876	0.00101539657606	0.000738176096553	0.000295318894009	0.0246948738948
i	0.0504709009606	0.346042590708	0.587344498451	0.00691339820625	0.00049147690202	0.000289239098851	0.00012534653957	0.00832258295493
p	0.0184525984202	0.137998441236	0.83139986615	0.00825888156875	0.000429885154007	0.00012659669295	5.73171864233e-05	0.00327644437831
u	0.0109274125401	0.0762827380787	0.87126707205	0.0369503198562	0.00128386103467	0.000177607292983	8.24778621411e-05	0.00302854435944
l	0.0098658508467	0.0674835460262	0.791555974017	0.0669607012854	0.00612700767822	0.00135972031099	0.000301261950714	0.0563459539198
ì	0.0113474726156	0.0513112513421	0.551786751339	0.296922825095	0.0119628735594	0.00303376690366	0.000399768376905	0.0732352901066
z	0.0113739012052	0.0317119237807	0.351944677113	0.511482008365	0.0185735138531	0.00820011643455	0.00211869921897	0.0645951455022
z	0.0585609530684	0.0246788477602	0.224956154704	0.540636669455	0.0541073832844	0.0197403298115	0.00367153703966	0.0736481328341
e	0.0734789176895	0.0167111387534	0.0838615472347	0.583054973152	0.175841447761	0.0266990352705	0.00249707713322	0.037855885178
t	0.0272051834298	0.0142063749178	0.116926925745	0.496534591051	0.233973339254	0.0256578217568	0.00364293393107	0.0818528249593
o	0.0121559486766	0.0128001099726	0.129437349582	0.353974333684	0.291978823085	0.0969834652523	0.00571753091036	0.0969524491864
s	0.0064614444922	0.0100605366575	0.0835722988607	0.257979517895	0.396749497695	0.139482865084	0.00508891597012	0.100604950595
p	0.0122658480974	0.00874406788583	0.0643699125202	0.200039622632	0.511006502565	0.0946684233613	0.00410358559004	0.104802080532
ì	0.0139365667658	0.00591771249528	0.0237411505067	0.143460320877	0.555823670855	0.202991292787	0.00415160313001	0.0499777371773
t	0.0068767241886	0.00652534636509	0.0214573496022	0.0924064236257	0.540839366952	0.258663097596	0.0170059980433	0.0562257157258
i	0.00560092876287	0.00768034958836	0.0217609561007	0.0678618755419	0.410366012317	0.383096189199	0.0496308193478	0.0540029039086
k	0.00403268782096	0.00535035566279	0.0199368802669	0.0415113921806	0.216809817439	0.5607763964	0.0650976544493	0.0864848466362
à	0.00389364234032	0.00412489715426	0.0174960903556	0.0214840908935	0.140190905813	0.6221402988	0.0961580028164	0.0945120968787
i	0.00339662636011	0.00287592845142	0.00735980035187	0.0116498261978	0.070950195271	0.560810732933	0.198974657605	0.143982243626
m	0.0018937046667	0.00319948738381	0.00670563408396	0.0104294517993	0.0664254284237	0.386175510978	0.305251705868	0.219919071209
è	0.0016071872889	0.00308851172794	0.00556758712799	0.00819183136643	0.0520991144746	0.252675860326	0.527257945289	0.149512003736
r	0.00183989836297	0.00309012840931	0.00309901234266	0.00430293218881	0.0254613051582	0.132829912109	0.746152315096	0.0832245545787
i	0.00165431618766	0.00293347378977	0.00213943088089	0.00358263056294	0.0178628043861	0.0829476943697	0.534507251699	0.354372431526
</S>	0.00116828844383	0.00185512937489	0.00128610829045	0.00334187158147	0.012034673193	0.0570164296848	0.28675179585	0.636545715763
