 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
m	0.526019325	0.1751731765	0.02951943535	0.26296894991	0.000457681948535	0.0013606836478	0.000708043690175	0.000915072558145	0.00020805399186	0.00266949471705
ò	0.265463561667	0.3879358255	0.0465694517833	0.288385156637	0.00110444396285	0.0017228796826	0.00148317129672	0.00106935327271	0.00032939517062	0.00593670223902
t	0.276747703889	0.5067891485	0.0352809852611	0.149445332212	0.00119631948762	0.00143077652753	0.00147108639891	0.000589079900903	0.000758133306873	0.0262913800797
t	0.511626467963	0.3529456195	0.0242920627537	0.077920882854	0.000617004363873	0.000988475779177	0.000715133029637	0.000286623901301	0.000781620227024	0.0298260615299
i	0.490261971321	0.442136559833	0.0296545132512	0.0267607798013	0.000243150440491	0.000348035375126	0.000262427700279	0.0001079062776	0.000262663258421	0.00996198531217
ì	0.184312062107	0.753144396611	0.0464101087504	0.0122888213338	0.000125391024697	0.000125737593109	0.000111835181826	3.78772787e-05	8.8520246287e-05	0.00335526697626
r	0.140028137036	0.721741205537	0.0624363062501	0.0324828531113	0.00236480980157	0.0011396215537	0.00108904528194	0.000131151196233	0.00304324211756	0.0355436325654
t	0.217431199012	0.473858718512	0.20935142875	0.0414382890371	0.00338288518052	0.0017871879179	0.00160625989398	0.000348846115411	0.00416259133252	0.0466325733551
e	0.169107380671	0.267493116171	0.520958519583	0.0215568973457	0.00144529530804	0.000916591640567	0.000751267267427	0.000305301925637	0.00152338942881	0.0159421978154
è	0.0597625591037	0.143636012057	0.755718523194	0.0333739601152	0.00086002600388	0.000321897865789	0.000334719145242	0.000105983625379	0.000510788512137	0.00537551970213
t	0.0218541683812	0.0693329506857	0.823462641065	0.0702843680384	0.00844595336796	0.000629374039596	0.000815668268414	8.2784324793e-05	0.000620740081946	0.00447138080071
t	0.0429326002604	0.0359830262286	0.837387177022	0.0632807680128	0.0107096363393	0.00110124904653	0.00108002105614	0.000339359694931	0.00115929322732	0.00602687993357
a	0.0494537145201	0.0246359460762	0.824889539007	0.0907996033376	0.00369149633177	0.00076330648951	0.000549353709213	0.000384273893644	0.00089320300654	0.00393958504686
s	0.0194852507734	0.0293595776921	0.813457436336	0.126040037779	0.00228101167926	0.0021147509705	0.000409530543571	0.000604191059881	0.00106081749961	0.00518744441795
