 	non	so	cosa	stai	scrivendo	</S>
e	0.84029407	0.1451947165	0.00233737015	0.00060219445	0.00278008334885	0.008791654765
n	0.619735506667	0.336898032167	0.00399115628333	0.000965165216667	0.00472888821628	0.033681330255
e	0.335303698889	0.611948650722	0.00801780222778	0.00113950123889	0.00360456734876	0.039985862085
t	0.15494344763	0.774702803574	0.0121344617426	0.0022394514463	0.00833726995959	0.0476426393617
s	0.0876948605433	0.592897244525	0.255751007581	0.0057735409821	0.0099257659532	0.0479575818872
è	0.0664028735144	0.455612404842	0.445921802527	0.010088502994	0.0034225632344	0.0185518450291
r	0.0495484151715	0.581471934947	0.337926024176	0.012196368998	0.00677281902813	0.012084432643
o	0.0275641423905	0.445015195649	0.365479881392	0.144633294999	0.00803307672604	0.00927439314767
e	0.0211995727968	0.198970089216	0.397724827131	0.341195675	0.0294126779587	0.0114971699826
s	0.0135533970989	0.119694941405	0.258500740377	0.489485391667	0.0910859326529	0.0276796403275
ù	0.0176757798663	0.063781082135	0.124332442792	0.678705473889	0.0875722302176	0.0279330271092
t	0.0169873336721	0.0327723815783	0.0586335285973	0.64719985463	0.217431389406	0.0269755270364
i	0.0098530239407	0.0353130567261	0.0392728858658	0.519417914877	0.266818347802	0.129324791679
s	0.0074903261669	0.036633412842	0.0277647493886	0.392025858292	0.351080733934	0.18500493556
t	0.00542407990897	0.0199294908807	0.0286186915629	0.387781929431	0.401176624645	0.157069200187
e	0.00546852353632	0.0171674309602	0.031578597521	0.38069929181	0.196618968215	0.368467210062
g	0.00319471284544	0.0130007906534	0.015917429607	0.169509506603	0.315073536072	0.483304020021
r	0.00563347304848	0.0342539645511	0.0122213393023	0.154196106201	0.349409807024	0.444285290007
à	0.00969142918283	0.0403648462504	0.0104212341008	0.148252966067	0.349421397341	0.441848130002
f	0.00743248836094	0.0165198301501	0.00608965270027	0.0614369480223	0.62047716578	0.288043916667
i	0.00864525425365	0.00942788555003	0.00494398773342	0.0335455226741	0.517290066927	0.426147278889
</S>	0.0127875156268	0.00778821602501	0.00420341611671	0.029969913337	0.277053750963	0.668197189445
