 	si	è	rotta	la	coppa	</S>
e	0.7740323	0.16043912	0.025636132	0.0211710802	0.0023806126415	0.01634080562
g	0.500619	0.19746033	0.0399006246667	0.0304729610667	0.0223818802138	0.20916521854
l	0.2059487129	0.126126779433	0.0306905998222	0.266796197022	0.0618441850713	0.308593502847
à	0.1018015272	0.090370345911	0.0514213208741	0.526796775674	0.0631651323571	0.166444860949
s	0.0687872714	0.0831753833037	0.139195743625	0.415689305225	0.142673849786	0.150478426983
t	0.0483128661333	0.0358975385679	0.269880827875	0.348871455075	0.161292262062	0.135745070661
i	0.0385946744444	0.021806106656	0.232751116958	0.585233841692	0.055693189154	0.065921091887
e	0.0145763748815	0.0206410718853	0.0804737503193	0.768232413897	0.066291792718	0.0497846249623
c	0.0060447881605	0.0124986968951	0.0274959952064	0.527642737966	0.377925490906	0.0483922916541
ò	0.0163330855868	0.0279764632317	0.0127037845021	0.424105379322	0.477285568302	0.041595684218
p	0.0194872504723	0.0328904750772	0.00774620112403	0.392150971441	0.507085047434	0.0406400627393
p	0.0190412631008	0.0195046366924	0.0236741953313	0.316086718814	0.524773689145	0.0969195209131
a	0.0195572081336	0.0168188687641	0.0293924065104	0.319831229605	0.262959914382	0.351440366971
</S>	0.0108572772168	0.011224267682	0.0154678803552	0.216926649802	0.189546504191	0.555977403486
