 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.992171555	0.00408320405	0.00312269535	0.000351762478	9.330829625e-05	5.665366235e-06	0.0001718052505
a	0.981612988333	0.0120499136833	0.00551451378333	0.000448150992667	0.000121521704083	6.46756241167e-06	0.0002464469335
t	0.821378949444	0.103936663228	0.0646107545944	0.00177410129756	0.000472470910028	7.85279744706e-05	0.0077485045845
ì	0.722184516481	0.173841741076	0.0908554691981	0.00220913660919	0.000579553653343	0.000103010371357	0.0102265498215
ì	0.551605408827	0.342649410359	0.100669050733	0.00123255541306	0.000249490519114	3.7245305219e-05	0.0035568311505
c	0.268832299609	0.435315613453	0.264202130244	0.00446769950435	0.0015309763577	9.5906839973e-05	0.0255553829668
h	0.27854215987	0.254276436151	0.407955460081	0.0212379768348	0.00442113645257	0.000144111166658	0.0334227220556
e	0.24218148129	0.120542550384	0.59437725336	0.0266935516116	0.00432183041752	7.9626273686e-05	0.0118037055219
p	0.09259486913	0.056005440128	0.827059284453	0.0168828440372	0.00232106167251	4.54114810287e-05	0.00509111161063
o	0.0483557570767	0.028372091376	0.890859228151	0.0254895738457	0.00307206772417	4.65763953429e-05	0.00380476487021
l	0.0349459340256	0.023380436792	0.895039242717	0.0317173772819	0.00366784270806	8.9612421781e-05	0.0111596262901
e	0.0262488553419	0.0194634344307	0.666289844239	0.250213943427	0.0238685138027	0.00022007604726	0.0136953701634
m	0.021935300614	0.0179709789769	0.550022211413	0.358767497809	0.0324491456009	0.00027207329242	0.0185827851211
ì	0.0127175023713	0.0172078339923	0.473574010471	0.420436115936	0.0545059482003	0.00059704353414	0.020961536207
s	0.0096327683571	0.0143831746641	0.280315190157	0.592109105312	0.0677702490668	0.00109649857805	0.0346930332357
o	0.00592031735237	0.0116591259714	0.195153742386	0.512311658437	0.234650047356	0.00152676145935	0.0387783789452
n	0.00479036831746	0.0158012280738	0.142102969795	0.483576352812	0.314590532452	0.00181734558645	0.0373212141817
t	0.00463216473915	0.0175905549579	0.126222565932	0.586082594271	0.212608690817	0.00458667929548	0.0482767693939
a	0.00429586864638	0.00697962978597	0.0550666569773	0.487927504757	0.398098543606	0.0132564927652	0.0343753424646
ò	0.00267739438213	0.00419968779532	0.0245243605591	0.231305216252	0.691853151202	0.0220468339217	0.0233933641549
l	0.00242307726071	0.0714146602651	0.0136306894197	0.109822340084	0.691468680401	0.0580213569739	0.0532192180516
i	0.00259694375357	0.0939461899217	0.0101511289732	0.065629859028	0.5930038468	0.131188512325	0.103483564017
t	0.00226119571786	0.0583333031406	0.00992035915773	0.0456680600093	0.522852502267	0.152145224108	0.208819388006
i	0.00240475593929	0.0476072760469	0.0101242944192	0.0404333460031	0.401900964089	0.215021928036	0.282507419335
n	0.0034050606131	0.0770068036823	0.0119623651731	0.0308104716677	0.27739698803	0.265622999345	0.333795253112
a	0.00480716370437	0.0873038888941	0.012418864891	0.0245015478892	0.172187149343	0.353779289782	0.345002047704
d	0.00482071006812	0.063594162298	0.00861500913033	0.0189892329631	0.130268318448	0.393638383261	0.380074155901
d	0.00472939382271	0.0572929150993	0.00931589554344	0.0240559916544	0.086344356816	0.413714447754	0.404546978634
o	0.00397781657424	0.0249628224664	0.00632564294781	0.0205745382181	0.0792447776053	0.400496092585	0.464418292878
m	0.00322647692475	0.0354038989221	0.00591257274927	0.0191109460727	0.0704708898684	0.370534974195	0.495340237626
à	0.00322198190825	0.0382039918407	0.00554638628309	0.0169401018576	0.0453792406228	0.335037178065	0.555671135875
d	0.00265331566942	0.0340971961469	0.00458707676103	0.0132501527859	0.0382317678743	0.306695299355	0.600485218625
a	0.00227623578981	0.0331315621156	0.00428256295368	0.0126361284953	0.0415180822914	0.294780849785	0.611374592875
</S>	0.00182820924491	0.0176987511578	0.00256069432684	0.00856973959765	0.0459746241457	0.192680319893	0.730687666437
