 	Marika	è	che	si	sposa	domani	</S>
M	0.996296235	0.00115326901	0.00156468297	0.000175627643	0.00051827811965	3.1946209585e-05	0.00025997996905
a	0.979611181667	0.00906355717	0.00591065939	0.00244796019767	0.00247643810655	5.1061743195e-05	0.000439115623017
r	0.948488073889	0.0246399640567	0.01689329713	0.00475914606589	0.00471703650218	4.61297523983e-05	0.000456298097672
ì	0.649825237963	0.259077631352	0.0808685023767	0.00579552802196	0.00387393946739	2.69080222328e-05	0.000532216579224
k	0.316447565988	0.487144263784	0.123329722459	0.0349760363407	0.0127011262225	0.00143888075751	0.0239623999497
a	0.187120353996	0.462830954595	0.24749750582	0.0525953844469	0.0164805506408	0.0019127084785	0.0315625601966
è	0.0748924848987	0.395091184865	0.42094487194	0.0813638704823	0.0138293277803	0.000825534252167	0.0130527006122
n	0.0314297151996	0.300062284955	0.407415617313	0.207946083494	0.0253228182601	0.00646409528406	0.0213593455374
a	0.0192618107332	0.179969763652	0.343196069104	0.284624634498	0.138571694753	0.010151023428	0.0242250203458
r	0.0184071622444	0.0963533032173	0.293836513035	0.266881658166	0.225519964918	0.0343412261427	0.0646602086153
m	0.0320273324148	0.0673982110724	0.332331577678	0.202951606055	0.238832121639	0.0419006508809	0.0845585088718
a	0.0319655129383	0.0424545283575	0.292007125893	0.138187876685	0.42419557388	0.0245167757936	0.0466726122906
s	0.0174328667794	0.0218368311192	0.130323031964	0.0972893595617	0.46969534796	0.165445971931	0.0979766140969
t	0.0965670292598	0.0275715530397	0.0863904173213	0.0690014645206	0.374747472653	0.219120203977	0.126601861366
ì	0.11986930662	0.0294537035132	0.0680022057738	0.0715699768402	0.390459404218	0.140609417992	0.180035940455
à	0.0414103461067	0.0124565454711	0.0305003493579	0.0480152079467	0.303958708073	0.333497442664	0.230161336818
v	0.0142271009156	0.0049476862437	0.0114530305526	0.0183559804489	0.167368892691	0.644972447555	0.138674823606
v	0.0238614621519	0.0171350257012	0.0643762135175	0.038895302283	0.154391027564	0.559461792518	0.141879159202
r	0.064324847384	0.0429921352337	0.163214024506	0.0887449174277	0.195881645855	0.282359394173	0.162483006401
i	0.059335114328	0.0374079470446	0.138461743702	0.0780941678092	0.153542970285	0.145015250724	0.388142782134
</S>	0.030524849964	0.0202292214723	0.072871705151	0.0461917869046	0.104131762643	0.073268224362	0.652782441067
