 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.695658625	0.1308617975	0.02994271985	0.05129915615	0.014518430265	0.027415145	0.0503041357
a	0.440092821667	0.386953585833	0.0293643784167	0.0513875304167	0.014509697687	0.0273981621893	0.0502938414167
n	0.193661536222	0.728905261944	0.0179297462722	0.0191944785056	0.00594129219433	0.00970343288577	0.0246642909889
o	0.080529176074	0.870880753981	0.0172935767574	0.0084167663952	0.00307977661578	0.00380032821292	0.0159995989896
n	0.0451694836913	0.892637037994	0.0281427279191	0.0071925183584	0.00249395858959	0.00256474088864	0.0217995473232
ò	0.0339382378971	0.863139082665	0.0676151973064	0.00701110758613	0.00231712144653	0.00215698852988	0.0238223142144
n	0.0297765876324	0.808128010888	0.100826504435	0.00702733032871	0.00285742286551	0.00571536254363	0.0456688031781
t	0.0238752030775	0.679152446963	0.171972224812	0.0309464924429	0.0250838189552	0.0125910785145	0.0563787283927
a	0.0115465543925	0.446728492321	0.441853444937	0.0368194528143	0.0305699208851	0.00989862731283	0.0225834471642
t	0.0238140499642	0.307075464107	0.562419218312	0.0296331012714	0.0229571588617	0.0101021042456	0.0439988377547
e	0.0292208649881	0.225711574369	0.625678306104	0.0376695394238	0.0204910044539	0.0101729046625	0.0510557277982
s	0.019744099996	0.119189384456	0.783670018701	0.0359450938079	0.0101575696513	0.00423826493483	0.0270554918127
m	0.0150730326653	0.0786263858187	0.7740723729	0.0421127286026	0.0347022455504	0.0198267177783	0.0355864772709
à	0.0086451975551	0.0335060656062	0.7610105243	0.103079190201	0.0405220013501	0.0242013115874	0.0290356540236
n	0.024087342185	0.0334945305354	0.696039831433	0.134278238067	0.0338487806167	0.0187930855238	0.0594581352745
t	0.0285404690617	0.0332354141785	0.550821813811	0.137104350689	0.0679903492056	0.0969158411746	0.0853917394248
e	0.0117191639539	0.0165847137262	0.354109069604	0.39215287023	0.0663873000685	0.112465581992	0.0465812896083
a	0.00561449558463	0.0104105750421	0.158386901535	0.73507211341	0.0349203646895	0.037927532564	0.0176680005361
n	0.0276849851949	0.0285121244807	0.0758977731783	0.748458241137	0.0511402712298	0.0327200111547	0.0355866000454
o	0.0413738427316	0.0369773941602	0.0500842040594	0.693673893712	0.102427865743	0.0314717573849	0.0439910433485
ò	0.0262311805772	0.0230976557201	0.0278304426865	0.600842921237	0.252521175248	0.031309292795	0.0381672997828
k	0.0244615985257	0.0162603829067	0.0183780452288	0.347929223746	0.353344405083	0.173310344265	0.0663159832609
a	0.0237028221752	0.0131794376356	0.0147946410763	0.308589167915	0.339864211694	0.209457012755	0.0904127044203
v	0.0157867020584	0.0120341898785	0.0113362170921	0.267951129305	0.249995932565	0.323579702252	0.11931611814
r	0.0413054776861	0.0147478186262	0.011266108764	0.111779529768	0.110838410188	0.414769094084	0.295293536047
è	0.0508627288954	0.0158552215421	0.0132478639213	0.064378923256	0.094456637396	0.391889658028	0.369308952016
c	0.116854913965	0.0254610558474	0.0149560359738	0.0501834090853	0.090743495132	0.405884946009	0.295916150672
h	0.135305472422	0.0263396306825	0.0130931810579	0.0308792733618	0.0569104893773	0.49889675867	0.238575183557
i	0.046222120574	0.0095122421275	0.00565216698597	0.0239529844539	0.0409026934591	0.459678081223	0.414079684519
</S>	0.024452353287	0.00557297881375	0.00378772384299	0.0305048287269	0.0310033197295	0.250044408112	0.65463436726
