 	non	so	cosa	scrive	</S>
e	0.872445495	0.089180561	0.00286050125	0.0112769446389	0.0242365386
n	0.666152615	0.243463313667	0.00547990291667	0.0198321265463	0.0650720935333
e	0.393302745	0.492920211222	0.0158591336389	0.0167086512488	0.0812092971778
t	0.201105136333	0.641986357074	0.0284376345463	0.0451682928163	0.0833025883926
s	0.116975815111	0.625530032358	0.127730251515	0.0549796841054	0.0747842247975
è	0.10322447137	0.513441097453	0.322921713838	0.0212603773685	0.0391523975992
r	0.06928408279	0.474505685818	0.354315004613	0.0661853202895	0.0357099631997
o	0.05635986193	0.356830486273	0.456758454871	0.0872526040965	0.0427986443999
t	0.0477974137433	0.142246252424	0.436749671624	0.319045335366	0.0541613581333
i	0.0354795750144	0.0639915734747	0.254007903875	0.431515495122	0.215005442711
g	0.0320739062715	0.0341893307249	0.179799935292	0.465810198374	0.28812661757
r	0.0147186160238	0.0372747798083	0.0938382540973	0.490309689458	0.363858655857
à	0.0256962203413	0.0387551656028	0.0650782423658	0.494679719819	0.375790645286
f	0.0273193645471	0.0169190657009	0.0340661301219	0.72616543994	0.195530005095
i	0.020816182949	0.0110144604003	0.0265529330406	0.55370490998	0.387911531698
</S>	0.0265151644745	0.0102870207001	0.0251506610203	0.31613339999	0.621913765849
