 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.873760375	0.01396893065	0.07793521105	0.0252451621235	0.00240521927065	0.00075812270365	0.00253150484322	0.003395500544
s	0.708463221667	0.0456828772167	0.203409667017	0.0274700989078	0.00257102685688	0.000868119267883	0.00253823412107	0.00899677751467
ò	0.521760193889	0.126014975739	0.324858972339	0.0155150848359	0.00129266934229	0.000461786749294	0.000857238893857	0.00923907457156
z	0.34854261463	0.220980081913	0.29983249078	0.013487855612	0.0010927234041	0.0010634595431	0.00181516531145	0.113185613257
i	0.18244384421	0.194910635971	0.461521463593	0.00982682063733	0.000764608786033	0.00120337759157	0.00213010049709	0.147199131769
m	0.0952493994033	0.169868227324	0.620188461198	0.0217399033124	0.00104551674668	0.00365973214106	0.000896506892303	0.087352194606
i	0.0638572888011	0.145018556775	0.685029193733	0.0325196007708	0.00118611287223	0.00448777763935	0.000485474446834	0.0674159604263
m	0.0380659746004	0.070878250925	0.799039897911	0.0499741819236	0.00159209791408	0.00335959893878	0.000273336645011	0.0368166513664
i	0.0272424638668	0.0437300991417	0.775449799304	0.121605920641	0.00209493643803	0.00302088215959	0.000204862687337	0.0266510353988
l	0.0215235716223	0.0270577168806	0.717932733101	0.20722518688	0.00446311161268	0.0031564294332	0.000261826054779	0.0183794434096
ì	0.0268713092074	0.0303767482935	0.614966111034	0.28791142896	0.0195857585376	0.0037997775444	0.000290144632926	0.0161987337032
s	0.0270101034025	0.0254480740978	0.476574530345	0.377529969653	0.0296841915125	0.00741524424813	0.00380473712564	0.0525331548011
i	0.0153717691342	0.0134814997326	0.273225817782	0.557599416551	0.0625519225042	0.00869887081604	0.00496707706388	0.064103635577
a	0.0071375342114	0.00601381311087	0.113642112594	0.659480085517	0.182147540835	0.00791770867201	0.00201881284329	0.021642395669
t	0.00492893723713	0.00532637163696	0.0641255818647	0.538470681839	0.361515186945	0.0116900298907	0.00288890164776	0.0110543120563
s	0.00690365941238	0.00653288251232	0.0370993246216	0.326687938946	0.506401148982	0.0342470779636	0.00289196512259	0.0792360210188
è	0.00733697723746	0.00586469460411	0.0157900960072	0.159100052982	0.650584816327	0.0603989193212	0.00113995004753	0.0997845113396
t	0.00501160054582	0.0043356386347	0.0151007411357	0.107018055994	0.696691138776	0.0563541944404	0.0202070016825	0.0952816581132
ù	0.00357154068194	0.0031630177449	0.0136118683786	0.0693287903313	0.648576862925	0.142221482813	0.0265726143108	0.0929538471377
o	0.00265137676065	0.00203150331497	0.00747071399287	0.0334533767771	0.497926947642	0.397995694271	0.0198023351869	0.0386680461459
m	0.00269060898688	0.00268661483832	0.00917539586429	0.030252057259	0.348830585881	0.50959565809	0.0540112143956	0.0427578447153
e	0.00426319799563	0.00628911327944	0.0106013992881	0.0384698184197	0.276501468627	0.558149179363	0.0634429074652	0.0422828902384
t	0.00603034599854	0.00882264042648	0.0127151447627	0.0382397091399	0.177933539542	0.519760676454	0.189579473822	0.0469184520795
i	0.0107015979995	0.0134734081422	0.0173960165876	0.0417817367133	0.128314826514	0.436976465485	0.282303534607	0.0690523940265
n	0.0114687739998	0.0142246339141	0.0162258505292	0.0375173780711	0.0741738555047	0.349627378495	0.418872361536	0.0778897346755
A	0.0108213119999	0.0120575221714	0.0137319028431	0.0231732851904	0.0420873895016	0.213524179498	0.568343690512	0.116260684892
n	0.0096870033333	0.00981513039047	0.0102337076144	0.0150849364635	0.0274330839005	0.154304574833	0.653290240171	0.120151310297
n	0.0137010231111	0.00623809513016	0.00546090553813	0.00990286888783	0.0327617610335	0.196621163278	0.53134302439	0.203971128766
a	0.0152266750704	0.00584860671005	0.00404297994604	0.0136963239626	0.0422812200112	0.230122381093	0.221350255797	0.467431526255
</S>	0.0087533510852	0.00494821835502	0.00346559712302	0.0164075354813	0.0346548895056	0.157307115547	0.157190917898	0.617272363128
