 	la	casa	la	costruiscono	i	muratori	</S>
t	0.9219504	0.0549786895	0.008032665095	0.0016775364209	0.0026399845392	0.00131781221195	0.00940288238345
o	0.805870853333	0.168295559833	0.010160673365	0.00197153410697	0.00271449058307	0.00141511344398	0.00957169597448
s	0.555874447778	0.393941979944	0.0242409051217	0.00382937463566	0.00165709089769	0.00109765152133	0.0193584851715
p	0.336949605926	0.588856416648	0.0451603127072	0.00423918488522	0.00138812915923	0.000917484113777	0.0224888130805
ì	0.216189816975	0.714956462216	0.0583955672357	0.00161230397841	0.000740027063077	0.000342250722926	0.00776349765017
t	0.0994496659917	0.795852220739	0.0903831144119	0.0040204460028	0.000996709204359	0.00567890011931	0.00361888735006
i	0.0801957239972	0.57941743358	0.322733921471	0.00691984480093	0.00125461486812	0.0074563912021	0.00202208809202
t	0.0709131147991	0.291501234527	0.608067603824	0.015042072067	0.00248192345604	0.00593126139637	0.00606283947267
o	0.043223701733	0.172120548176	0.708422454608	0.0548128353557	0.00793481215201	0.00573176402212	0.00775389745756
f	0.0335199152443	0.0953654660587	0.721524351536	0.117648261785	0.0126674712173	0.00554603873071	0.0137285061192
a	0.0288145097481	0.0589381453529	0.528453403845	0.321733330595	0.0404903315724	0.00568605644357	0.0158842330397
b	0.0275211406827	0.042295990451	0.337542447948	0.496211280198	0.0598343291908	0.0111890116812	0.0254058000132
b	0.133994274328	0.0752830921503	0.352622829316	0.338029813733	0.0517693960636	0.0131893758937	0.0351112093377
r	0.243913804776	0.152974217383	0.393056789772	0.128977127578	0.0499980730212	0.0062690626979	0.0248109491126
i	0.162544354259	0.139294583794	0.285737735591	0.099939138526	0.292519177674	0.00346779726597	0.0164972943709
k	0.060068875253	0.0573864652647	0.113599517864	0.342489909509	0.385186899225	0.0241720370553	0.0170963421236
è	0.028498566251	0.0259924190882	0.0452236677547	0.40045493517	0.452054039742	0.0318690471851	0.0159073127412
o	0.0183954120837	0.0133366158627	0.0179725095182	0.172259781723	0.731740079914	0.0341345305617	0.0121610542804
n	0.0084514562279	0.0137362544542	0.0105613618061	0.115403428574	0.708555759971	0.106762650187	0.0365290940935
e	0.012090810276	0.0148862131514	0.00813151410203	0.087318172858	0.69885291999	0.121543004396	0.0571773593645
i	0.0139460635587	0.0131691887171	0.00713553286734	0.0410476339527	0.652734029997	0.195372902465	0.0765946344548
f	0.0078321988529	0.014577941239	0.00730813112245	0.0559585309842	0.416221566666	0.355479074155	0.142622564818
a	0.011334063151	0.015329005413	0.00748482804082	0.0604971419947	0.348559782222	0.311416674718	0.245378528273
b	0.013310960617	0.0181197368043	0.00778418634694	0.0410077179982	0.293479347407	0.353891521573	0.272406542758
b	0.0494004797723	0.0491697502681	0.0362644957823	0.0453518833327	0.170432265802	0.334001952191	0.315379147586
r	0.109224716591	0.115699580089	0.120240327261	0.0792425527776	0.143446991934	0.127633257064	0.304512525862
i	0.0891795035303	0.104715547563	0.118800452087	0.0765657395925	0.128173295978	0.0618941983547	0.420671228621
k	0.0353290017434	0.057644596721	0.0466226856957	0.0485958645308	0.129616150659	0.180735830785	0.501455866207
a	0.0272374391478	0.044811124907	0.0226799875652	0.0389558841769	0.13898015022	0.229160772262	0.498174655402
t	0.0230222740493	0.023246482969	0.0111374476217	0.0195959727256	0.10146263874	0.334564832754	0.486970348467
ò	0.0168011606831	0.0160016946563	0.00823797130723	0.0151443409085	0.0545234962467	0.462264024251	0.427027309489
r	0.0159136782277	0.0197659642188	0.00831153926908	0.0168325979695	0.0391122580822	0.540593941417	0.35947003983
i	0.00845239040923	0.0167886338063	0.00573263178969	0.0141025409898	0.0285169963607	0.469521572806	0.456885233277
</S>	0.00562852620461	0.00913362400315	0.00347712669485	0.0084941394949	0.0233502666804	0.261056874903	0.688859416639
