 	ora	ho	finito	di	scrivere	</S>
à	0.97027385	0.0015892532	0.002009774925	0.0053636646525	0.011232116809	0.009531359881
r	0.72341966	0.0109086561	0.0132299312083	0.0136743262175	0.0464173009363	0.192350127627
t	0.368421366667	0.227528957033	0.0685710560694	0.0312703797392	0.0513487936454	0.252859440209
e	0.187989748889	0.528125702344	0.143985105356	0.0313815026797	0.0178189705651	0.0906989526697
s	0.0942513662963	0.444097890781	0.329782195119	0.0521082476599	0.016149031205	0.0636112258232
p	0.0662690300988	0.246231476927	0.500970798373	0.0901394525533	0.017357041735	0.0790321552744
ì	0.0504921737996	0.180649500976	0.638532032791	0.0706255748511	0.00764194694833	0.0520587314248
c	0.0201087580332	0.096447786992	0.778700677597	0.0500143269504	0.00926493601944	0.0454635134749
c	0.0294712403444	0.0495518789973	0.760080659199	0.0629775936501	0.0307463840065	0.0671722811583
e	0.0693909467815	0.0531359803324	0.593904163066	0.204094317883	0.0314876537022	0.0479869658528
t	0.0655643465938	0.0455998279441	0.598011997689	0.241114729294	0.0215179869341	0.0281911107509
s	0.0317651581979	0.0222941414814	0.518783912563	0.309855086431	0.0684853206447	0.048816356917
a	0.0180447318326	0.0144051563605	0.213019578521	0.61696554881	0.0763275748816	0.0612374089723
t	0.0113910747109	0.0157992599868	0.164409387174	0.558602092937	0.106306659627	0.143491562991
s	0.016204020237	0.0207521396623	0.157674135725	0.281602114312	0.243807013209	0.27996060433
e	0.0162707087457	0.0195186072208	0.0737254172417	0.326073431437	0.23754164607	0.326870204777
g	0.0184607405819	0.0171586830736	0.0341053837472	0.325531343812	0.311305947023	0.293437928259
r	0.0294946118606	0.0145749398579	0.0347195739157	0.302744431271	0.326227355674	0.29223909942
à	0.0238713504535	0.011485212786	0.0286873164052	0.287506238424	0.383397905225	0.265051976473
t	0.0100422683512	0.0161269095953	0.0146772899017	0.125533846141	0.616472331742	0.217147352158
s	0.00663714598373	0.0229507058651	0.0259395909672	0.0601300057137	0.626612910581	0.257729630719
i	0.00482190326124	0.0176925331884	0.0255637713557	0.0603613169046	0.453531760194	0.438028723573
</S>	0.00296024728062	0.0116330044442	0.0135520447278	0.0772420784523	0.307264090097	0.587348561786
