 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.816038045	0.07430464445	0.011537739175	0.01113187903	0.0124321901928	0.00315045473005	0.0714050094013
n	0.522845765	0.30939064815	0.015741859725	0.0130691433433	0.0137033622643	0.00335889589668	0.121890323134
a	0.2140026536	0.654935459383	0.026060687575	0.0066103263911	0.00585316353943	0.00133788053089	0.0911998032447
v	0.0743255961333	0.815438979794	0.0494040691917	0.0111935710737	0.00293969309781	0.000902029222297	0.0457959712816
o	0.0276107395778	0.689705429931	0.230887269731	0.0176590616912	0.00219560789927	0.000838959954099	0.0311028528272
r	0.0128225630593	0.46320134331	0.407606546577	0.0490087408971	0.00408011666642	0.00105795243137	0.0622227020091
à	0.0100844045531	0.26426199777	0.580648652192	0.0665219686324	0.00515688308881	0.00108422883712	0.0722418624197
s	0.00672188118437	0.110244015923	0.683708697397	0.147833701211	0.00656656106294	0.00147916900571	0.0434459708899
o	0.00327241924479	0.0524720653077	0.520966699132	0.37249336707	0.014979713021	0.0018762566019	0.03393949015
t	0.0014297770316	0.0278742387692	0.311138089711	0.618995189023	0.017652701007	0.00131802100063	0.02159203557
o	0.0007535452372	0.0327926965897	0.192322629904	0.655858363008	0.0961292413357	0.00358379926688	0.01855974899
t	0.0004983224124	0.0335167775299	0.133416044301	0.666347937669	0.135810657112	0.00449534018896	0.0259149227967
s	0.0005070238108	0.0143871319433	0.063786131767	0.821977929223	0.0664434780373	0.00230284976299	0.0305954539322
o	0.000596785170267	0.0132821887478	0.0536775232557	0.646311333074	0.250253935012	0.011799966521	0.0240782596441
m	0.000499574140089	0.0138584903826	0.0492688030852	0.502943201025	0.362998445004	0.0175128661737	0.0529186052147
ì	0.000668319696696	0.00718131752753	0.0293779776951	0.407042410342	0.450820098335	0.0458893830579	0.0590205180716
k	0.000873204785565	0.00508837034251	0.0211989648984	0.241843433447	0.577456676112	0.0728611740193	0.0806782456905
a	0.00151648391519	0.00682756301417	0.0284938859661	0.185616156149	0.457587995371	0.206394015673	0.11356392523
i	0.00192852810506	0.0198167750047	0.035214339322	0.0729293907163	0.285459586124	0.402105291891	0.18254607841
m	0.00122896115502	0.0234973680016	0.024447588274	0.0318146299054	0.144964743041	0.57047041063	0.203576266137
è	0.000813166871673	0.0115558778672	0.011595453058	0.0139448474351	0.0838223230137	0.773670716877	0.104597593379
r	0.00113457319056	0.00549282205573	0.007679846486	0.00901069694503	0.0479792610046	0.841768938959	0.086933885793
i	0.000994827126853	0.00298566728524	0.00646074599533	0.00761920348168	0.0347611590015	0.557842402986	0.389336018598
</S>	0.000563915708427	0.00215532019262	0.00458092424766	0.00490416399084	0.0244417405008	0.296889286493	0.666464659299
