 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.82387197	0.092885678	0.011040913065	0.01334208944	0.0087051268385	0.010299728905	0.0135373216285	0.0075872082475	0.005751643564	0.0043081092475	0.0018351391884	0.00044556971392	0.000384405414335	0.00126757665532	0.00137092658783	6.1730647537e-05	0.0033048808971
ì	0.68038569	0.0931741246667	0.014968103355	0.03588247948	0.0412060769462	0.0455105803017	0.0469590952095	0.0122381594158	0.00635655945467	0.00487035561583	0.00242071679613	0.00100469815797	0.00139440347145	0.00200571655177	0.00143793185594	8.56003745123e-05	0.0100997426324
n	0.544064506667	0.220626503556	0.010816047785	0.04454569516	0.0466534490821	0.0506775308206	0.0495559478365	0.00902285507193	0.00453275991822	0.00241184323861	0.00156740253204	0.00098719968599	0.00151889619382	0.00148069247726	0.000579605058647	6.42515295041e-05	0.0108948458775
o	0.371732155556	0.528677534519	0.00809544426167	0.0264132588867	0.0162926621607	0.0172568678069	0.0170281729938	0.00329487475841	0.00331679701274	0.00102787506987	0.00069753331748	0.00042262371583	0.000551403405307	0.000567796449287	0.000226446884229	3.32614111227e-05	0.0043652925936
ì	0.181430024852	0.76965964484	0.00812705342056	0.0175386007956	0.0065224266869	0.00600199471563	0.00580196660293	0.00111672941324	0.00112129302558	0.000346221439957	0.000236911391627	0.00014856426311	0.000204284871136	0.000193121864962	7.57046947563e-05	1.15976363622e-05	0.00146385924463
t	0.082270931284	0.87805294828	0.00839757214019	0.0184349912652	0.0034998541623	0.00243414730521	0.00216137524098	0.000409632870413	0.000421730483193	0.000125691948319	0.000115908882876	0.000179013145037	0.000137800772379	9.0544236654e-05	2.78879797854e-05	0.000142635686154	0.00309734132721
s	0.127253350428	0.787351826093	0.0343764477134	0.0172291370884	0.00313537292077	0.00304491693507	0.00284322613033	0.0014282705968	0.0161388264877	0.00148374362477	0.000612132600959	0.000465110501679	0.000572974174126	0.000122445635551	3.40596294618e-05	0.000189831009385	0.00371831116907
e	0.148275110143	0.672890785364	0.125077165904	0.0162340816961	0.00270160917359	0.00322794289169	0.00306856568344	0.00175838059093	0.0214375658192	0.00193276250892	0.00074716472732	0.00044019999256	0.000670145291242	0.000111125851417	3.37580916939e-05	6.72934339917e-05	0.00132631257726
r	0.106372056714	0.679042195121	0.166321005301	0.018617702232	0.00247900205786	0.00345229747723	0.00207729116781	0.00071950950231	0.0159527065964	0.000817026726973	0.00100036406944	0.00111959558952	0.000428368520281	0.000150476930039	5.68043357713e-05	3.13352735272e-05	0.00136225668665
e	0.084841408238	0.47556523604	0.386705351767	0.0260794414107	0.00242056901929	0.00343591538574	0.0016870974626	0.000372129497437	0.0140526562835	0.000444070819324	0.00108396847001	0.00134527488851	0.00034609451876	0.00016355704768	6.45000424904e-05	1.93570300257e-05	0.00137335411788
