 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.86727565	0.01219392315	0.0289824825065	0.04347458483	0.00479918796822	0.00175372790917	0.000401564482588	0.0411188986358
t	0.862173233333	0.0168416053833	0.0294187196688	0.04349014992	0.00479958723227	0.00175423707369	0.000401578729713	0.0411208971939
i	0.927620104444	0.0236818634611	0.0160821867229	0.0164133921833	0.00162638532029	0.000599197196197	0.000142140819754	0.0138347440933
p	0.783145821481	0.117264843487	0.0740160215743	0.0174740852944	0.00078857667343	0.000272464993066	6.73148052513e-05	0.00697091707777
à	0.598304583827	0.241915107829	0.134715737191	0.0191246574315	0.00057142123781	0.000210280507689	4.36459194171e-05	0.00511457935926
s	0.409258471276	0.44384223261	0.11339649073	0.0137406611438	0.000790707325937	0.00032149352923	0.000178189856472	0.0184717317864
t	0.189784330425	0.662202264203	0.11467959191	0.00930857964793	0.000886009581979	0.000330061363077	0.000227596402157	0.0225815593288
a	0.0905367441417	0.584330404734	0.312567290637	0.00415611291598	0.000419135617993	0.000146015289692	9.01215805523e-05	0.0077542213596
v	0.0412082540472	0.354374054911	0.573517746879	0.0196111967387	0.00240940449	0.000554328055231	7.15537000174e-05	0.0082535073032
à	0.0241967263491	0.17806923797	0.501015195626	0.28240880558	0.00455045103	0.000944620051744	9.51210850058e-05	0.00871985570107
l	0.0213563081164	0.11241841899	0.270710095209	0.462893038527	0.03088667901	0.00241261775058	0.00192403137	0.0973988178337
e	0.0192050430388	0.0900514016633	0.149340023403	0.549231072842	0.05845646767	0.00409891138353	0.00259671694333	0.127020356878
à	0.0136094546129	0.0364035353544	0.0654076807343	0.785723790947	0.0489824005567	0.00489225712784	0.00120962640111	0.0437712311927
l	0.00587576183763	0.0148099464181	0.0244355514114	0.859386396982	0.0697922948522	0.00492005107595	0.000988893667037	0.0197910780309
a	0.00314825674588	0.00825663420603	0.0135343133705	0.644551152327	0.256540688284	0.0580336187253	0.00296356538901	0.012971761077
e	0.00209496868196	0.00499109673534	0.00963343179017	0.334184047442	0.429845889428	0.204835892908	0.00713986369634	0.00727481219233
t	0.00186788112732	0.00495149701178	0.00619048026339	0.191545012481	0.515297623143	0.253503270969	0.0133070612321	0.0133371804974
è	0.00553164760911	0.00719245800393	0.0057059070878	0.109377123827	0.455781431048	0.336418043656	0.0563504350774	0.0236429701658
l	0.0078986424697	0.0131460980013	0.00574222002927	0.0566097542757	0.429667587016	0.346519464552	0.0934663066925	0.0469499700553
i	0.00470249911657	0.0122747180671	0.00421459947642	0.0380939200919	0.364957618339	0.291953338184	0.216987530564	0.0668158166851
t	0.00358847686552	0.0122605877557	0.00348990695881	0.025672533364	0.180797902113	0.323700696061	0.345035630188	0.105454295562
à	0.00364051445517	0.0123877337519	0.00319169998627	0.0174092741213	0.111413129704	0.251471458687	0.475573210063	0.124912988521
l	0.00445413718506	0.0168838834173	0.00451859399542	0.0110498040404	0.057618180568	0.192318399562	0.591444236688	0.121712736174
a	0.00437104909502	0.0182239423724	0.00500755096514	0.0108187560135	0.0401760105227	0.142692116521	0.484089545563	0.294620975391
</S>	0.00252742609751	0.0096037280362	0.00325208993257	0.00932482850675	0.0257752782613	0.110878378261	0.388843922781	0.449794287696
