 	il	muro	vuole	uno	specchio	</S>
o	0.90043713	0.087876288665	0.00450637941104	0.00577913736645	0.00046472253754	0.000936339073325
t	0.680739306667	0.294365489555	0.00479943979368	0.00818719902215	0.00063517676918	0.0112733534911
ì	0.456136412222	0.518143529852	0.00409495258789	0.00639471840738	0.000434742266393	0.0147956397304
c	0.459569970741	0.506935836617	0.00526085809596	0.00472815563579	0.000427977855464	0.0230772011435
h	0.67034432358	0.296890237872	0.00350728534532	0.00346744401193	0.000498141018488	0.0252925727712
o	0.656753941193	0.316132558291	0.0121311335284	0.00581972713731	0.000464850906163	0.00869782892707
t	0.328617660331	0.32856579343	0.298296337843	0.00943553821244	0.00431362563539	0.030771039589
è	0.13734307471	0.230658935143	0.544104729281	0.0383346559041	0.00693336847846	0.0426251765297
l	0.10046857457	0.212442098381	0.60509340976	0.045578125668	0.00518087475949	0.0312368755099
i	0.16298309319	0.23458400946	0.54472433992	0.0282323955893	0.00416076941983	0.0253153878366
n	0.16050192373	0.242392583153	0.539174029973	0.0266280633631	0.00570266697328	0.0256007619455
a	0.10858482391	0.190188247718	0.582342043324	0.0477386809544	0.0311080719911	0.0400381953152
n	0.0866255868367	0.171669025906	0.415627911108	0.134348098651	0.113247200664	0.0784822531051
g	0.258442077812	0.0950426786353	0.277299020369	0.130272087684	0.117018054821	0.121926117702
h	0.396011005937	0.0699837562118	0.34396764679	0.0455879554613	0.045412188207	0.0990374715673
i	0.325113378646	0.144542572071	0.36468398893	0.0368759425871	0.036175078069	0.0926090961891
a	0.220681313802	0.154016523024	0.167293464977	0.235290586862	0.070646056023	0.15207207873
l	0.0743273648873	0.081626062008	0.076503061659	0.353878228954	0.176245228674	0.237420046243
ì	0.0266780968624	0.0511805150027	0.0429919538863	0.191500867651	0.176513731558	0.511134842081
</S>	0.0155018772312	0.0338010310013	0.0231561599431	0.0969959708255	0.098258323779	0.73228665104
