 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.422066125	0.54819039	0.01095340025	0.0063384606	0.005440511265	0.0030050016185	0.00049192527	0.0013922947435	0.000145570395	0.0005836121572	0.00028920381104	0.0011035062975
n	0.174047412	0.780134806667	0.0106030609167	0.0149483748667	0.006756041855	0.00330382177283	0.000671180443333	0.0017676891145	0.000179165875	0.000623613599067	0.000303157780347	0.0066616473325
è	0.0677901823333	0.877082925556	0.0168227606389	0.0182891592889	0.005421935485	0.00270334432428	0.000952039681111	0.00160601693817	0.000151292045	0.000302140589689	0.000131300045782	0.00874686234417
r	0.0363026747778	0.847066331852	0.020774911213	0.024317768763	0.0102201699283	0.00356259767476	0.00201173036037	0.00180830264606	0.000271703171667	0.00049482357323	0.000487296000927	0.0526816853481
t	0.0293811509259	0.655784977284	0.151742246071	0.063321050921	0.0184261879761	0.00551691512492	0.00303855508679	0.00431526098202	0.000817371757222	0.00059689461441	0.000597230746976	0.066462141656
i	0.0190623343753	0.373055339095	0.38871736869	0.166527056974	0.0170003888254	0.00503258980831	0.00230118548226	0.00469886666067	0.000844220421741	0.000292141107137	0.000206943565492	0.0222615504533
n	0.0114905011918	0.172669606365	0.374744519563	0.316739042325	0.0543719224418	0.0175973523694	0.0216021889808	0.0120965348869	0.00252216607658	0.000809967914712	0.000246679378331	0.0151095151791
è	0.0145459200639	0.090311703455	0.258319369854	0.467822630775	0.0867732091473	0.0225337256231	0.0281872681136	0.014450336449	0.00307412840786	0.000983936396237	0.00026155769021	0.012736220251
s	0.013045705688	0.0443338571517	0.215672979951	0.594964860258	0.0789643580491	0.014536344041	0.0159987038245	0.007199979503	0.00174541845162	0.000534351373412	0.000382569097503	0.0126208786083
s	0.0186329202293	0.0226146810506	0.158505503317	0.632888136753	0.0980145493497	0.0225433610137	0.0157803236082	0.012580370701	0.00329274881721	0.000843689707804	0.000459087562501	0.0138446557361
u	0.0186460321298	0.0131909270169	0.103854757106	0.513095058918	0.285519103117	0.0325901526712	0.0101541983361	0.0129338479003	0.00317387538907	0.000747047125268	0.0001921858685	0.00590284790403
m	0.00817503692993	0.0094630966723	0.047446591702	0.474283449639	0.356031641039	0.0463970908904	0.024865592912	0.0167593976334	0.00828884004636	0.00100904633109	0.000764423997167	0.00651579909334
u	0.00490163437664	0.00720122639077	0.0238153294673	0.366407943213	0.418188220346	0.107793520297	0.034030270804	0.0188396288778	0.0100352026155	0.00110601518703	0.000962348666722	0.00671865323445
k	0.00355989535888	0.00473687883026	0.0121206530558	0.168646024404	0.542172473449	0.172592636766	0.061328682768	0.0176816899593	0.00697661047183	0.00088470943901	0.000466537973241	0.00883319994815
u	0.00335998425296	0.00391793864342	0.0081117318186	0.0978195853347	0.46092135115	0.301454222255	0.0847165229227	0.0227238659864	0.00624223072394	0.000847071393003	0.00032220495608	0.00956326470938
à	0.00189219652765	0.00263675581447	0.00441565103953	0.0354609949782	0.316161781717	0.407065654085	0.198111006308	0.0265333733288	0.00329230227465	0.000675427377668	0.000168709093693	0.00358611722979
i	0.00077217073255	0.00145716563482	0.00211174704984	0.0136091413261	0.149199865239	0.388612248028	0.380343868769	0.0567098091096	0.00422500455822	0.00104391039256	0.000236094091231	0.0016789536766
s	0.000505860077517	0.000685014098273	0.00132505098661	0.00645586867537	0.0662149357463	0.405894699343	0.439174382923	0.0669388030365	0.00875501118607	0.00111853271419	0.00045672193041	0.00247510472553
à	0.000507017022506	0.000589401989424	0.00126227527887	0.00396965455846	0.0345474047821	0.322112829781	0.512514987641	0.103209556345	0.0154151287287	0.00250855685473	0.000489164330137	0.00287406276518
m	0.00124821268417	0.000842195063141	0.00348850247629	0.00333649061949	0.0187999601274	0.240512406594	0.558074629214	0.129885672115	0.0299135382429	0.00324980811824	0.00325542923005	0.00739320594506
b	0.00478060716139	0.00119346768771	0.0078110234921	0.0036357962065	0.0164812347091	0.244195835531	0.473401869738	0.132647180705	0.097685486081	0.00225541800608	0.00488737041002	0.0110247029817
a	0.00500743461846	0.00091080770257	0.00653584542403	0.00215581326883	0.0128477546697	0.161386440177	0.332100316579	0.294797663568	0.170402782027	0.00473732263536	0.00251525453334	0.0066025551939
v	0.00182468589749	0.000546285020857	0.00285569150134	0.00176390695628	0.00736465025657	0.082497723059	0.30036394886	0.355194404523	0.229436994009	0.00573309517845	0.00158868214111	0.0108299509313
ò	0.000825130212497	0.000544826653619	0.00177199116711	0.00160412452876	0.00378155871886	0.044975720353	0.297915052953	0.344444151508	0.227789431336	0.0612081051928	0.00245014134704	0.0126897491771
r	0.0014100704575	0.000860429317873	0.0037542419557	0.00215375661959	0.00243000617295	0.025057955451	0.265993377651	0.335874333836	0.249990453779	0.0822953070643	0.0101579675157	0.0200220859257
a	0.00165887742583	0.000997197372624	0.00458927468523	0.00238957091986	0.00256895365765	0.0200694771503	0.206055649217	0.281854217945	0.276227104593	0.165843354355	0.0144360750052	0.0233102548086
s	0.00112371138194	0.000980179424208	0.00402430826174	0.00229307835329	0.00264768998588	0.0150867333834	0.132357113072	0.248171822648	0.352177831531	0.202289354785	0.0117957628351	0.0270524131029
o	0.000939427167313	0.00103527757474	0.00394434265391	0.0023247317511	0.00254414416196	0.0104949037945	0.100962993024	0.185600584216	0.352103102177	0.295057544928	0.0153218386117	0.0296711150343
t	0.000776328295771	0.00128183375825	0.0046341254513	0.00267996465037	0.00351841348732	0.00980782159817	0.073259493008	0.150617174739	0.303845125726	0.387820104976	0.0235180408706	0.0382415610114
s	0.00200094153192	0.00226102711942	0.0120344564838	0.00347545598346	0.00366579582911	0.00841710026606	0.0676168770027	0.11009075158	0.460243375242	0.225434441659	0.0268834046235	0.0778763603371
o	0.00224034857731	0.00213435672647	0.0122385852946	0.00236443779449	0.00287450634304	0.00577074462202	0.0390199770009	0.0823035961933	0.385477836747	0.332129733886	0.0470399582078	0.0864058934457
m	0.0017287722591	0.00207393542882	0.0117334648982	0.0027799096315	0.00300019371435	0.00583801234067	0.0326113030003	0.0660696863978	0.289014667249	0.399040461295	0.0684174257359	0.117692157815
ì	0.00183572198637	0.00217741020961	0.0116583921327	0.00299118264383	0.00262518540478	0.00491911678022	0.0289083626668	0.0482928981326	0.25107555075	0.363292590432	0.154675386912	0.127548207605
n	0.00253066509546	0.00312100123654	0.0160215745442	0.00443366731461	0.00287646310159	0.00427886792674	0.0215877685556	0.0351857383775	0.178968601917	0.365259450144	0.240303965637	0.125432214202
a	0.00327504123182	0.00365467221218	0.0182408496814	0.0051030141382	0.0039517978672	0.00583150364225	0.0198175638519	0.0411412264592	0.148247717306	0.277489810048	0.278856045212	0.194390724734
f	0.00405359751061	0.00365548350406	0.0159939807271	0.0059332980794	0.0038873541224	0.00591583941408	0.0165366336173	0.0395366174864	0.0959971524353	0.234178806683	0.333596828404	0.240714394911
è	0.00379892360354	0.00351373460135	0.0144268180424	0.0060971391598	0.0028476195408	0.00373837033803	0.0126383870724	0.0220243032621	0.0725673934784	0.167405142228	0.505743466135	0.185198713304
r	0.00297261376785	0.00250679570045	0.00895019214747	0.0047557361866	0.00186208368027	0.00220191761268	0.00690407415747	0.0120066265207	0.0375562321595	0.116707914076	0.694845112045	0.108730716101
i	0.00235215201262	0.00186902011682	0.00680479840249	0.00404508079553	0.00144710152676	0.00184264900423	0.00549392805249	0.0108051985069	0.0255678496198	0.0756839760253	0.527266104015	0.336822142034
</S>	0.00132263079131	0.00112408043341	0.00377764423124	0.00221919099776	0.00125390771338	0.00179089545211	0.00434094112624	0.0101009367534	0.0146260006599	0.0553697600126	0.327410952007	0.576663041017
