 	lo	sentii	ee	che	arrivava	</S>
t	0.9285635	0.026749712385	0.0158605090565	0.00345750497378	0.000819099927065	0.0245496144302
o	0.861096333333	0.088974195795	0.0202627190188	0.00380461149126	0.000967881675688	0.0248942530434
n	0.662994821111	0.199013938598	0.0711749523396	0.00579805749709	0.000578524101896	0.0604397059145
ì	0.421329397037	0.387721046199	0.111122387447	0.00710523303236	0.000330639827299	0.0723912557382
k	0.262927357679	0.519638238733	0.152336172482	0.00970661554412	0.00165764302577	0.0537339206794
u	0.29273506456	0.417974972911	0.228470017494	0.0114789676147	0.00210782759692	0.0472331438931
s	0.278302709853	0.22977562097	0.433280472498	0.0202918059716	0.00242485598731	0.035924570631
a	0.113156831618	0.113818750323	0.699118290833	0.0388713419905	0.00272250138577	0.032312344367
e	0.0516272668727	0.064812003441	0.763114930278	0.106990043997	0.00167993851859	0.011775855579
e	0.0228943609576	0.0595827644803	0.681395576759	0.227925761332	0.0024519025062	0.00574965462633
k	0.0123313480192	0.0586276268268	0.600068625586	0.316298617111	0.00345133516873	0.00922246000878
a	0.00963654937307	0.0445165099423	0.417999685195	0.510854695704	0.00544860572291	0.0115439630029
è	0.0107255522244	0.0338184706474	0.206594053398	0.669320911901	0.0639397635743	0.0156012896676
s	0.00624865223147	0.0215465362158	0.109240688233	0.6370534173	0.205704434525	0.0202062908892
t	0.0124541171338	0.0161144274053	0.046841247511	0.4887002391	0.407828818175	0.0280611546297
a	0.0147586464113	0.0131537751351	0.0291551901703	0.301218913033	0.572817989392	0.0688954968766
z	0.00538841010377	0.0090482707117	0.0163872122234	0.183699107678	0.707957766464	0.0775192162922
z	0.0662621833013	0.0101810312372	0.0379481345745	0.129280239226	0.661459442155	0.0948689660974
e	0.0867829877671	0.0116765114124	0.0527386551915	0.108495156409	0.495489960718	0.244816762032
</S>	0.0439531038835	0.0099657867062	0.0394339530957	0.0886007932045	0.463223250359	0.354823161016
