 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.764359805	0.164412477635	0.021327143355	0.036555607367	0.003062604982	0.00720524551035	0.00136924425357	0.00065280788393	0.000183125596985	0.00020327009447	7.6663403711e-05	0.000591977417465
j	0.671787255	0.243955325878	0.0293742821183	0.0380020994557	0.004447174294	0.00763565777012	0.00154071517119	0.000765087004643	0.000259156322328	0.00023608278149	8.06181959037e-05	0.00191651907249
i	0.559412775	0.393550908626	0.0233012100394	0.0144305668186	0.00295625887467	0.00301206567671	0.000693235409397	0.000369453404681	0.000163471601909	0.000112132275497	3.10772469779e-05	0.00196682186383
n	0.301581237333	0.665219402875	0.0225900716798	0.00540060814953	0.00132815647822	0.00130667306224	0.000268381202132	0.000146802954694	6.7288885103e-05	5.08571811657e-05	1.3389357336e-05	0.00202713562761
è	0.140475109111	0.826624034292	0.0253376945599	0.00358848975984	0.00075695563274	0.000877006937413	0.000124883968377	7.66259452313e-05	3.60422553677e-05	3.13662363886e-05	7.553092812e-06	0.0020642373392
k	0.0772224773703	0.875388224764	0.0311974368533	0.00304047651995	0.000652375840913	0.000976777612471	7.77972871257e-05	6.14586454104e-05	3.43752887892e-05	6.01053704629e-05	2.66793366373e-05	0.0112617975764
a	0.0712992057901	0.659007414921	0.249529027951	0.00394796383998	0.000702998013638	0.000956260944157	6.07204423752e-05	5.26590238035e-05	3.27149499297e-05	6.8422213271e-05	3.28254711024e-05	0.0143097773677
è	0.0636126495967	0.56542205164	0.355382835984	0.00732442384666	0.00214142157121	0.00101144358805	0.000100894220792	4.50897286012e-05	2.13634033099e-05	2.57870075403e-05	1.14890355908e-05	0.0049005399148
n	0.0321883708656	0.635128737213	0.310009458661	0.00777138128222	0.00323729625707	0.00218753962935	0.000155892156931	8.32039048671e-05	4.09302741033e-05	4.47648005134e-05	1.82968535303e-05	0.00913412525493
e	0.0209160596219	0.394398129071	0.53378940622	0.0336029474274	0.00349168608569	0.00302726157645	0.00013375710231	8.08372939557e-05	3.94323667011e-05	4.93188544045e-05	2.04597751434e-05	0.0104507135416
k	0.0177278572073	0.253390726357	0.60405728874	0.0697064558091	0.0144774258619	0.0162774580588	0.00129188905744	0.000539851536985	0.000181756047567	0.000191614881035	8.09315470145e-05	0.0220767793039
a	0.0172947994024	0.198424233452	0.455056016247	0.258107778603	0.0199944256206	0.0221502439196	0.00171641903248	0.000711794878995	0.000231951291856	0.000241850214012	0.000103430109005	0.0259670973546
p	0.0182063494675	0.089021512484	0.334539598749	0.474069702868	0.0445240688735	0.0253662695399	0.00299336812416	0.000875021626332	0.000181194629952	0.000119815695004	5.29116296683e-05	0.0100502003715
à	0.0205388514892	0.0534731274947	0.199663892916	0.529305110956	0.147650616291	0.0372960348466	0.00495740680805	0.00122933427544	0.000217095226651	0.000111266160335	4.25709625561e-05	0.00551469572383
c	0.0708283281631	0.0369804244982	0.143995660972	0.429618900319	0.206680592097	0.0520312582822	0.00497253240268	0.00178561215848	0.000634823902217	0.000370750612112	9.14328501854e-05	0.0520096848413
e	0.084894759721	0.0274800832727	0.113417208991	0.50158664344	0.154538212699	0.0450473022607	0.00342607229423	0.00166988393116	0.000722651004406	0.000424045206371	9.95352702951e-05	0.0666935866618
n	0.0351872775737	0.0178214721976	0.059020492997	0.62183905448	0.1898557629	0.0337822915869	0.00492783912474	0.00192124885539	0.000567656371802	0.000447212504457	0.000273842750332	0.0343558206019
