 	è	che	stanno	ancora	svegli	</S>
è	0.642614335	0.02504216575	0.00752256355	0.04314060652	0.136282675617	0.145397561735
n	0.409298525	0.08316981725	0.0181193185167	0.0514406401733	0.146059881539	0.291911757245
a	0.249192839333	0.29101985575	0.129855656839	0.0271223188911	0.0584873583497	0.244321932948
s	0.106003271778	0.417621541917	0.313382165613	0.0259994944637	0.0221232699532	0.114870254849
t	0.0468509475927	0.294068413972	0.545981511871	0.0313309704879	0.00998662332807	0.0717815129497
a	0.0293671231976	0.162862317991	0.757440263957	0.022045500996	0.00334346556436	0.0249413063166
t	0.0189080320659	0.10522193933	0.831427671319	0.0246570311653	0.00189836273279	0.0178869857722
ù	0.0390456383553	0.07769013311	0.751592357106	0.113748262055	0.0014676202876	0.0164560257574
n	0.0466290124518	0.0583255710367	0.629609519035	0.224177297352	0.0076282400392	0.0336303944191
e	0.0566760591506	0.0477473513456	0.442063275012	0.404164119117	0.00968256970973	0.0396666553397
a	0.0617598743835	0.0395939357819	0.191884333004	0.615484609706	0.0644683882666	0.0268088859799
n	0.0298724311278	0.0271853739273	0.0718905960013	0.675746053235	0.148351319422	0.0469542573266
k	0.0918097387093	0.0917222789758	0.0651930576671	0.515967457745	0.116615621974	0.118691835776
ò	0.139276936236	0.115495339992	0.069359381889	0.501435525915	0.0432395544913	0.131193258592
r	0.080391239512	0.057841533664	0.0560045832963	0.685849141972	0.0524963098304	0.067417226864
a	0.092730980604	0.0414705085547	0.0528056010988	0.706787000657	0.0555677599435	0.0506381696213
a	0.0955162884347	0.0275374117516	0.0288315821829	0.467255920886	0.311943723314	0.0689150785404
t	0.0333569042449	0.0124857252505	0.0103865131776	0.171398536295	0.710800391105	0.0615719261801
s	0.0233044329483	0.0248823755168	0.00852207102587	0.0766121114317	0.582851097035	0.283827916727
ù	0.0322770266494	0.0383179978389	0.00990793634196	0.0447061528106	0.500507995678	0.374282890576
n	0.0278459405498	0.0311381179463	0.0100299727807	0.0486967826035	0.702657111893	0.179632035192
n	0.0532386461833	0.0446481859821	0.0302431599269	0.124393240868	0.600131070631	0.147345648397
i	0.0605951087278	0.0441261741607	0.0333125168756	0.128420820623	0.471659723544	0.261885632799
t	0.0253176999093	0.0230109375536	0.0170200825252	0.0660669138743	0.606045357848	0.262538990933
i	0.0171246413031	0.0168779928512	0.0115197462417	0.0490156402914	0.495360195949	0.410101793644
</S>	0.0180594446515	0.0123920409256	0.00652344372085	0.0380103836457	0.261888687974	0.663126046822
