 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.5298230425	0.359379952	0.002133341815	0.0068897665	0.036894022607	0.003535835291	0.0016056363705	0.0376056591845	0.0221327744545
a	0.247350229167	0.640171934	0.00227069167167	0.00734386976667	0.0377230506023	0.003600471097	0.00162402380617	0.0376428213382	0.0222729158748
ì	0.120643039056	0.834590748	0.00128849664056	0.00390867485556	0.0172813439341	0.00136738839233	0.000567066213723	0.0126342231927	0.0077190046816
s	0.0629976650187	0.878516136	0.00285511366352	0.00597081961852	0.013656493478	0.00204874139078	0.000282401523574	0.00892101053423	0.0247516208939
s	0.0675169110062	0.848422302	0.0200335732212	0.00819678153951	0.011464300326	0.00554003313026	0.000528434731191	0.00781423537808	0.0304834256313
e	0.0657687236687	0.825186124	0.0717356887404	0.00785570917984	0.010307112942	0.00537542231009	0.000547583287064	0.00278615178243	0.0104374515238
r	0.0438651022229	0.740224621333	0.14511070958	0.0115074590599	0.0293390161473	0.0169225887034	0.00413646677235	0.00151304588388	0.00738096698793
e	0.0463821984076	0.466199741778	0.348911176527	0.0583419343533	0.0458467920491	0.0214168588011	0.00543756993745	0.00109293178463	0.00637077597598
k	0.0418391408025	0.237898981926	0.447331378842	0.0939525147844	0.111905234016	0.023699272167	0.00747908432582	0.00678433058488	0.029110013472
a	0.0435279169342	0.149098595642	0.340157302947	0.186299491595	0.193335101339	0.0316686127223	0.00999713944194	0.00872854842829	0.0371872359573
e	0.0397454793781	0.0637173935473	0.211394818316	0.204363407865	0.43718251378	0.0206319929074	0.00605576658065	0.00342960020943	0.0134789891524
s	0.017221518526	0.0388986878491	0.098851706772	0.0992398266217	0.698829937927	0.0206842499691	0.00537394629355	0.00562121390314	0.0152788957508
ò	0.0244739765087	0.035703227283	0.075802588924	0.128748242207	0.669811545976	0.022759020323	0.0130216267645	0.0108981846344	0.0187815922503
z	0.0303412815029	0.025222786761	0.0616117339747	0.128001826069	0.484023298659	0.0531975747743	0.0252649909215	0.131423505878	0.0609130274168
i	0.0198664568343	0.014232568787	0.0344796859916	0.0544277196897	0.309054879553	0.169598838258	0.144059053641	0.170275191626	0.0840056708056
k	0.0118165308781	0.0116859279623	0.0166228326639	0.0257829758966	0.215614876518	0.181619557086	0.236880114547	0.182602596875	0.117374631935
à	0.0118010725594	0.0109783411541	0.0118004120546	0.0168465042989	0.121946345506	0.149718103362	0.351743681516	0.203143834958	0.122021727312
i	0.0102412917531	0.00746569445137	0.00841049725153	0.0114464848996	0.056276370502	0.145662316121	0.472527760505	0.147362490986	0.140607122437
o	0.0074109968177	0.0120846428838	0.0101350014838	0.00854097409987	0.058222390834	0.087452443707	0.408903436835	0.147868683662	0.259381447479
b	0.00843487013923	0.0157568129613	0.0126420254946	0.00951060569996	0.0608282469447	0.0539705929023	0.323022995612	0.245581284554	0.270252595826
à	0.0144822552464	0.0138678663204	0.0128028514982	0.0111439029	0.0353703969816	0.0411806676341	0.215595818537	0.448333484851	0.207222768609
g	0.0159426897488	0.0111631772068	0.0113603723327	0.00960694183333	0.0181423251272	0.032181176878	0.102325416179	0.44129001495	0.357987846203
n	0.0791152412496	0.0291011898356	0.0653666979442	0.00608567614444	0.0105877961757	0.0351817869593	0.161215328726	0.232137402317	0.381208868734
o	0.100013514817	0.0342217807785	0.0833076784147	0.00537973844815	0.00750344975857	0.0362114871864	0.178671622909	0.0891837081057	0.465507042911
</S>	0.0523841040085	0.0176373066393	0.0432988178573	0.00386644032407	0.00455499392928	0.0218697028932	0.0948922814545	0.0583997340529	0.703096621456
