 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.1561316875	0.46179453	0.06507946	0.141390359	0.0105437575975	0.054267777299	0.00814622466465	0.004441495443	0.0024467194572	0.0957579501392
i	0.0655151128333	0.552328086667	0.064032616	0.142411742667	0.0105781915958	0.0543124986863	0.00815207064155	0.00444763170067	0.00244743064887	0.0957746341264
i	0.0339800436111	0.733788245556	0.101129246667	0.0706091405557	0.0037257402186	0.0191256484154	0.00277017555052	0.00155100142322	0.000824843549423	0.0324959397221
p	0.0216412998704	0.555564451852	0.349751335556	0.0496869211852	0.00176495776287	0.0081543476718	0.00101277780017	0.000611548769407	0.000284702944808	0.0115276470007
à	0.0200091612901	0.382101630617	0.561067078519	0.0264360907284	0.00152748648762	0.00376567671393	0.000436661490057	0.000269751459469	0.000109792841936	0.00427663526023
s	0.0265762427634	0.252205856872	0.633856559506	0.0696135162428	0.00274370232921	0.00317854746131	0.000504948140019	0.000340462097823	0.000187550115979	0.0107926358534
t	0.0225150305878	0.095266558624	0.777148319835	0.0827828367476	0.00361289320974	0.00369963995377	0.00117094620001	0.000648543449274	0.000230771330326	0.0129244687678
a	0.0125032640293	0.0410737375413	0.899401229945	0.0332771048159	0.00519342250325	0.00222184661459	0.00111138335334	0.000541119206425	0.000107384107142	0.00456944121393
ì	0.0052187183431	0.0219786341804	0.652042596648	0.143936379505	0.122014736834	0.0468059480349	0.00392563670445	0.00221939467548	5.74030977473e-05	0.00180046756264
c	0.0064479439477	0.0129183610601	0.334835942216	0.271054409835	0.224222998945	0.127698262678	0.00708011856815	0.00423007312516	0.000180751629249	0.0113310542042
h	0.0162438319826	0.0342892846867	0.450787674072	0.184144376712	0.176273219648	0.112962467393	0.00652571975605	0.00405694780839	0.000277857223083	0.0144385722681
e	0.0153719763942	0.0391544243289	0.404514186357	0.064552673504	0.386649259883	0.073535375631	0.00756341681868	0.00342064196946	0.000177738274694	0.00506030286603
t	0.0137899065314	0.0148908358763	0.144722815119	0.0411294233347	0.628896419961	0.0995269485437	0.0116351366062	0.00508521225649	0.000857918851898	0.039465395532
