 	vuole	vuole	mangiato	caldo	</S>
t	0.9409029	0.00750380969	0.0039482144705	0.00295850719	0.04468652285
è	0.907054653333	0.0335531738967	0.00914468649017	0.00346635479667	0.0467811105167
l	0.919938137778	0.0409458492989	0.00879144869672	0.00194411523222	0.0283804570722
i	0.690059519259	0.277483327766	0.0112820290989	0.000954593394073	0.0202205162041
t	0.34038531642	0.611085629255	0.0186630426996	0.000904551048024	0.0289614439147
è	0.175605417473	0.760672283085	0.0309277962332	0.000888572901008	0.0319059297549
l	0.102204084491	0.835001491028	0.0338513934111	0.00120535361867	0.0277377127016
i	0.079480317497	0.614132380343	0.275495907804	0.00334555270622	0.0275458778005
f	0.057811306499	0.524542450114	0.380109499268	0.00682143146874	0.0307152908335
a	0.0359541911663	0.456768558038	0.466893286423	0.00843468595625	0.0319492755112
m	0.0200002790554	0.279975077346	0.616118075474	0.0137140134521	0.0701925847371
è	0.0126518119185	0.217811785782	0.659007105158	0.0276630078174	0.0828662898124
n	0.0116754662062	0.120814078594	0.631008568386	0.0759382492725	0.160563631504
o	0.0175594524021	0.0864473545313	0.398260836129	0.253703849757	0.244028523835
t	0.014838736934	0.0470871598438	0.26122010871	0.471715283252	0.205138747945
r	0.00685968811133	0.0293929656146	0.14024716157	0.521849901084	0.301650309315
e	0.00455311003711	0.0206252488715	0.109796142523	0.427837830361	0.437187683105
m	0.00287463167904	0.0148055291238	0.101435250174	0.480303966787	0.400580661035
m	0.00359715365968	0.0101178745413	0.0417828397247	0.677960255596	0.266541900345
ò	0.00379087438656	0.0068482922471	0.0188738035749	0.524131490865	0.446355526782
</S>	0.00215598229328	0.00438429222355	0.0145431867875	0.288974453932	0.689942063391
