 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.76364535	0.0503367192	0.013770781415	0.03320081774	0.0157272307835	0.028291088316	0.0294317678739	0.0326328749901	0.00133582041255	0.0095038604308	0.00946531174498	0.00547320182883	0.00354380665321	0.000930056282142	0.00108270163832	0.00056824945621	0.000142977694713	0.000917366662175
m	0.59130219	0.168576169733	0.0286629414717	0.0430222219133	0.0187150109278	0.0343021364387	0.0334802362913	0.0344835439967	0.00200472717085	0.0144762701436	0.0110261812483	0.00649172240961	0.00413077141774	0.00121039466071	0.00120433107944	0.000633204865403	0.000186665344904	0.00609124435406
e	0.54497477	0.299776349911	0.0380687238239	0.0289123224711	0.00955346778593	0.0184598851462	0.0155960920971	0.0135735990656	0.00139332077362	0.0101295218479	0.00538685413943	0.0032554521932	0.00203408835925	0.000713953540237	0.00053702508648	0.000283026818468	0.000109333371968	0.00724216330469
s	0.403823453333	0.45128726997	0.0420854212746	0.036010114657	0.00954425507198	0.00978957104873	0.0123086670324	0.00638450292187	0.00529938684121	0.00478966251597	0.00294137890314	0.00213970572107	0.00106397223975	0.000574728200079	0.000343494138827	0.000206121829489	0.000113854900989	0.0112943912882
s	0.181483928778	0.68906619999	0.0370741884249	0.0347273284857	0.00935828554066	0.00619160871624	0.0109512443108	0.00379767568196	0.00656089046374	0.00272278886532	0.00201357148105	0.00170867746536	0.000676102194917	0.00050197556236	0.000266464904876	0.000173999255463	0.000112261390963	0.0126127901254
è	0.094595645926	0.810057166663	0.0584449241416	0.0163602787619	0.00342605567355	0.00254853311541	0.00394103257027	0.00131796538799	0.00220360411335	0.000975010915107	0.000729027717017	0.000589312836787	0.000234031839472	0.000172204992787	9.07379744587e-05	5.87904947543e-05	3.79781689543e-05	0.00421769415147
r	0.0566559019753	0.819079355554	0.0765039880472	0.0208254655873	0.00521391286785	0.0036408128818	0.00565850969009	0.00123301951533	0.00133604384655	0.00191817633837	0.00112682621567	0.00103874600226	0.000435049172657	0.000557824873929	0.000154515199053	7.95882622181e-05	6.54768476514e-05	0.00447674229749
e	0.0438735619918	0.639830218518	0.240338979349	0.0462348175291	0.00642189322262	0.0040756343606	0.00620165284003	0.00120236310244	0.00104781918462	0.00223578042612	0.00126102805189	0.00118909410909	0.000503256887886	0.000686903567776	0.000176301165818	8.69472363727e-05	7.48609081838e-05	0.0045588428765
m	0.0402193693306	0.496055239506	0.309502808116	0.0787749925097	0.0144851170075	0.0112932961869	0.0162164285567	0.00362104669815	0.00316503393064	0.00970680312204	0.0030004997973	0.00264466861136	0.0012697105263	0.00147809369906	0.000327246811406	0.000137158041091	6.80612216946e-05	0.00803441790283
u	0.0276858627769	0.379356964502	0.252613017705	0.23622933417	0.0255916953358	0.0173248583956	0.0202541086522	0.00464040249938	0.00389716838355	0.0124327067407	0.00367862438577	0.00317027839712	0.00155147001877	0.00175366396702	0.000384528164469	0.000157615026364	6.79142988982e-05	0.00920981468428
