 	avete	cucinato	le	verdure	</S>
m	0.837902525	0.0155782697	0.018797111175	0.0386362251632	0.089085889637
a	0.836351925	0.0160756232333	0.0191391443917	0.0388329486211	0.089600390679
r	0.873243541667	0.0209406380778	0.0172346987972	0.015461848007	0.0731192610263
è	0.867387447222	0.0385502093593	0.0191362662657	0.007543288889	0.0673827557421
t	0.865426982407	0.0423028997864	0.0229357494219	0.00406384694967	0.0652704906474
s	0.555555770136	0.355141503262	0.0220704119073	0.00291343679322	0.0643189068691
a	0.239785749379	0.593980764421	0.143418205402	0.00108722765774	0.0217280963897
t	0.179472849793	0.547662884807	0.248725978467	0.00140510873591	0.0227331849099
o	0.164966069931	0.407325796602	0.400974102822	0.00190367771197	0.0248303732033
t	0.130101944977	0.173819269867	0.574605834274	0.0549620047707	0.0665109639678
a	0.0930316349923	0.0826684876223	0.644912764758	0.0878409105902	0.0915461919893
l	0.0810677923308	0.0391982238741	0.631554291586	0.14542134253	0.102758307996
à	0.0992996131103	0.020578967958	0.418491653862	0.33770920751	0.123920532665
c	0.213321427703	0.011663524986	0.210318356287	0.308578802503	0.256117900888
h	0.225117041234	0.0804742803287	0.114704610429	0.256878920834	0.322825160296
a	0.106198814078	0.104435449443	0.0956751568097	0.234508272945	0.459182313432
n	0.0968445263593	0.0536207048143	0.137577838937	0.0836166159817	0.628340324477
a	0.100789830786	0.0366241217381	0.132810655646	0.0379885969939	0.691786794826
</S>	0.066376848393	0.0209598225691	0.079419151823	0.029230717497	0.804013447413
