 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.56243368	0.118008595	0.0287975285	0.030529049	0.03611188778	0.055675187518	0.0088470090707	0.159597087653
g	0.305396223333	0.265007011667	0.0435070461667	0.0546825106667	0.03712192216	0.057692232506	0.00950564459023	0.227087435884
r	0.160725563444	0.276581415222	0.281232212056	0.0529634935556	0.0161868462867	0.025978564502	0.00576579056341	0.180566088628
a	0.082708190148	0.130205298741	0.633473837352	0.0304544016852	0.00822635736223	0.0134336050907	0.00386445729147	0.0976338141593
t	0.059828361716	0.084864355247	0.686931569117	0.0783430810617	0.00461712395408	0.00799018262023	0.00355842840082	0.0738668726698
s	0.0362288999053	0.0647192364157	0.685462959706	0.0929203814872	0.0426436885514	0.00762727420674	0.00356011544027	0.0668374319233
a	0.0378098376351	0.0336921398052	0.778930599902	0.0622835182957	0.0568166471838	0.00507569080225	0.00134035085009	0.0240511963411
è	0.0377891268784	0.0194357886017	0.638418109967	0.232645006099	0.0344239113946	0.0223821340007	0.000999333146697	0.013906555447
n	0.0244565406261	0.0122442895339	0.332184546656	0.534845302033	0.0277886747982	0.0318705603336	0.0048282758489	0.0317817704823
a	0.046589117542	0.0118758775113	0.155745095552	0.640188954011	0.0574473145994	0.0450063624445	0.00614096198297	0.0370062651608
n	0.0527352191807	0.0112018876038	0.0902218785173	0.620789718004	0.0990548081998	0.0592919208148	0.015940139361	0.0507644247203
g	0.0413360647269	0.0102154479679	0.0445753961724	0.429379103301	0.347563696067	0.0490351809383	0.0228562029537	0.0550389504068
r	0.036764185909	0.0092834720893	0.0307542217241	0.1468762374	0.674590875356	0.0527738376461	0.0141748245846	0.0347823793023
à	0.0290600379697	0.0075910944631	0.0250599945747	0.1065897648	0.614024935119	0.179066632549	0.0106213159615	0.0279862337674
m	0.0285446293232	0.0065206359877	0.0152410758249	0.1654601516	0.362209758373	0.233961034183	0.12419785832	0.0638648369225
m	0.0204420904411	0.0047873976959	0.00714971484163	0.130587823133	0.453139766124	0.123713221394	0.177364693773	0.0828152469742
a	0.013958075247	0.00324722483197	0.00781289821388	0.049219819311	0.457462075375	0.284767627131	0.090051645591	0.0934806103247
u	0.00735519451567	0.00217150131066	0.00908974030463	0.0281783271037	0.182750027125	0.505288002377	0.12650237853	0.138664810108
d	0.00713771750522	0.00267274130355	0.00882573200154	0.0206186712012	0.0719975250417	0.426791957459	0.299976092843	0.161979543369
e	0.0134103308351	0.00527260000118	0.0119638390005	0.0139511739004	0.0305719273472	0.359179139153	0.395494187614	0.17015678779
r	0.0139121822784	0.00553548776706	0.00977302826683	0.0089286767668	0.0140783797157	0.262239589051	0.560516802538	0.12501583493
f	0.0452391387595	0.0146112930224	0.0170924983556	0.0091517620556	0.0351291188386	0.12835138435	0.600109467513	0.150315330643
ù	0.0575158752532	0.0190601200075	0.0205452634519	0.0100385413519	0.0439283486129	0.104869730117	0.524517639171	0.219524490214
m	0.0257756990844	0.0093883036025	0.00895404248397	0.00914455545063	0.017806460871	0.0659809207057	0.690661563057	0.172288456738
m	0.0305381723615	0.00828843180083	0.00715327416132	0.00691987288354	0.031223755957	0.0346405892352	0.780153657686	0.101082208913
u	0.0298510402205	0.00708961213361	0.00619531587377	0.00338319192785	0.0357488849857	0.0303042087451	0.522332906562	0.365094779638
</S>	0.0157124177603	0.00375312636681	0.00350025666688	0.00219100331393	0.0192604519929	0.0301105903726	0.276713654281	0.648758439819
