 	è	possibile	che	è	entrato	da	qui	</S>
i	0.9071351	0.060344952	0.00402894165	0.014710052406	0.00193523085	0.0037745446334	0.00273261296399	0.005338552099
s	0.729064306667	0.167511747333	0.0121220548833	0.024039410802	0.0172959077167	0.00469997321113	0.002938963268	0.042327646033
o	0.432732178889	0.458509099111	0.0127471593944	0.0178136173673	0.0232289512389	0.00252850458371	0.00119142600133	0.0512490440777
g	0.211632568296	0.709402349704	0.0125197912315	0.0164396675558	0.014049692913	0.0021795003079	0.000573743632443	0.0332026767592
g	0.112951434432	0.660809409901	0.0196884760772	0.0195213655186	0.153243770471	0.00300439210263	0.000431770697481	0.0303494009197
è	0.0951077844773	0.512036506634	0.0913695686924	0.0348197165062	0.24785702349	0.00253271353421	0.000253082063827	0.0160236518399
s	0.0836596491591	0.359637358878	0.209731886231	0.0744217968354	0.24609524783	0.00233350954474	0.00138105913261	0.02273954548
t	0.0359545713864	0.188001925626	0.40470241541	0.0791152092785	0.25786587261	0.00760267931491	0.00201861731087	0.0247387406267
e	0.0198087707955	0.0764238912087	0.59787713847	0.107403992093	0.175879215537	0.0099021333383	0.000987152698957	0.0117177153422
k	0.0119900585985	0.0367633324029	0.53027136949	0.130948994031	0.263988759846	0.0085429213461	0.00300142256165	0.0144931354474
a	0.0164680495328	0.0269772661343	0.28966478983	0.275008704677	0.317585659949	0.0558331771154	0.00374808632055	0.0147142633158
m	0.0174247067776	0.0207104768448	0.116035132277	0.318813688226	0.430048839983	0.0750409107051	0.00191002277352	0.0200161959386
b	0.0162571538592	0.0111896349816	0.071839134759	0.169574042742	0.655272709994	0.0471828385684	0.00201205769117	0.0266723933129
ì	0.0168989604864	0.0067137102272	0.0532491989197	0.188878344247	0.463994591665	0.247107099523	0.00198323629706	0.0211748561043
k	0.0084787700288	0.0075498277424	0.0338885053066	0.185383904749	0.385243668888	0.321994026508	0.013651850599	0.0438094443681
e	0.0226526933429	0.0112385289141	0.0295328641022	0.14407064825	0.358368811963	0.338081758836	0.0468901168663	0.0491645501227
a	0.027312826881	0.0158906129714	0.0167808887007	0.114003813417	0.132706311988	0.592066859612	0.0702895822888	0.0309490680409
p	0.013696352727	0.0280111606571	0.00993060323357	0.0603195634723	0.0519711461627	0.679881923204	0.106356560763	0.0498326720136
ò	0.014495598909	0.030763549219	0.0108193024112	0.0378247994908	0.0258149785542	0.597854821068	0.213806520254	0.0686204406712
t	0.0120244321363	0.0181763582397	0.00955190903707	0.0222291831636	0.0155657173181	0.368573086356	0.500957560085	0.0529217568904
t	0.0138565152121	0.00847191301323	0.030382528579	0.0265842963879	0.0148557765727	0.137466588785	0.666607253362	0.10177510563
u	0.0147219651374	0.00455262150441	0.036697002993	0.031628981796	0.0143338181909	0.0730067789283	0.563758977787	0.261299798543
</S>	0.0085332296687	0.0036482888522	0.0192837916965	0.025489987398	0.00837231859545	0.0685037524641	0.508972378893	0.357196174271
